268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;508302916137111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR VD AMB GOT X 20 ML (EMB HOSP); FM_
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;505209702136117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML ; NO_ACR
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;521121402139129; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML; NO_ACR
394804; PACLITAXEL; PACLITAXEL; 6 MG/ML. SOLUCAO INJETAVEL FRASCO 25.00 ML; NO_ACR;508010203157418; PACLITAX; NOT FOUND; 6 MG/ML SOL INJ CT FA VD INC X 25 ML; EUF
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;537100301135114; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; M1L
272839; RISPERIDONA; RISPERIDONA; 1 MG COMPRIMIDO; NO_ACR;506713401118417; RISPERIDON; NOT FOUND; 1 MG COM REV CX BL AL PLAS INC X 200; CT6
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;502814703133111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML; S_A
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;519003501135126; DIPIRONA SODICA; NOT FOUND; GTS 500MG/ML (FRPL C/10ML); N_Q
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;538100101118114; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 30; B0B
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;537114080011706; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 2500; M1L
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;537114080011506; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250; M1L
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 100.00 ML; NO_ACR;525005403119125; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT 25 BL AL PLAS INC X 4; MD7
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;504611902111128; DIPIRONA SODICA; NOT FOUND; 500 MG COM BL AL PLAS INC X 4; BF8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;508302909130113; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR PLAST OPC GOT X 10 ML (EMB HOSP); FM_
267638; CLORPROMAZINA; CLORPROMAZINA; 100 MG COMPRIMIDO; NO_ACR;533003101116414; CLORPROMAZ; NOT FOUND; 100 MG COM REV  CT BL AL PLAS INC X 100 ( EMB HOSP); U_Q
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;538802102114113; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); LG6
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;537100313117116; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 500 (EMB FRAC); M1L
267206; DIPIRONA SODICA; NOT FOUND; 50 MG/ML. SOLUCAO ORAL FRASCO 100.00 ML; NO_ACR;526125001131119; DIPIRONA SODICA; NOT FOUND; 50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED; GM2
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;528502504139125; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CT FR PLAS OPC GOT X 20ML; PZ8
356452; TRAVOPROSTA; TRAVOPROSTA; ASSOCIADA COM TIMOLOL MALEATO. 0.04 MG + 5 MG/ML. SOLUCAO OFTALMICA FRASCO 2.50 ML; NO_ACR;541812070002803; TRAVOP; NOT FOUND; 0.04 MG/ML SOL OFT CT FR PLAS OPC GOT X 2.5 ML; EMS
268952; AZITROMICINA; AZITROMICINA; 500 MG. PO LIOFILIZADO PARA SOLUCAO INJETAVEL FRASCO-AMPOLA; NO_ACR;531600404112418; AZI; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 3; EMS
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;508013404137117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; EUF
271217; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG FRASCO-AMPOLA; NO_ACR;507701701111411; AMOX; NOT FOUND; EMS - 500 MG 1 BL X 21 CAPS; EMS
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;508302903132114; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML ; FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;504611902111128; DIPIRONA SODICA; NOT FOUND; 500 MG COM BL AL PLAS INC X 4; BF8
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;508302913138115; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR PLAST OPC GOT X 10 ML (EMB HOSP); FM_
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;525307101115114; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); NQA
376767; IVERMECTINA; IVERMECTINA; 6 MG NAO INFORMADO; NO_ACR;532902103113416; IVERMEC; NOT FOUND; 6 MG COM CT BL AL PLAS INC X 80; UCI
271112; AMOXICILINA; AMOXICILINA; ASSOCIADA COM SULBACTAM. 500MG + 250MG. INJETAVEL FRASCO-AMPOLA; NO_ACR;507701701111411; AMOX; NOT FOUND; EMS - 500 MG 1 BL X 21 CAPS; EMS
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;505209702136117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML ; NO_ACR
286816; DIPIRONA SODICA; NOT FOUND; 1000 MG. SUPOSITORIO ADULTO SUPOSITÓRIO; NO_ACR;528513110124806; DIPIRONA SODICA; NOT FOUND; 1000 MG COM CT BL AL PLAS TRANS X 120 (EMB FRAC) ; PZ8
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;528502502111126; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS TRANS X 500 (EMB MULT); PZ8
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;526125002136114; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; GM2
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 15.00 ML; NO_ACR;537100305130117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 48 FR PLAS OPC GOT X 15 ML (EMB HOSP); M1L
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;520709502131123; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CX 50 FR PLAS OPC GOT X 20 ML (EMB HOSP); TTB
268952; AZITROMICINA; AZITROMICINA; 500 MG. PO LIOFILIZADO PARA SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;531600404112418; AZI; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 3; EMS
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG CONJUNTO; NO_ACR;500513090052206; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT AL/AL X 4; A4H
273818; DIOSMINA; DIOSMINA; ASSOCIADA A HESPERIDINA. 450MG + 50MG COMPRIMIDO; NO_ACR;500502902118419; DIOSMIN; NOT FOUND; 450 MG + 50 MG COM REV CT BL AL PLAS INC X 60; A4H
292196; HALOPERIDOL; HALOPERIDOL; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR;506706904150415; HALO; NOT FOUND; 5 MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 1 ML (EMB HOSP); CT6
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR;507900602154115; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL INJ CX 200 AMP VD AMB X 2 ML (EMB HOSP); EQX
267713; OMEPRAZOL; OMEPRAZOL; 40 MG COMPRIMIDO; NO_ACR;514601503114414; OMEPRAZOLEX; NOT FOUND; 40 MG CAP GEL DURA CT FR PLAS OPC X 7; NO_ACR
268236; CLORETO SODIO; NOT FOUND; 0.9%_ SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 20.00 ML; NO_ACR;539013100004103; CLORETO SODIO; NOT FOUND; 0.9% SOL INJ CX 200 AMP PLAS TRANS X 20 ML (EMB HOSP); STT
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;528502501113125; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS TRANS X 100 (EMB MULT); PZ8
410023; DIPIRONA SODICA; NOT FOUND; 1 G DRÁGEA; NO_ACR;504612120014916; DIPIRONA SODICA; NOT FOUND; 1G COM DISP BL AL PLAS INC X 100; BF8
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;508302915130111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR VD AMB GOT X 10 ML (EMB HOSP); FM_
268236; CLORETO SODIO; NOT FOUND; 0.9%_ SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR;539013100003903; CLORETO SODIO; NOT FOUND; 0.9% SOL INJ CX 200 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;537114080011706; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 2500; M1L
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;537114080011606; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250 (EMB FRAC) ; M1L
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG CONJUNTO; NO_ACR;504613110018206; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT BL AL PLAS TRANS X 4; BF8
268952; AZITROMICINA; AZITROMICINA; 500 MG. PO LIOFILIZADO PARA SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;531600410112416; AZI; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEIT X 9; EMS
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;508302901131110; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAST OPC GOT X 10 ML ; FM_
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;525307101115114; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); NQA
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG COMPRIMIDO; NO_ACR;537100313117116; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 500 (EMB FRAC); M1L
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;538802102114113; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); LG6
328810; LAMIVUDINA; LAMIVUDINA; 10 MG/ML. SOLUCAO ORAL FRASCO 240.00 ML; NO_ACR;506718001134416; LAMI; NOT FOUND; 10 MG / ML SOL OR CT FR PLAS OPC X 240 ML + SER DOS; CT6
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;537114080011806; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 2500 (EMB FRAC) ; M1L
376767; IVERMECTINA; IVERMECTINA; 6 MG COMPRIMIDO; NO_ACR;532902103113416; IVERMEC; NOT FOUND; 6 MG COM CT BL AL PLAS INC X 80; UCI
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;519019002133116; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; N_Q
272429; CLOZAPINA; CLOZAPINA; 25 MG COMPRIMIDO; NO_ACR;531626403113414; CLO; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 20; EMS
352192; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO BOLSA 500.00 ML; NO_ACR;509506201150415; RINGER; NOT FOUND; SOL INJ IV CX 24 FR PLAS TRANS X 500 ML; FRS
267203; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR;504612110014516; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML; BF8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;508302906131119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 100 FR PLAST OPC GOT X 20 ML (EMB HOSP); FM_
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;520709503136129; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CT FR PLAS OPC GOT X 10ML; TTB
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;504611902111128; DIPIRONA SODICA; NOT FOUND; 500 MG COM BL AL PLAS INC X 4; BF8
284106; RISPERIDONA; RISPERIDONA; 1 MG/ML. SOLUCAO ORAL. COM PIPETA DOSADORA FRASCO 30.00 ML; NO_ACR;506712080046704; RISPERIDON; NOT FOUND; 1 MG/ML SOL OR CT FR VD AMB X 30 ML + SER PLAS DOS ; CT6
267712; OMEPRAZOL; OMEPRAZOL; 20 MG FRASCO-AMPOLA; NO_ACR;514601502118416; OMEPRAZOLEX; NOT FOUND; 20 MG CAP GEL DURA CT FR PLAS OPC X 14; NO_ACR
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG COMPRIMIDO; NO_ACR;537114080011806; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 2500 (EMB FRAC) ; M1L
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;526125003132112; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; GM2
267523; CLOMIPRAMINA; CLOMIPRAMINA; 10 MG DRÁGEA; NO_ACR;531626401110418; CLO; NOT FOUND; 10 MG COM REV CT BL AL PLAS INC X 20; EMS
272835; RIBAVIRINA; RIBAVIRINA; 250 MG COMPRIMIDO; NO_ACR;504403501118411; RIBAVIRIN; NOT FOUND; 250 MG CAP GEL DURA CT FR PLAS OPC X 20; BU_
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;537100303138110; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; M1L
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;508302909130113; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR PLAST OPC GOT X 10 ML (EMB HOSP); FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;520709501133122; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CX 50 FR PLAS OPC GOT X 10 ML (EMB HOSP); TTB
286816; DIPIRONA SODICA; NOT FOUND; 1000 MG. SUPOSITORIO ADULTO SUPOSITÓRIO; NO_ACR;528513110124206; DIPIRONA SODICA; NOT FOUND; 1000 MG COM CT BL AL PLAS TRANS X 4; PZ8
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;520202501139113; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; L4S
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;504612120015116; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; BF8
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;538100102114112; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 500 (EMB HOSP); B0B
267713; OMEPRAZOL; OMEPRAZOL; 40 MG FRASCO-AMPOLA; NO_ACR;514601503114414; OMEPRAZOLEX; NOT FOUND; 40 MG CAP GEL DURA CT FR PLAS OPC X 7; NO_ACR
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG COMPRIMIDO; NO_ACR;538100102114112; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 500 (EMB HOSP); B0B
267292; IMIPRAMINA; IMIPRAMINA; CLORIDRATO. 25 MG CÁPSULA; NO_ACR;506707301115411; IMIPRA; NOT FOUND; 25 MG COM REV CX BL AL PLAS INC X 200 (EMB HOSP); CT6
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;508302910139110; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR PLAST OPC GOT X 20 ML (EMB HOSP); FM_
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;537100307133113; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 96 FR PLAS OPC GOT X 10 ML (EMB HOSP); M1L
271746; BACLOFENO; BACLOFENO; 10 MG COMPRIMIDO; NO_ACR;520702701110412; BACLOFEN; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 20; TTB
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;525307103134116; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NQA
268236; CLORETO SODIO; NOT FOUND; 0.9%_ SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 10.00 ML; NO_ACR;539013100003803; CLORETO SODIO; NOT FOUND; 0.9% SOL INJ  CX 50 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
313689; FOSFATO POTASSIO; NOT FOUND; MONOBASICO E DIBASICO. 2 MEQ/ML. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR;540600301150413; FOSFATO POTASSIO; NOT FOUND; 2 MEQ/ML SOL INJ IV CX 50 AMP VD INC X 10 ML; CV_
267647; DIGOXINA; DIGOXINA; 0.25 MG COMPRIMIDO; NO_ACR;527901502115417; DIGOX; NOT FOUND; 0.25 MG COM CX BL AL PLAS AMB X 500; P7B
268236; CLORETO SODIO; NOT FOUND; 0.9%_ SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR;511201001151419; CLORETO SODIO; NOT FOUND; AMP 10ML 0.9%; H_I
272041; CLOMIPRAMINA; CLOMIPRAMINA; 75 MG. LIBERACAO LENTA COMPRIMIDO; NO_ACR;531626402117416; CLO; NOT FOUND; 75 MG COM ABS RET CT BL AL PLAS INC X 20; EMS
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG COMPRIMIDO; NO_ACR;528502509114112; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 480 (EMB FRAC); PZ8
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;538100103110110; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); B0B
273703; NAPROXENO; NAPROXENO; 500 MG COMPRIMIDO; NO_ACR;520715102113416; NAPROX; NOT FOUND; 500 MG COM CT BL AL PLAS LARANJA X 20; TTB
282882; ROSUVASTATINA; ROSUVASTATINA; CALCICA. 20 MG COMPRIMIDO; NO_ACR;507745902110412; ROSUVAST; NOT FOUND; 20 MG COM REV CT BL AL/AL X 30; EMS
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;505209701131111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML ; NO_ACR
272839; RISPERIDONA; RISPERIDONA; 1 MG COMPRIMIDO; NO_ACR;506713408112414; RISPERIDON; NOT FOUND; 1 MG COM REV CT BL AL PLAS INC X 30; CT6
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;525307102138118; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; NQA
267206; DIPIRONA SODICA; NOT FOUND; 50 MG/ML. SOLUCAO ORAL FRASCO 100.00 ML; NO_ACR;525005401132124; DIPIRONA SODICA; NOT FOUND; 50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED X 1; MD7
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;520713010087106; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ; TTB
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;502814702110116; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB MULT); S_A
267518; ATENOLOL; ATENOLOL; 100 MG COMPRIMIDO; NO_ACR;502300501119319; ATENOL; NOT FOUND; 100 MG COM CT BL PLAS INC X 28; AZN
419608; TIAMINA; TIAMINA; 100 MG. FORMULACAO ESPECIALMENTE MANIPULADA COMPRIMIDO; NO_ACR;519030201139417; TIAMIN; NOT FOUND; SOL OR CT FR VD AMB X 100 ML; N_Q
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;528502502111126; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS TRANS X 500 (EMB MULT); PZ8
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;520709502131123; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CX 50 FR PLAS OPC GOT X 20 ML (EMB HOSP); TTB
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;526125003132112; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; GM2
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG COMPRIMIDO; NO_ACR;511516201112112; ALENDRONATO SODIO; NOT FOUND; 70 MG COM REV CT BL AL/AL X 8; SDZ
268005; TRAVOPROSTA; TRAVOPROSTA; 0.04 MG/ML. SOLUCAO OFTALMICA FRASCO 2.50 ML; NO_ACR;541812070002803; TRAVOP; NOT FOUND; 0.04 MG/ML SOL OFT CT FR PLAS OPC GOT X 2.5 ML; EMS
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;532300601131128; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR GOT PLAS OPC X 10 ML; NO_ACR
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG COMPRIMIDO; NO_ACR;520714060091306; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT BL AL PVC TRANS X 4; TTB
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;537100312110118; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 10 (EMB FRAC); M1L
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG COMPRIMIDO; NO_ACR;506902902114111; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT BL AL PLAS INC X 4; ATV
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;537100306137115; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 48 FR PLAS OPC GOT X 20 ML (EMB HOSP); M1L
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;532312100005506; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 242 FR PLAS OPC GOT X 20 ML (EMB HOSP); NO_ACR
