73800, ACICLOVIR, ACICLOVIR, CPR 200 MG x 25, BF8,504612001118112, ACICLOVIR, ACICLOVIR, 200 MG COM CT BL AL PLAS INC X 10, BF8
62757, MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, CPR 2 MG x 20, BF8,504601501130116, MALEATO DEXCLORFENIRAMINA, MALEATO DEXCLORFENIRAMINA, 0.40MG/ML XPE CT FR VD AMB X 120ML + DOSADOR, BF8
62759, MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAR. 2 MG 120 ML x 1 (/5ML), BF8,504601502110119, MALEATO DEXCLORFENIRAMINA, MALEATO DEXCLORFENIRAMINA, 2 MG COM CT BL AL PLAS INC X 20, BF8
62759, MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAR. 2 MG 120 ML x 1 (/5ML), BF8,504601502110119, MALEATO DEXCLORFENIRAMINA, MALEATO DEXCLORFENIRAMINA, 2MG COM CT BL AL PLAS INC X 20, BF8
62759, MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAR. 2 MG 120 ML x 1 (/5ML), BF8,504611301134115, MALEATO DEXCLORFENIRAMINA BETAMETASONA, NOT FOUND, 0.4 MG/ML + 0.05 MG/ML XPE CT FR PLAS AMB X 120 ML + CP DOS, BF8
62759, MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAR. 2 MG 120 ML x 1 (/5ML), BF8,504601501130116, MALEATO DEXCLORFENIRAMINA, MALEATO DEXCLORFENIRAMINA, 0.40MG/ML XPE CT FR VD AMB X 120ML + DOSADOR, BF8
69183, MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, BF8,504611301134115, MALEATO DEXCLORFENIRAMINA BETAMETASONA, NOT FOUND, 0.4 MG/ML + 0.05 MG/ML XPE CT FR PLAS AMB X 120 ML + CP DOS, BF8
64430, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, BF8,504601702111119, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 20 MG COM CT STR AL X 30, BF8
64430, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, BF8,504601701113118, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 10 MG COM CT STR AL X 30, BF8
64430, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, BF8,504601703116114, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 5 MG COM CT STR AL X 30, BF8
64432, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, BF8,504601702111119, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 20 MG COM CT STR AL X 30, BF8
64432, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, BF8,504601701113118, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 10 MG COM CT STR AL X 30, BF8
64432, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, BF8,504601703116114, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 5 MG COM CT STR AL X 30, BF8
71279, NIMESULIDA, NIMESULIDA, GOTAS 50 MG 15 ML x 1 (/ML), BF8,504611202136111, NIMESULIDA, NIMESULIDA, 50MG/ML SUS OR CT FR PLAS TRANS GOT X 15 ML, BF8
71279, NIMESULIDA, NIMESULIDA, GOTAS 50 MG 15 ML x 1 (/ML), BF8,504611201113116, NIMESULIDA, NIMESULIDA, 100 MG COM CT BL AL PLAS INC X 12, BF8
63616, NORFLOXACINO, NORFLOXACINO, CPR REVEST 400 MG x 14, BF8,504601801118111, NORFLOXACINO, NORFLOXACINO, 400 MG COM REV CT BL AL PLAS INC X 14, BF8
63616, NORFLOXACINO, NORFLOXACINO, CPR REVEST 400 MG x 14, BF8,504601802114111, NORFLOXACINO, NORFLOXACINO, 400 MG COM REV CT BL AL PLAS INC X 6, BF8
63615, NORFLOXACINO, NORFLOXACINO, CPR REVEST 400 MG x 6, BF8,504601801118111, NORFLOXACINO, NORFLOXACINO, 400 MG COM REV CT BL AL PLAS INC X 14, BF8
63615, NORFLOXACINO, NORFLOXACINO, CPR REVEST 400 MG x 6, BF8,504601802114111, NORFLOXACINO, NORFLOXACINO, 400 MG COM REV CT BL AL PLAS INC X 6, BF8
62752, PREDNISONA, PREDNISONA, CPR 20 MG x 10, BF8,504601901112115, PREDNISONA, PREDNISONA, 20MG COM CT BL AL PLAS INC X 10, BF8
62752, PREDNISONA, PREDNISONA, CPR 20 MG x 10, BF8,504601902119113, PREDNISONA, PREDNISONA, 5MG COM CT BL AL PLAS INC X 20, BF8
62750, PREDNISONA, PREDNISONA, CPR 5 MG x 20, BF8,504601901112115, PREDNISONA, PREDNISONA, 20MG COM CT BL AL PLAS INC X 10, BF8
62750, PREDNISONA, PREDNISONA, CPR 5 MG x 20, BF8,504601902119113, PREDNISONA, PREDNISONA, 5MG COM CT BL AL PLAS INC X 20, BF8
65441, RAMIPRIL, RAMIPRIL, CPR REVEST 2.50 MG x 30, BF8,504610802113112, RAMIPRIL, RAMIPRIL, 2.5MG COM CT 2 STR X 15, BF8
65441, RAMIPRIL, RAMIPRIL, CPR REVEST 2.50 MG x 30, BF8,504610802113112, RAMIPRIL, RAMIPRIL, 2.5 MG COM REV CT 2 STR AL / AL X 15 , BF8
65441, RAMIPRIL, RAMIPRIL, CPR REVEST 2.50 MG x 30, BF8,504610801117114, RAMIPRIL, RAMIPRIL, 5 MG COM REV CT 2 STR AL / AL X 15 , BF8
65442, RAMIPRIL, RAMIPRIL, CPR REVEST 5 MG x 30, BF8,504610802113112, RAMIPRIL, RAMIPRIL, 2.5MG COM CT 2 STR X 15, BF8
65442, RAMIPRIL, RAMIPRIL, CPR REVEST 5 MG x 30, BF8,504610802113112, RAMIPRIL, RAMIPRIL, 2.5 MG COM REV CT 2 STR AL / AL X 15 , BF8
65442, RAMIPRIL, RAMIPRIL, CPR REVEST 5 MG x 30, BF8,504610801117114, RAMIPRIL, RAMIPRIL, 5 MG COM REV CT 2 STR AL / AL X 15 , BF8
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, BF8,504602003118112, SINVASTATINA, SINVASTATINA, 20 MG COM REV CT BL AL PLAS INC X 30   , BF8
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, BF8,504602006117117, SINVASTATINA, SINVASTATINA, 80MG COM REV CT 1 BL AL PLAS INC X 10, BF8
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, BF8,504602004114110, SINVASTATINA, SINVASTATINA, 40MG COM REV CT 1 BL AL PLAS INC X 10, BF8
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, BF8,504602005110119, SINVASTATINA, SINVASTATINA, 5MG COM REV CT 3BL AL PLAS INC X 10, BF8
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, BF8,504602001115116, SINVASTATINA, SINVASTATINA, 10MG COM REV CT 1BL AL PLAS INC X 10, BF8
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, BF8,504602002111114, SINVASTATINA, SINVASTATINA, 10MG COM REV CT 3BL AL PLAS INC X 10, BF8
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, BF8,504602004114110, SINVASTATINA, SINVASTATINA, 40 MG COM REV CT 1 BL AL PLAS INC X 10, BF8
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, BF8,504602005110119, SINVASTATINA, SINVASTATINA, 5 MG COM REV CT BL AL PLAS INC X 30 , BF8
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, BF8,504602006117117, SINVASTATINA, SINVASTATINA, 80 MG COM REV CT 1 BL AL PLAS INC X 10, BF8
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, BF8,504602003118112, SINVASTATINA, SINVASTATINA, 20MG COM REV CT 3 BL AL PLAS INC X 10, BF8
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, BF8,504602002111114, SINVASTATINA, SINVASTATINA, 10 MG COM REV CT BL AL PLAS INC X 30  , BF8
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, BF8,504602001115116, SINVASTATINA, SINVASTATINA, 10 MG COM REV CT 1BL AL PLAS INC X 10, BF8
62762, V BE SU G TO CL, NOT FOUND, POM. 20 G x 1, BF8,504602101160113, VALERATO BETAMETASONA SULFATO GENTAMICINA TOLNAFTATO CLIOQUINOL, NOT FOUND, 0.5 MG/G + 1 MG/G + 10 MG/G +10 MG/G CREM CT BG AL X 20 G, BF8
62762, V BE SU G TO CL, NOT FOUND, POM. 20 G x 1, BF8,504602102167111, VALERATO BETAMETASONA SULFATO GENTAMICINA TOLNAFTATO CLIOQUINOL, NOT FOUND, 0.5 MG/G + 1 MG/G + 10 MG/G +10 MG/G POM CT BG AL X 20 G, BF8
71534, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 100 MG 5 G x 10, E3S,507726208115115, ACETILCISTEINA, ACETILCISTEINA, 200 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), E3S
71534, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 100 MG 5 G x 10, E3S,507726206112119, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 16 ENV AL POLIET X 5 G, E3S
71534, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 100 MG 5 G x 10, E3S,507726209111113, ACETILCISTEINA, ACETILCISTEINA, 600 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), E3S
71534, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 100 MG 5 G x 10, E3S,507726202176112, ACETILCISTEINA, ACETILCISTEINA, 200MG GRAN CT 16 ENV AL POLIET X 5G, E3S
71534, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 100 MG 5 G x 10, E3S,507726207119117, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), E3S
71534, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 100 MG 5 G x 10, E3S,507726201031129, ACETILCISTEINA, ACETILCISTEINA, XPE FR X 100ML, E3S
71534, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 100 MG 5 G x 10, E3S,507726204136118, ACETILCISTEINA, ACETILCISTEINA, 20 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, E3S
71534, ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 100 MG 5 G x 10, E3S,507726205132116, ACETILCISTEINA, ACETILCISTEINA, 40 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, E3S
69727, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 20, E3S,507727807111115, ALPRAZOLAM, ALPRAZOLAM, 2 MG COM CT BL AL PLAS INC X 20, E3S
69727, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 20, E3S,507727804110118, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS INC X 30, E3S
69727, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 20, E3S,507727803114111, ALPRAZOLAM, ALPRAZOLAM, 1MG 2 BLT C/ 10 COMP, E3S
69727, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 20, E3S,507727803114111, ALPRAZOLAM, ALPRAZOLAM, 1 MG 2 BLT C/ 10 COMP, E3S
69727, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 20, E3S,507727801111113, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG 2 BLT C/ 10 COMP, E3S
69727, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 20, E3S,507727801111113, ALPRAZOLAM, ALPRAZOLAM, 0.25MG 2 BLT C/ 10 COMP, E3S
69727, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 20, E3S,507727802118111, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG 2 BLT C/ 10 COMP, E3S
69727, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 20, E3S,507727806113114, ALPRAZOLAM, ALPRAZOLAM, 1 MG COM CT BL AL PLAS INC X 30, E3S
69727, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 20, E3S,507727805117116, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG COM CT BL AL PLAS INC X 30, E3S
69727, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 20, E3S,507727802118111, ALPRAZOLAM, ALPRAZOLAM, 0.5MG 2 BLT C/ 10 COMP, E3S
69727, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 20, E3S,507727808116110, ALPRAZOLAM, ALPRAZOLAM, 2 MG COM CT BL AL PLAS INC X 30, E3S
60833, AMOX EMS, NOT FOUND, SUSP 500 MG 150 ML x 1 (/5ML), E3S,507701701111411, AMOX, NOT FOUND, EMS - 500MG 1 BL X 21 CAPS, E3S
60833, AMOX EMS, NOT FOUND, SUSP 500 MG 150 ML x 1 (/5ML), E3S,507701701111411, AMOX, NOT FOUND, EMS - 500 MG 1 BL X 21 CAPS, E3S
60833, AMOX EMS, NOT FOUND, SUSP 500 MG 150 ML x 1 (/5ML), E3S,507701702132410, AMOX, NOT FOUND, EMS - SUSP PO 250MG/5ML FR 150ML, E3S
69729, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, E3S,507727807111115, ALPRAZOLAM, ALPRAZOLAM, 2 MG COM CT BL AL PLAS INC X 20, E3S
69729, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, E3S,507727804110118, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS INC X 30, E3S
69729, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, E3S,507727803114111, ALPRAZOLAM, ALPRAZOLAM, 1MG 2 BLT C/ 10 COMP, E3S
69729, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, E3S,507727803114111, ALPRAZOLAM, ALPRAZOLAM, 1 MG 2 BLT C/ 10 COMP, E3S
69729, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, E3S,507727801111113, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG 2 BLT C/ 10 COMP, E3S
69729, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, E3S,507727801111113, ALPRAZOLAM, ALPRAZOLAM, 0.25MG 2 BLT C/ 10 COMP, E3S
69729, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, E3S,507727802118111, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG 2 BLT C/ 10 COMP, E3S
69729, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, E3S,507727806113114, ALPRAZOLAM, ALPRAZOLAM, 1 MG COM CT BL AL PLAS INC X 30, E3S
69729, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, E3S,507727805117116, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG COM CT BL AL PLAS INC X 30, E3S
69729, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, E3S,507727802118111, ALPRAZOLAM, ALPRAZOLAM, 0.5MG 2 BLT C/ 10 COMP, E3S
69729, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, E3S,507727808116110, ALPRAZOLAM, ALPRAZOLAM, 2 MG COM CT BL AL PLAS INC X 30, E3S
61428, AZITROMICINA, AZITROMICINA, PO P/SUSP 600 MG 15 ML x 1, E3S,507703304134118, AZITROMICINA, AZITROMICINA, SUSP ORAL 900MG PO+DIL, E3S
61428, AZITROMICINA, AZITROMICINA, PO P/SUSP 600 MG 15 ML x 1, E3S,507703302115116, AZITROMICINA, AZITROMICINA, 500 MG 1 BL X 3 COMP, E3S
61428, AZITROMICINA, AZITROMICINA, PO P/SUSP 600 MG 15 ML x 1, E3S,507703305114110, AZITROMICINA, AZITROMICINA, 1000 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC), E3S
61428, AZITROMICINA, AZITROMICINA, PO P/SUSP 600 MG 15 ML x 1, E3S,507703301119118, AZITROMICINA, AZITROMICINA, 500MG 1 BL X 2 COMP, E3S
61428, AZITROMICINA, AZITROMICINA, PO P/SUSP 600 MG 15 ML x 1, E3S,507703306110119, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC), E3S
61428, AZITROMICINA, AZITROMICINA, PO P/SUSP 600 MG 15 ML x 1, E3S,507703301119118, AZITROMICINA, AZITROMICINA, 500 MG 1 BL X 2 COMP, E3S
61428, AZITROMICINA, AZITROMICINA, PO P/SUSP 600 MG 15 ML x 1, E3S,507703303138111, AZITROMICINA, AZITROMICINA, SUSP ORAL 600MG PO+DIL, E3S
61428, AZITROMICINA, AZITROMICINA, PO P/SUSP 600 MG 15 ML x 1, E3S,507734201116117, AZITROMICINA DIIDRATADA, NOT FOUND, 1000 MG COM REV CT BL AL PLAS LEIT X 1, E3S
61428, AZITROMICINA, AZITROMICINA, PO P/SUSP 600 MG 15 ML x 1, E3S,507703302115116, AZITROMICINA, AZITROMICINA, 500MG 1 BL X 3 COMP, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507703009116112, ATENOLOL, ATENOLOL, 100 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507703004114111, ATENOLOL, ATENOLOL, 25 MG 2 BL X 15 COMP, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507702902119114, ATENOLOL CLORTALIDONA, NOT FOUND, 50/12.5 MG 2 BL X 15LG, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507703006117118, ATENOLOL, ATENOLOL, 50MG 2 BL X 15 COMP, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507703008111117, ATENOLOL, ATENOLOL, 50 MG COM CT BL AL PLAS INC X 60, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507703002111115, ATENOLOL, ATENOLOL, 100MG 3 BL X 10 COMP, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507702904111110, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507703011110118, ATENOLOL, ATENOLOL, 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507703007113116, ATENOLOL, ATENOLOL, 100 MG COM CT BL AL PLAS INC X 60, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507703002111115, ATENOLOL, ATENOLOL, 100 MG 3 BL X 10 COMP, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507703003118113, ATENOLOL, ATENOLOL, 25MG 4 BL X 15 COMP, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507703006117118, ATENOLOL, ATENOLOL, 50 MG 2 BL X 15 COMP, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507703004114111, ATENOLOL, ATENOLOL, 25MG 2 BL X 15 COMP, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507703010114111, ATENOLOL, ATENOLOL, 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507703003118113, ATENOLOL, ATENOLOL, 25 MG 4 BL X 15 COMP, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507702901112116, ATENOLOL CLORTALIDONA, NOT FOUND, 100/25 MG 2 BL X 15, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507702902119114, ATENOLOL CLORTALIDONA, NOT FOUND, 50/12.5MG 2 BL X 15LG, E3S
57010, ATENOLOL, ATENOLOL, CPR 50 MG x 28, E3S,507702903115112, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
78196, ANTIVIRAX, NOT FOUND, CPR 200 MG x 25, E3S,507702503151413, ANTIVIRAX, NOT FOUND, 250 MG PO LIOF CT 5 FA VD INC, E3S
78196, ANTIVIRAX, NOT FOUND, CPR 200 MG x 25, E3S,507702502161415, ANTIVIRAX, NOT FOUND, 50 MG/G CREM CT BG AL X 10 G, E3S
78196, ANTIVIRAX, NOT FOUND, CPR 200 MG x 25, E3S,507702501114413, ANTIVIRAX, NOT FOUND, 200MG 3 BL X 10 COMP, E3S
78196, ANTIVIRAX, NOT FOUND, CPR 200 MG x 25, E3S,507702501114413, ANTIVIRAX, NOT FOUND, 200 MG 3 BL X 10 COMP, E3S
78196, ANTIVIRAX, NOT FOUND, CPR 200 MG x 25, E3S,507702503151413, ANTIVIRAX, NOT FOUND, INJ CX C/ 5 FR.AMP, E3S
78196, ANTIVIRAX, NOT FOUND, CPR 200 MG x 25, E3S,507702502161415, ANTIVIRAX, NOT FOUND, CR BISN C/ 10 G, E3S
59430, ACETOFLUX, NOT FOUND, CPR 10 MG x 5, E3S,507700301118419, ACETOFLUX, NOT FOUND, 10MG 1 BL X 5 COMP, E3S
59430, ACETOFLUX, NOT FOUND, CPR 10 MG x 5, E3S,507700301118419, ACETOFLUX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 5 , E3S
59430, ACETOFLUX, NOT FOUND, CPR 10 MG x 5, E3S,507700302114417, ACETOFLUX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 14, E3S
77678, AC FUSI VAL BET, NOT FOUND, CREME DERM 15 G x 1, E3S,507743101161111, ACIDO FUSIDICO VALERATO BETAMETASONA, NOT FOUND, 20 MG/G + 1 MG/G CREM DERM CT BG AL X 15 G, E3S
56679, AZI, NOT FOUND, SUSP 900 MG 22.5 ML x 1, E3S,507703304134118, AZITROMICINA, AZITROMICINA, SUSP ORAL 900MG PO+DIL, E3S
56679, AZI, NOT FOUND, SUSP 900 MG 22.5 ML x 1, E3S,507703302115116, AZITROMICINA, AZITROMICINA, 500 MG 1 BL X 3 COMP, E3S
56679, AZI, NOT FOUND, SUSP 900 MG 22.5 ML x 1, E3S,507703305114110, AZITROMICINA, AZITROMICINA, 1000 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC), E3S
56679, AZI, NOT FOUND, SUSP 900 MG 22.5 ML x 1, E3S,507703301119118, AZITROMICINA, AZITROMICINA, 500MG 1 BL X 2 COMP, E3S
56679, AZI, NOT FOUND, SUSP 900 MG 22.5 ML x 1, E3S,507703306110119, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC), E3S
56679, AZI, NOT FOUND, SUSP 900 MG 22.5 ML x 1, E3S,507703201114416, AZITROGRAN, NOT FOUND, 500 MG 1 BL X 3 COMP, E3S
56679, AZI, NOT FOUND, SUSP 900 MG 22.5 ML x 1, E3S,507703301119118, AZITROMICINA, AZITROMICINA, 500 MG 1 BL X 2 COMP, E3S
56679, AZI, NOT FOUND, SUSP 900 MG 22.5 ML x 1, E3S,507703303138111, AZITROMICINA, AZITROMICINA, SUSP ORAL 600MG PO+DIL, E3S
56679, AZI, NOT FOUND, SUSP 900 MG 22.5 ML x 1, E3S,507734201116117, AZITROMICINA DIIDRATADA, NOT FOUND, 1000 MG COM REV CT BL AL PLAS LEIT X 1, E3S
56679, AZI, NOT FOUND, SUSP 900 MG 22.5 ML x 1, E3S,507703302115116, AZITROMICINA, AZITROMICINA, 500MG 1 BL X 3 COMP, E3S
56679, AZI, NOT FOUND, SUSP 900 MG 22.5 ML x 1, E3S,507703201114416, AZITROGRAN, NOT FOUND, 500MG 1 BL X 3 COMP, E3S
56089, AMPICILINA, AMPICILINA, CPR 500 MG x 24, E3S,507701907133117, AMPICILINA, AMPICILINA, SUSP 7.5 G FR PO 150ML, E3S
56089, AMPICILINA, AMPICILINA, CPR 500 MG x 24, E3S,507701902115110, AMPICILINA, AMPICILINA, 500 MG 1 BL X 6 COMP, E3S
56089, AMPICILINA, AMPICILINA, CPR 500 MG x 24, E3S,507701901119112, AMPICILINA, AMPICILINA, 500 MG 1 BL X 12 COMP, E3S
56089, AMPICILINA, AMPICILINA, CPR 500 MG x 24, E3S,507701909111110, AMPICILINA, AMPICILINA, 500 MG X 24 COMP, E3S
56089, AMPICILINA, AMPICILINA, CPR 500 MG x 24, E3S,507701906137119, AMPICILINA, AMPICILINA, SUSP 3.0 G FR PO 60ML, E3S
56089, AMPICILINA, AMPICILINA, CPR 500 MG x 24, E3S,507701901119112, AMPICILINA, AMPICILINA, 500MG 1 BL X 12 COMP, E3S
56089, AMPICILINA, AMPICILINA, CPR 500 MG x 24, E3S,507701908113111, AMPICILINA, AMPICILINA, 500 MG X 48 COMP (EMB FRAC), E3S
56089, AMPICILINA, AMPICILINA, CPR 500 MG x 24, E3S,507701902115110, AMPICILINA, AMPICILINA, 500MG 1 BL X 6 COMP, E3S
56089, AMPICILINA, AMPICILINA, CPR 500 MG x 24, E3S,507701908113111, AMPICILINA, AMPICILINA, 500 MG COM CT BL AL PLAS INC X 48 (EMB FRAC), E3S
70263, ACETOFLUX, NOT FOUND, CPR 10 MG x 14, E3S,507700301118419, ACETOFLUX, NOT FOUND, 10MG 1 BL X 5 COMP, E3S
70263, ACETOFLUX, NOT FOUND, CPR 10 MG x 14, E3S,507700301118419, ACETOFLUX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 5 , E3S
70263, ACETOFLUX, NOT FOUND, CPR 10 MG x 14, E3S,507700302114417, ACETOFLUX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 14, E3S
85770, ALKAGEL, NOT FOUND, SUSP MENTA 240 ML x 1, E3S,507701001134417, ALKAGEL, NOT FOUND, SUSP FR X 240ML, E3S
53203, ANTIVIRAX, NOT FOUND, CPR 200 MG x 30, E3S,507702503151413, ANTIVIRAX, NOT FOUND, 250 MG PO LIOF CT 5 FA VD INC, E3S
53203, ANTIVIRAX, NOT FOUND, CPR 200 MG x 30, E3S,507702502161415, ANTIVIRAX, NOT FOUND, 50 MG/G CREM CT BG AL X 10 G, E3S
53203, ANTIVIRAX, NOT FOUND, CPR 200 MG x 30, E3S,507702501114413, ANTIVIRAX, NOT FOUND, 200MG 3 BL X 10 COMP, E3S
53203, ANTIVIRAX, NOT FOUND, CPR 200 MG x 30, E3S,507702501114413, ANTIVIRAX, NOT FOUND, 200 MG 3 BL X 10 COMP, E3S
53203, ANTIVIRAX, NOT FOUND, CPR 200 MG x 30, E3S,507702503151413, ANTIVIRAX, NOT FOUND, INJ CX C/ 5 FR.AMP, E3S
53203, ANTIVIRAX, NOT FOUND, CPR 200 MG x 30, E3S,507702502161415, ANTIVIRAX, NOT FOUND, CR BISN C/ 10 G, E3S
69645, ATENOLOL, ATENOLOL, CPR 50 MG x 60, E3S,507703009116112, ATENOLOL, ATENOLOL, 100 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
69645, ATENOLOL, ATENOLOL, CPR 50 MG x 60, E3S,507703004114111, ATENOLOL, ATENOLOL, 25 MG 2 BL X 15 COMP, E3S
69645, ATENOLOL, ATENOLOL, CPR 50 MG x 60, E3S,507702902119114, ATENOLOL CLORTALIDONA, NOT FOUND, 50/12.5 MG 2 BL X 15LG, E3S
69645, ATENOLOL, ATENOLOL, CPR 50 MG x 60, E3S,507703006117118, ATENOLOL, ATENOLOL, 50MG 2 BL X 15 COMP, E3S
