135042; ELIQUIS; NOT FOUND; CPR REVEST 5 MG x 20; BMS;505113090020002; ELIQUIS; NOT FOUND; 5.0 MG COM REV CT BL AL PLAS INC X 20 ; BMS
66717; DIN ISOSSORBIDA; NOT FOUND; CPR 10 MG x 30; GM2;526104001114114; DINITRATO ISOSSORBIDA; DINITRATO ISOSSORBIDA; 10 MG COM CT BL AL PLAS INC X 30; GM2
57682; BETA LONG; NOT FOUND; AMP. RETARD 3 MG 1 ML x 1; U_Q;533001001157414; BETA LONG; NOT FOUND; 3MG + 3MG/ML  SUS INJ CT  AMP  VD AMB  X 1 ML; U_Q
64112; RAMIPRIL; RAMIPRIL; CPR 2.50 MG x 30; SDZ;511514201115115; RAMIPRIL; RAMIPRIL; 2.5 MG COM CT STR AL/AL X 30; SDZ
60161; DELTAREN; NOT FOUND; DRAG 50 MG x 20; DLT;514001503113411; DELTAREN; NOT FOUND; 50 MG DRG CT BL AL PLAS INC X 20; DLT
68462; LEVOXIN; NOT FOUND; CPR REVEST 500 MG x 14; APS;501601306112418; LEVOXIN; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 14; APS
75283; CETOCONAZOL; CETOCONAZOL; CPR 200 MG x 10; BF8;504612801114111; CETOCONAZOL; CETOCONAZOL; 200 MG COM CT BL AL PLAS INC X 10; BF8
667; ANDRIODERMOL; NOT FOUND; LIQD 50 ML x 1; U_Q;533000401178410; ANDRIODERMOL; NOT FOUND; PO TOP CT TB X 50 G; U_Q
55490; REVECTINA; NOT FOUND; CPR 6 MG x 2; ABT;500214100032917; REVECTINA; NOT FOUND; 6 MG COM CT BL AL PVDC INC X 2 ; ABT
73417; CLOR TRAMADOL; CLORIDRATO TRAMADOL; AMP. 50 MG 1 ML x 60 (/ML); TTB;520728103156110; CLORIDRATO TRAMADOL; CLORIDRATO TRAMADOL; 50 MG/ML SOL INJ CT 60 AMP VD AMB X 1 ML (EMB HOSP); TTB
110401; KAMRHO DIM; NOT FOUND; F AMP . 300 Y 2 ML x 1; PA0;527600301153411; KAMRHO D; NOT FOUND; 300 MCG SOL INJ CT FA VD INC X 2 ML; PA0
65322; AMELOVAS; NOT FOUND; CPR 5 MG x 20; L3B;522822704113414; AMELOVAS; NOT FOUND; 5 MG COM CT 2 BL AL PLAS INC X 10; L3B
58817; BROMAZEPAM; BROMAZEPAM; CPR 3 MG x 20; MD7;525001401111116; BROMAZEPAM; BROMAZEPAM; 3 MG COM CT BL AL PLAS INC X 20; MD7
65658; IFOSFAMIDA; IFOSFAMIDA; F.AMP IV 1 G x 10; EUF;508008501154113; IFOSFAMIDA; IFOSFAMIDA; 1 G PO P/ PRE EXT INJ CT 10 FA VD INC ; EUF
83482; PRADAXA; NOT FOUND; CAPS 150 MG x 60; B_I;504505108113313; PRADAXA; NOT FOUND; 150 MG CAP DURA CT BL AL/AL X 60; B_I
44604; LADOGAL; NOT FOUND; CAPS 200 MG x 30; S_A;502819001110315; LADOGAL; NOT FOUND; 200 MG CAP GEL DURA CT BL AL PLAS INC X 30; S_A
72988; CLONAZEPAM; CLONAZEPAM; CPR 0.50 MG x 30; MD7;525065704115114; CLONAZEPAM; CLONAZEPAM; 0.5 MG COM CT BL AL PLAS INC X 30; MD7
67964; MELOXICAM; MELOXICAM; CPR 7.50 MG x 10; ZYD;536200602112114; MELOXICAM; MELOXICAM; 7.5 MG COM CT BL AL PLAS OPC X 10  ; ZYD
72679; ALFAEPOETINA HU RE; NOT FOUND; F.AMP 4000 IU 1 ML x 1; BU_;504412429157419; ALFAEPOETINA HUMANA RECOMBINANTE; NOT FOUND; 4000 UI PO LIOF INJ CX 1 FA VD INC + DIL X 1 ML; BU_
70406; LEVOFLOXACINO; LEVOFLOXACINO; CPR 500 MG x 7; LG6;538819402116418; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG COM REV CT BL AL PLAS OPC X 7; LG6
49011; ANGIL; NOT FOUND; CPR LING 5 MG x 20; SNV;530800702119418; ANGIL; NOT FOUND; 5MG COM SUB LINGUAL CT BL AL PLAS INC X 20; SNV
32619; INDERAL; NOT FOUND; CPR 80 MG x 20; AZN;502302003116314; INDERAL; NOT FOUND; 80 MG COM CT STR AL/AL X 20 ; AZN
66779; PENTOXIFILINA; PENTOXIFILINA; CPR REVEST 400 MG x 20; GM2;526113401111111; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV CT BL AL PLAS INC X 20; GM2
49749; CARDIODOPA; NOT FOUND; CPR REVEST 500 MG x 30; ROY;530201402118416; CARDIODOPA; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 30; ROY
64977; TITENIL; NOT FOUND; CPR 20 MG x 10; GOB;510402901117417; TITENIL; NOT FOUND; 20 MG COM REV CT 01 BL AL PLAS INC X 10 ; GOB
76544; AFINITOR; NOT FOUND; CPR 5 MG x 30; NVR;526530901116312; AFINITOR; NOT FOUND; 5 MG COM CT BL AL/AL X 30; NVR
53967; CETOMED; NOT FOUND; CPR 200 MG x 10; CM5;506401702112415; CETOMED; NOT FOUND; 200 MG COM CT BL AL PLAS INC X 10; CM5
68524; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; POM. OFTAL 3.50 MG 3.50 G x 1; GM2;526120901167119; CLORIDRATO CIPROFLOXACINO; NOT FOUND; 3.5MG/G POM OFT CT BG AL X 3.5G ; GM2
10315; THIABEN; NOT FOUND; CPR 500 MG x 6; UCI;532904201112410; THIABEN; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 6; UCI
79589; DOMPERIX; NOT FOUND; CPR 10 MG x 30; EUF;508029501110410; DOMPERIX; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 30; EUF
57907; QUINOFLOX; NOT FOUND; CPR REVEST 250 MG x 14; BS2;504104804119413; QUINOFLOX; NOT FOUND; 250 MG COM REV CT BL AL PLAS INC X 14; BS2
78141; RISPERDAL CONSTA; NOT FOUND; F.AMP DEL 25 MG 2 ML x 1; J_C;514507104155314; RISPERDAL CONSTA; NOT FOUND; 25 MG PO INJ IM CT FA VD INC + DIL SER VD INC X 2 ML + 2 AGU + 1 DISPOSITIVO ; J_C
77810; GLIBENCLAMIDA; GLIBENCLAMIDA; CPR 5 MG x 30; N_Q;519031101111111; GLIBENCLAMIDA; GLIBENCLAMIDA;  5 MG COM CT BL AL PLAS INC X 30; N_Q
63082; HIDROX ALUMINIO; NOT FOUND; SUSP 61.5 MG 240 ML x 1 (/ML); PZ8;528503403131119; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; 61.5 MG/ML SUS OR CT FR PLAS OPC X 240 ML; PZ8
70428; ANNITA; NOT FOUND; SUSP 20 MG 45 ML x 1 (/ML); FQM;509004401137317; ANNITA; NOT FOUND; 20 MG/ML PO SUSP OR CT FR VD AMB X 45 ML ; FQM
75947; LOSACORON; NOT FOUND; CPR REVEST 50 MG x 28; VAP;533504402119412; LOSACORON; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 28; VAP
71375; GABAPENTINA; GABAPENTINA; CAPS 400 MG x 30; GM2;526126602110114; GABAPENTINA; GABAPENTINA; 400 MG CAP GEL DURA CT BL AL PLAS LEIT X 30; GM2
140537; AVAL; NOT FOUND; CPR REVEST 80 MG x 30; SP0;542614020000204; AVAL; NOT FOUND; 80 MG COM REV CT BL AL PLAS AL AL X 30; SP0
4120; ETHAMOLIN; NOT FOUND; A.IV TOP. 50 MG 2 ML x 6 (/ML); FQM;509001701156312; ETHAMOLIN; NOT FOUND; 50 MG/ML SOL INJ CT 6 AMP VD INC X 2 ML; FQM
71366; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 20 MG x 28; MD7;525067206112111; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP GEL DURA CT BL AL PLAS INC X 28; MD7
67125; AMLODIL; NOT FOUND; CPR 10 MG x 20; VAP;533500501112413; AMLODIL; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 20; VAP
69422; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); GM2;526123701169112; ACICLOVIR; ACICLOVIR; 50 MG/G CREM DERM CT BG AL X 10 G; GM2
71964; GEMCIT; NOT FOUND; F.IV INFUSAO 200 MG x 1; SDZ;511511202153415; GEMCIT; NOT FOUND; 200 MG PO LIOF INJ CT FA VD INC ; SDZ
54772; MENOGON; NOT FOUND; AMP. LIOF 75 IU 1 ML x 5; FER;521400501151417; MENOGON; NOT FOUND; 75 UI PO LIOF INJ CT 5 AMP VD INC + 5 AMP VD INC DIL X 1 ML; FER
75314; PRESSTOPRIL; NOT FOUND; CPR 25 MG x 30; MDQ;525104306111415; PRESSTOPRIL; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 30; MDQ
57255; DORMONID; NOT FOUND; CPR 15 MG x 30; ROC;529201403110316; DORMONID; NOT FOUND; 15 MG COM REV CT 3 BL AL PLAS INC X 10; ROC
79978; ONBRIZE; NOT FOUND; CAPS+INALAD. 150 Y x 30; NVR;526532301175217; ONBRIZE; NOT FOUND; 150 MCG CAP PO INAL CT BL AL/AL X 30 + 1 INALADOR; NVR
62667; ARTRITEC; NOT FOUND; CPR 15 MG x 10; P7B;527900101117410; ARTRITEC; NOT FOUND; 15 MG COM CT BL AL PLAS INC X 10; P7B
5593; INDERAL; NOT FOUND; CPR 10 MG x 24; AZN;502302001113318; INDERAL; NOT FOUND; 10 MG COM CT STR AL/AL X 24 ; AZN
93527; DICL PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; CPR 0.125 MG x 30; ATV;506912050024706; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.125 MG COM CT BL AL/AL X 30; ATV
50252; PARLODEL; NOT FOUND; CAPS SRO 2.50 MG x 28; NVR;526512504119317; PARLODEL; NOT FOUND; 2.5 MG COM CT  BL AL/AL X 28; NVR
65161; LIPOTEX; NOT FOUND; CPR REVEST 20 MG x 30; MD7;525065505112417; LIPOTEX; NOT FOUND; 20 MG COM REV CT BL AL PVC/PVDC INC X 30; MD7
30406; VOLTAREN; NOT FOUND; CPR 50 MG x 20; NVR;526516503117313; VOLTAREN; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 20 ; NVR
77131; FLAMATEC; NOT FOUND; CPR 15 MG x 10; U_Q;533025602118410; FLAMATEC; NOT FOUND; 15 MG COM CT FR VD AMB X 10; U_Q
48452; FARLUTAL; NOT FOUND; CPR 10 MG x 10; PFZ;522236201118418; FARLUTAL; NOT FOUND; 10.0 MG COM CT  BL AL PLAS INC X 10; PFZ
159348; NOTUSS TSS; NOT FOUND; XAR. PED 1.50 MG 60 ML x 1 (/ML); A4H;500513080051604; NOTUSS TSS; NOT FOUND; 1.5 MG/ML XPE CT FR PLAS AMB X 60 ML + SER DOS; A4H
74603; NORIPURUM; NOT FOUND; CPR MASC 100 MG x 30; TAK;501102209111417; NORIPURUM; NOT FOUND; 100 MG COM MAST CT BL AL/AL X 30; TAK
104614; BROM PINAVERIO; BROMETO PINAVERIO; CPR REV 50 MG x 20; TTB;520712120086106; BROMETO PINAVERIO; BROMETO PINAVERIO; 50 MG COM REV CT BL AL PLAS PVC TRANS X 20; TTB
64491; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 60; SDZ;511501105112117; CAPTOPRIL; CAPTOPRIL; 25 MG COM CT 6 BL AL PLAS INC X 10  ; SDZ
70149; ALGY FLANDERIL; NOT FOUND; CPR 600 MG x 500; VAP;533500304112410; ALGY FLANDERIL; NOT FOUND; 600 MG COM CT BL AL PLAS INC X 500 (EMB HOSP); VAP
62165; EUTHYROX; NOT FOUND; CPR 200 Y x 50; M_S;525404129118411; EUTHYROX; NOT FOUND; 200 MCG COM EST CART BL AL AL X 50; M_S
61534; PREDINIS; NOT FOUND; CPR 20 MG x 10; LG6;538809101113412; PREDINIS; NOT FOUND; 20 MG COM CT BL AL PLAS INC X 10; LG6
57293; OMEPRAZOL; OMEPRAZOL; CAPS 10 MG x 14; MD7;525009301116111; OMEPRAZOL; OMEPRAZOL; 10 MG CAP GEL DURA LIB RETARD CT BL AL PLAS INC X 14; MD7
61004; NOODIPINA; NOT FOUND; CPR REVEST 30 MG x 36; APS;501602002117418; NOODIPINA; NOT FOUND; 30 MG COM REV CT BL AL PLAS AMB X 36; APS
72779; BROMAZEPAM; BROMAZEPAM; CPR 6 MG x 20; TTB;520727405116113; BROMAZEPAM; BROMAZEPAM; 6 MG COM CT BL AL PLAS INC X 20 ; TTB
80662; ROSTATIN; NOT FOUND; CPR REVEST 10 MG x 30; GM2;526135601113410; ROSTATIN; NOT FOUND; 10 MG COM REV CT BL AL/AL X 30; GM2
59425; UNIFEDRINE; NOT FOUND; AMP. 50 MG 1 ML x 25 (/ML); U_Q;533013501151419; UNIFEDRINE; NOT FOUND; 50 MG/ML SOL INJ CX 25 AMP VD AMB X 1 ML (REST HOSP); U_Q
85266; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 8; TTB;520733201111118; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 8; TTB
61409; SINVASTAMED; NOT FOUND; CPR 10 MG x 30; CM5;506407001116413; SINVASTAMED; NOT FOUND; 10 MG COM REV CT BL AL PLAS INC X 30; CM5
71497; PROPESS; NOT FOUND; PESSARIO 10 MG x 1; FER;521401401175312; PROPESS; NOT FOUND; 10 MG PES CT ENV AL POLIET X 1 ; FER
85529; NEOTIAPIM; NOT FOUND; CPR REVEST 25 MG x 14; SDZ;511518201111414; NEOTIAPIM; NOT FOUND; 25MG COM REV CT BL AL PLAS INC X 14; SDZ
75268; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 210; PZ8;528528616112117; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 210 (EMB HOSP); PZ8
62026; LISINOPRIL; LISINOPRIL; CPR 10 MG x 30; SDZ;511505404114114; LISINOPRIL; LISINOPRIL; 10 MG COM CT BL AL PLAS INC X 30; SDZ
75955; REHIDRAZOL; NOT FOUND; SOL ORAL FRA 450 ML x 1; GLO;517605804131414; REHIDRAZOL; NOT FOUND; SOL OR CX FR PLAS TRANS X 450 ML (SABOR LARANJA); GLO
71374; GABAPENTINA; GABAPENTINA; CAPS 300 MG x 30; GM2;526126601114116; GABAPENTINA; GABAPENTINA; 300 MG CAP GEL DURA CT BL AL PLAS LEIT X 30; GM2
2940; DAKTARIN; NOT FOUND; LOC. 20 MG 30 ML x 1 (/ML); J_C;514500401170310; DAKTARIN; NOT FOUND; 20 MG/G LOC TOP CT FR PLAS OPC GOT X 30 G ; J_C
95744; OPINOX; NOT FOUND; CPR REVEST 10 MG x 10; MD7;525074809110413; OPINOX; NOT FOUND; 10 MG COM REV CT BL AL/AL X 10; MD7
75078; DIGOX; NOT FOUND; CPR 0.25 MG x 500; P7B;527905601118115; DIGOXINA; DIGOXINA; 0.25 MG COM CX BL AL PLAS AMB X 500 (EMB HOSP); P7B
56465; MEBENDAZOL; MEBENDAZOL; CPR 100 MG x 6; TTB;520714201118116; MEBENDAZOL; MEBENDAZOL; 100 MG COM CT BL AL PLAS INC X 6; TTB
59806; DICLOF RESINATO; NOT FOUND; GOTAS 15 MG 20 ML x 1 (/ML); TTB;520709101135111; DICLOFENACO RESINATO; NOT FOUND; 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML; TTB
82365; ESCITAN; NOT FOUND; CPR REVEST 50 MG x 8; MD7;525074409112419; ESCITAN; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 8; MD7
118956; BRAVAN; NOT FOUND; CPR REVEST 160 MG x 10; A4H;500512080044704; BRAVAN; NOT FOUND; 160 MG COM REV CT BL AL/AL X 10 ; A4H
77092; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; F.AMP 20 MG 20 ML x 50 (/ML); TTB;520730001152118; CLORIDRATO LIDOCAINA; CLORIDRATO LIDOCAINA; 20 MG/ML SOL INJ CX 50 FA VD INC X 20 ML (EMB HOSP) ; TTB
77140; LEXAPRO; NOT FOUND; CPR REVEST 10 MG x 7; LUN;524200311114311; LEXAPRO; NOT FOUND; 10 MG  COM REV CT BL AL PLAS INC X 7; LUN
92395; FRONTAL SL; NOT FOUND; CPR SL 0.50 MG x 30; PFZ;522243001110319; FRONTAL SL; NOT FOUND; 0.5 MG COM SUB-LING CT BL AL PLAS INC X 30; PFZ
64753; CAZIDERM; NOT FOUND; SOLN 2 MG 30 ML x 1 (/G); CAZ;505502403171419; CAZIDERM; NOT FOUND; 2 MG/ML SOL TOP FR C/30 ML; CAZ
143257; MISACARDIO; NOT FOUND; CPR 80 MG x 30; GM2;526114020091003; MISACARDIO; NOT FOUND; 80 MG COM CT BL AL AL X 30; GM2
158203; GABAPENTINA; GABAPENTINA; CPR REV 600 MG x 27; NQA;525314100044206; GABAPENTINA; GABAPENTINA; 600 MG COM REV CT BL AL PLAST OPC X 27; NQA
73666; CLAUDIC; NOT FOUND; CPR 100 MG x 30; BS2;504111501118413; CLAUDIC; NOT FOUND; 100 MG COM CT 2 BL AL PLAS INC X 15; BS2
76776; CLO SIBUTRAMINA; NOT FOUND; CAPS 15 MG x 30; LG6;538802702111115; CLORIDRATO SIBUTRAMINA; NOT FOUND; 15 MG CAP GEL DURA CT BL AL PLAS OPC X 30; LG6
70329; TRIFORMIN; NOT FOUND; CPR 500 MG x 30; GLO;517607501118418; TRIFORMIN; NOT FOUND; 500 MG COM CT 3 BL AL PLAS INC X 10 ; GLO
84392; DROTIZIN; NOT FOUND; SOL ORAL. 2 MG 120 ML x 1 (/ML); GOB;510413604135416; DROTIZIN; NOT FOUND; 2 MG/ML SOL OR CT FR PEAD X 120 ML; GOB
56296; FLAGASS; NOT FOUND; CPR 40 MG x 20; A4H;500503801110410; FLAGASS; NOT FOUND; 40 MG COM CT BL AL PLAS INC X 20; A4H
51985; SEDALENE; NOT FOUND; GOTAS 10 ML x 1; GUH;529000106119415; SEDALENE; NOT FOUND; CX.C/10 CAPSULAS; GUH
53018; APROVEL; NOT FOUND; CPR 150 MG x 28; S_A;502818801113310; APROVEL; NOT FOUND; 150 MG COM CT BL AL PLAS INC X 28; S_A
95649; GLICONATO CALCIO; GLICONATO CALCIO; AMP IV 100 MG 10 ML x 100; FRS;509507601152413; GLICONATO CALCIO; GLICONATO CALCIO; 100 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML; FRS
74741; OMEPRAZOL; OMEPRAZOL; CAPS 20 MG x 30; PZ8;528528210116113; OMEPRAZOL; OMEPRAZOL; 20 MG CAP GEL DURA C/ MCGRAN CT BL AL PLAS INC X 30; PZ8
52967; CITALOR; NOT FOUND; CPR REVEST 10 MG x 30; PFZ;522200802111212; CITALOR; NOT FOUND; 10 MG COM REV CT BL AL/AL X 30; PFZ
78714; MILGAMMA; NOT FOUND; DRAG 150 MG x 10; MQF;512406701119312; MILGAMMA; NOT FOUND; 150 MG DRG CT BL AL PLAS INC X 10; MQF
72996; DICLOTON; NOT FOUND; DRAG 50 MG x 10; ROY;530205401116412; DICLOTON; NOT FOUND; 50 MG DRG CT BL AL PLAS INC X 10; ROY
73277; CLOR METOCLOP; CLORIDRATO METOCLOPRAMIDA; AMP. 5 MG 2 ML x 100 (/ML); HPO;511606902152111; CLORIDRATO METOCLOPRAMIDA; NOT FOUND; 5 MG/ML SOL INJ CX 100 AMP VD AMB X 2 ML (EMB HOSP) ; HPO
61297; UNI CLONAZEPAX; NOT FOUND; GOTAS 2.50 MG 20 ML x 1 (/ML); U_Q;533012103134419; UNI CLONAZEPAX; NOT FOUND; 2.5 MG/ML SOL OR CT FR PLAS OPC X 20 ML; U_Q
68183; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 20 MG x 28; LG6;538814801111117; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP GEL DURA CT BL AL PLAS OPC X 28; LG6
68534; FOS SOD PREDNIS; NOT FOUND; SOLN ORAL 3 MG 100 ML x 50 (/M; PZ8;528502925134111; FOSFATO SODICO PREDNISOLONA; NOT FOUND; 3 MG/ML SOL OR CX 50 FR PLAS OPC X 100 ML + 50 SER DOSAD (EMB HOSP); PZ8
53775; NAPROX; NOT FOUND; CPR 250 MG x 20; TTB;520715101117418; NAPROX; NOT FOUND; 250 MG COM CT BL AL PLAS LARANJA X 20; TTB
80697; VELCADE; NOT FOUND; F.AMP 1 MG x 1; J_C;514506402152315; VELCADE; NOT FOUND; 1 MG PO LIOF INJ CT FA VD INC; J_C
80658; PIOTAZ; NOT FOUND; CPR 15 MG x 30; GM2;526135703110410; PIOTAZ; NOT FOUND; 30 MG COM CT FR PLAS OPC X 15; GM2
68417; FENITOINA; FENITOINA; CPR 100 MG x 30; TTB;520725702113112; FENITOINA; FENITOINA; 100 MG COM CT BL AL PLAS LAR X 30; TTB
8448; POLARAMINE; NOT FOUND; CPR 2 MG x 20; MQF;512403501119314; POLARAMINE; NOT FOUND; 2 MG COM REV CT BL AL PLAS INC X 20; MQF
11138; VISKEN; NOT FOUND; CPR 5 MG x 20; NVR;526516302111415; VISKEN; NOT FOUND; 5 MG COM CT 2 BL AL PLAS INC X 10; NVR
65145; SINVASTACOR; NOT FOUND; CPR REVEST 40 MG x 10; SDZ;511508503113412; SINVASTACOR; NOT FOUND; 40 MG COM REV CT BL AL PLAS INC X 10; SDZ
3196; DIABINESE; NOT FOUND; CPR 250 MG x 100; PFZ;522200901111318; DIABINESE; NOT FOUND; 250 MG COM CT FR VD AMB X 100; PFZ
51774; TRACONAL; NOT FOUND; CAPS 100 MG x 4; A4H;500507203110411; TRACONAL; NOT FOUND; 100 MG CAP GEL CT BL AL PLAST INC X 4; A4H
74453; POSPRAND; NOT FOUND; CPR 2 MG x 30; GMK;521905110115415; POSPRAND; NOT FOUND; 2.0 MG COM CT BL AL AL X 30; GMK
90891; CLOXAZOLAM; CLOXAZOLAM; CPR 1 MG x 30; SDZ;511518402115115; CLOXAZOLAM; CLOXAZOLAM; 1 MG COM CT BL AL/AL X 30; SDZ
60863; CITALOPRAM; CITALOPRAM; CPR REVEST 20 MG x 30; M_S;525402101119115; CITALOPRAM; CITALOPRAM; 20 MG COM REV CT BL AL PLAS INC X 30; M_S
75793; MESIDOX; NOT FOUND; CPR 2 MG x 30; M_S;525419901113418; MESIDOX; NOT FOUND; 2 MG COM FR PLAS OPC X 30; M_S
98134; FLUCOVIL; NOT FOUND; CAPS 150 MG x 1; MDQ;525102101113411; FLUCOVIL; NOT FOUND; 150 MG CAP CT BL AL PLAS INC X 1; MDQ
68341; LEVEMIR; NOT FOUND; CARTUCHO 100 IU 3 ML x 5 (/ML); N_N;526602102151411; LEVEMIR; NOT FOUND; 100 U/ML SOL INJ CT 5 CARP VD INC X 3 ML (PENFILL) ; N_N
77504; CILOSTAZOL; CILOSTAZOL; CPR 50 MG x 60; EUF;508024804115116; CILOSTAZOL; CILOSTAZOL; 50 MG COM CT BL AL PLAS INC X 60; EUF
80418; VALSARTANA; VALSARTANA; CPR REVEST 160 MG x 30; GM2;526134601111118; VALSARTANA; VALSARTANA; 160 MG COM REV CT BL AL AL X 30; GM2
73901; PRATSORIN; NOT FOUND; SOLN NASAL 9 MG 30 ML x 1 (/ML); PZ8;528527601170411; PRATSORIN; NOT FOUND; 9 MG/ML SOL NAS CT FR PLAS OPC CGT X 30 ML; PZ8
74091; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); GOB;510409202133119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; GOB
80312; FUM QUETIAPINA; NOT FOUND; CPR REVEST 200 MG x 28; SDZ;511517802111119; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV OR CT BL AL PLAS INC X 28; SDZ
54500; XENICAL; NOT FOUND; CAPS 120 MG x 42; ROC;529206802110213; XENICAL; NOT FOUND; 120 MG CAP GEL DURA BL AL PLAS INC X 42 ; ROC
68532; FOS SOD PREDNIS; NOT FOUND; SOLN ORAL 3 MG 100 ML x 1 (/ML; PZ8;528502922135117; FOSFATO SODICO PREDNISOLONA; NOT FOUND; 3 MG/ML SOL OR CT FR VD AMB X 100 ML + SER DOSAD; PZ8
66310; FINASTERIDA; FINASTERIDA; CPR REVEST 1 MG x 30; GM2;526105303114115; FINASTERIDA; FINASTERIDA; 1 MG COM REV CT BL AL PLAS OPC X 30 ; GM2
54193; EUTHYROX; NOT FOUND; CPR 75 Y x 50; M_S;525404108110411; EUTHYROX; NOT FOUND; 75 MCG COM EST CART FR VD AMB X 50; M_S
103010; FLAGASS; NOT FOUND; CAPS 125 MG x 10; A4H;500512090046503; FLAGASS; NOT FOUND; 125 MG CAP GEL MOLE CT BL AL PLAS INC X 10; A4H
63249; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 1 G x 30; MD7;525003502111118; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 1 G COM REV CT  BL AL PLAS INC X 30  ; MD7
96557; NORVASC; NOT FOUND; CPR 5 MG x 60; PFZ;522212050053003; NORVASC; NOT FOUND; 5 MG COM CT BL AL PLAS OPC X 60; PFZ
68759; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 2; EUF;508018902119111; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 2 ; EUF
54387; ANADOR; NOT FOUND; CPR 500 MG x 24; B_I;504500302116429; ANADOR; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 24; B_I
73398; PREDNISONA; PREDNISONA; CPR 5 MG x 500; SNV;530805805110112; PREDNISONA; PREDNISONA; 5 MG COM CT 25 BL AL PLAS INC X 20 (EMB HOSP); SNV
66383; TRAMALIV; NOT FOUND; AMP. 100 MG 2 ML x 6; TTB;520723201151414; TRAMALIV; NOT FOUND; 100 MG/2ML SOL INJ CT AMP VD AMB X 6; TTB
67984; E NORET V ESTRA; NOT FOUND; SERINGA 50 MG 1 ML x 1 (/ML); EUF;508020801154118; ENANTATO NORETISTERONA VALERATO ESTRADIOL; NOT FOUND; 50 MG/ML + 5 MG/ML SOL INJ CT SER PRE-ENCHIDA VD INC X 1 ML + AGULHA DESC; EUF
79885; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 15; MB9;525906201117119; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL/PLAS INC X 15; MB9
70309; EXJADE; NOT FOUND; CPR 250 MG x 28; NVR;526526802117215; EXJADE; NOT FOUND; 250 MG COM DISP CT BL ALU/ALU X 28; NVR
64643; DICLOR CETIRIZI; DICLORIDRATO CETIRIZINA; SOLN ORAL 1 MG 80 ML x 1 (/ML); PZ8;528502302137113; DICLORIDRATO CETIRIZINA; DICLORIDRATO CETIRIZINA; 1 MG/ML SOL OR CT FR VD AMB X 80 ML; PZ8
58968; O PLAT; NOT FOUND; F.AMP LIOF 50 MG x 1; ZD1;534201002155413; O PLAT; NOT FOUND; 50 MG PO LIOF INJ CT FA VD AMB; ZD1
52456; CLOFEN S; NOT FOUND; CPR 50 MG x 20; NCK;526201002111412; CLOFEN S; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 20; NCK
63075; CLEANBAC; NOT FOUND; POM. 2 MG 500 G x 24 (/G); PZ8;528501402162413; CLEANBAC; NOT FOUND; 2 MG/G POM CX 24 PT X 500 G; PZ8
70476; EFORTIL; NOT FOUND; AMP. 10 MG 1 ML x 5; B_I;504501904152413; EFORTIL; NOT FOUND; 10 MG/ML SOL INJ CT 5 AMP VD AMB X 1 ML ; B_I
