63813, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 18,504600202113114, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50MG/ML + 12
64432, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30,504601701113118, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 10 MG COM CT STR AL X 30
64432, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30,504601702111119, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 20 MG COM CT STR AL X 30
64432, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30,504601703116114, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 5 MG COM CT STR AL X 30
64431, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30,504601701113118, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 10 MG COM CT STR AL X 30
64431, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30,504601702111119, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 20 MG COM CT STR AL X 30
64431, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30,504601703116114, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 5 MG COM CT STR AL X 30
71279, NIMESULIDA, NIMESULIDA, GOTAS 50 MG 15 ML x 1 (/ML),504611201113116, NIMESULIDA, NIMESULIDA, 100 MG COM CT BL AL PLAS INC X 12
71279, NIMESULIDA, NIMESULIDA, GOTAS 50 MG 15 ML x 1 (/ML),504611202136111, NIMESULIDA, NIMESULIDA, 50MG/ML SUS OR CT FR PLAS TRANS GOT X 15 ML
63615, NORFLOXACINO, NORFLOXACINO, CPR REVEST 400 MG x 6,504601802114111, NORFLOXACINO, NORFLOXACINO, 400 MG COM REV CT BL AL PLAS INC X 6
63615, NORFLOXACINO, NORFLOXACINO, CPR REVEST 400 MG x 6,504601801118111, NORFLOXACINO, NORFLOXACINO, 400 MG COM REV CT BL AL PLAS INC X 14
63616, NORFLOXACINO, NORFLOXACINO, CPR REVEST 400 MG x 14,504601802114111, NORFLOXACINO, NORFLOXACINO, 400 MG COM REV CT BL AL PLAS INC X 6
63616, NORFLOXACINO, NORFLOXACINO, CPR REVEST 400 MG x 14,504601801118111, NORFLOXACINO, NORFLOXACINO, 400 MG COM REV CT BL AL PLAS INC X 14
62752, PREDNISONA, PREDNISONA, CPR 20 MG x 10,504601902119113, PREDNISONA, PREDNISONA, 5MG COM CT BL AL PLAS INC X 20
62752, PREDNISONA, PREDNISONA, CPR 20 MG x 10,504601901112115, PREDNISONA, PREDNISONA, 20MG COM CT BL AL PLAS INC X 10
62750, PREDNISONA, PREDNISONA, CPR 5 MG x 20,504601902119113, PREDNISONA, PREDNISONA, 5MG COM CT BL AL PLAS INC X 20
62750, PREDNISONA, PREDNISONA, CPR 5 MG x 20,504601901112115, PREDNISONA, PREDNISONA, 20MG COM CT BL AL PLAS INC X 10
65442, RAMIPRIL, RAMIPRIL, CPR REVEST 5 MG x 30,504610802113112, RAMIPRIL, RAMIPRIL,2
65442, RAMIPRIL, RAMIPRIL, CPR REVEST 5 MG x 30,504610802113112, RAMIPRIL, RAMIPRIL,2
65442, RAMIPRIL, RAMIPRIL, CPR REVEST 5 MG x 30,504610801117114, RAMIPRIL, RAMIPRIL, 5 MG COM REV CT 2 STR AL / AL X 15 
65441, RAMIPRIL, RAMIPRIL, CPR REVEST 2.50 MG x 30,504610802113112, RAMIPRIL, RAMIPRIL,2
65441, RAMIPRIL, RAMIPRIL, CPR REVEST 2.50 MG x 30,504610802113112, RAMIPRIL, RAMIPRIL,2
65441, RAMIPRIL, RAMIPRIL, CPR REVEST 2.50 MG x 30,504610801117114, RAMIPRIL, RAMIPRIL, 5 MG COM REV CT 2 STR AL / AL X 15 
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30,504602006117117, SINVASTATINA, SINVASTATINA, 80 MG COM REV CT 1 BL AL PLAS INC X 10
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30,504602002111114, SINVASTATINA, SINVASTATINA, 10MG COM REV CT 3BL AL PLAS INC X 10
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30,504602004114110, SINVASTATINA, SINVASTATINA, 40MG COM REV CT 1 BL AL PLAS INC X 10
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30,504602001115116, SINVASTATINA, SINVASTATINA, 10 MG COM REV CT 1BL AL PLAS INC X 10
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30,504602006117117, SINVASTATINA, SINVASTATINA, 80MG COM REV CT 1 BL AL PLAS INC X 10
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30,504602003118112, SINVASTATINA, SINVASTATINA, 20MG COM REV CT 3 BL AL PLAS INC X 10
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30,504602002111114, SINVASTATINA, SINVASTATINA, 10 MG COM REV CT BL AL PLAS INC X 30  
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30,504602005110119, SINVASTATINA, SINVASTATINA, 5MG COM REV CT 3BL AL PLAS INC X 10
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30,504602003118112, SINVASTATINA, SINVASTATINA, 20 MG COM REV CT BL AL PLAS INC X 30   
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30,504602001115116, SINVASTATINA, SINVASTATINA, 10MG COM REV CT 1BL AL PLAS INC X 10
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30,504602005110119, SINVASTATINA, SINVASTATINA, 5 MG COM REV CT BL AL PLAS INC X 30 
63721, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30,504602004114110, SINVASTATINA, SINVASTATINA, 40 MG COM REV CT 1 BL AL PLAS INC X 10
62762, V BE SU G TO CL, NOT FOUND, POM. 20 G x 1,504602102167111, VALERATO BETAMETASONA SULFATO GENTAMICINA TOLNAFTATO CLIOQUINOL, NOT FOUND, 0.5 MG/G + 1 MG/G + 10 MG/G +10 MG/G POM CT BG AL X 20 G
62762, V BE SU G TO CL, NOT FOUND, POM. 20 G x 1,504602101160113, VALERATO BETAMETASONA SULFATO GENTAMICINA TOLNAFTATO CLIOQUINOL, NOT FOUND, 0.5 MG/G + 1 MG/G + 10 MG/G +10 MG/G CREM CT BG AL X 20 G
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701811111112, AMOXICILINA, AMOXICILINA, 500 MG COM CT BL AL PLAS LEIT X 21
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701604114116, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG 3 BL X 6 COMP
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701607113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL / AL X 14
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701603118118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG 2 BL X 6 COMP
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701606117112, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL / AL X 12
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701608136114, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 80 MG/ML + 11
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701809115114, AMOXICILINA, AMOXICILINA, 875 MG COM REV CT BL AL AL X 30 (EMB FRAC) 
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701604114116, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG 3 BL X 6 COMP
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507735401119118, AMOXICILINA TRIIDRATADA, AMOXICILINA TRI-HIDRATADA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 30
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701605110114, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG + 125MG X 30 COMP REV (EMB FRAC)
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701803133110, AMOXICILINA, AMOXICILINA, 400MG SUSP FR 100ML
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701804113113, AMOXICILINA, AMOXICILINA, 500 MG 1 BL X 15 CAPS
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701808119116, AMOXICILINA, AMOXICILINA, 500 MG X 72 CAPS (EMB FRAC)
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701807112118, AMOXICILINA, AMOXICILINA, 875 MG COM REVES CT BL AL X 14
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701801130114, AMOXICILINA, AMOXICILINA, SUSP 500MG/5ML FR X 150ML
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701806132115, AMOXICILINA, AMOXICILINA, SUSP 250MG/5ML FR X 150ML
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701702132410, AMOX, NOT FOUND, EMS - SUSP PO 250MG/5ML FR 150ML
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701701111411, AMOX, NOT FOUND, EMS - 500MG 1 BL X 21 CAPS
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701804113113, AMOXICILINA, AMOXICILINA, 500MG 1 BL X 15 CAPS
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701602138115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, SUSP FR 75 ML 250MG/5ML
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701807112118, AMOXICILINA, AMOXICILINA, 875MG COM REVES CT BL AL X 14
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701601131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, SUSP FR 75 ML 125MG/5ML
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701701111411, AMOX, NOT FOUND, EMS - 500 MG 1 BL X 21 CAPS
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701809115114, AMOXICILINA, AMOXICILINA, 875MG X 30 COMP REV (EMB FRAC)
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701808119116, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 72 (EMB FRAC) 
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701603118118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG 2 BL X 6 COMP
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701805111114, AMOXICILINA, AMOXICILINA, 500MG 1 BL X 21 CAPS
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701810113111, AMOXICILINA, AMOXICILINA, 500 MG COM CT BL AL PLAS LEIT X 72 (EMB FRAC)
64156, AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14,507701805111114, AMOXICILINA, AMOXICILINA, 500 MG 1 BL X 21 CAPS
54812, ALGIFLEX, NOT FOUND, CPR 200 MG x 20,507700901115410, ALGIFLEX, NOT FOUND, 200MG 2 BL X 10 COMP
54812, ALGIFLEX, NOT FOUND, CPR 200 MG x 20,507700901115410, ALGIFLEX, NOT FOUND, 200 MG 2 BL X 10 COMP
56678, AZI, NOT FOUND, CPR 1000 MG x 1,507703201114416, AZITROGRAN, NOT FOUND, 500 MG 1 BL X 3 COMP
56678, AZI, NOT FOUND, CPR 1000 MG x 1,507703301119118, AZITROMICINA, AZITROMICINA, 500 MG 1 BL X 2 COMP
56678, AZI, NOT FOUND, CPR 1000 MG x 1,507703302115116, AZITROMICINA, AZITROMICINA, 500MG 1 BL X 3 COMP
56678, AZI, NOT FOUND, CPR 1000 MG x 1,507703305114110, AZITROMICINA, AZITROMICINA, 1000 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC)
56678, AZI, NOT FOUND, CPR 1000 MG x 1,507703302115116, AZITROMICINA, AZITROMICINA, 500 MG 1 BL X 3 COMP
56678, AZI, NOT FOUND, CPR 1000 MG x 1,507703306110119, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC)
56678, AZI, NOT FOUND, CPR 1000 MG x 1,507703304134118, AZITROMICINA, AZITROMICINA, SUSP ORAL 900MG PO+DIL
56678, AZI, NOT FOUND, CPR 1000 MG x 1,507703201114416, AZITROGRAN, NOT FOUND, 500MG 1 BL X 3 COMP
56678, AZI, NOT FOUND, CPR 1000 MG x 1,507703301119118, AZITROMICINA, AZITROMICINA, 500MG 1 BL X 2 COMP
56678, AZI, NOT FOUND, CPR 1000 MG x 1,507703303138111, AZITROMICINA, AZITROMICINA, SUSP ORAL 600MG PO+DIL
56678, AZI, NOT FOUND, CPR 1000 MG x 1,507734201116117, AZITROMICINA DIIDRATADA, AZITROMICINA DI-HIDRATADA, 1000 MG COM REV CT BL AL PLAS LEIT X 1
72906, AC DEXAMETASONA, ACETATO DEXAMETASONA, CREME DERMAT 1 MG 10 G x 1 (/G),507739001166111, ACETATO DEXAMETASONA, ACETATO DEXAMETASONA, 1 MG/G CREM DERM CT BG AL X 10 G
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701811111112, AMOXICILINA, AMOXICILINA, 500 MG COM CT BL AL PLAS LEIT X 21
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701604114116, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG 3 BL X 6 COMP
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701607113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL / AL X 14
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701603118118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG 2 BL X 6 COMP
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701606117112, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL / AL X 12
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701608136114, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 80 MG/ML + 11
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701809115114, AMOXICILINA, AMOXICILINA, 875 MG COM REV CT BL AL AL X 30 (EMB FRAC) 
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701604114116, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG 3 BL X 6 COMP
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507735401119118, AMOXICILINA TRIIDRATADA, AMOXICILINA TRI-HIDRATADA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 30
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701605110114, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG + 125MG X 30 COMP REV (EMB FRAC)
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701803133110, AMOXICILINA, AMOXICILINA, 400MG SUSP FR 100ML
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701804113113, AMOXICILINA, AMOXICILINA, 500 MG 1 BL X 15 CAPS
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701808119116, AMOXICILINA, AMOXICILINA, 500 MG X 72 CAPS (EMB FRAC)
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701807112118, AMOXICILINA, AMOXICILINA, 875 MG COM REVES CT BL AL X 14
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701801130114, AMOXICILINA, AMOXICILINA, SUSP 500MG/5ML FR X 150ML
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701806132115, AMOXICILINA, AMOXICILINA, SUSP 250MG/5ML FR X 150ML
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701702132410, AMOX, NOT FOUND, EMS - SUSP PO 250MG/5ML FR 150ML
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701701111411, AMOX, NOT FOUND, EMS - 500MG 1 BL X 21 CAPS
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701804113113, AMOXICILINA, AMOXICILINA, 500MG 1 BL X 15 CAPS
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701602138115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, SUSP FR 75 ML 250MG/5ML
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701807112118, AMOXICILINA, AMOXICILINA, 875MG COM REVES CT BL AL X 14
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701601131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, SUSP FR 75 ML 125MG/5ML
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701701111411, AMOX, NOT FOUND, EMS - 500 MG 1 BL X 21 CAPS
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701809115114, AMOXICILINA, AMOXICILINA, 875MG X 30 COMP REV (EMB FRAC)
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701808119116, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 72 (EMB FRAC) 
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701603118118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG 2 BL X 6 COMP
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701805111114, AMOXICILINA, AMOXICILINA, 500MG 1 BL X 21 CAPS
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701810113111, AMOXICILINA, AMOXICILINA, 500 MG COM CT BL AL PLAS LEIT X 72 (EMB FRAC)
69640, AMOXICILINA, AMOXICILINA, CPR BD 875 MG x 30,507701805111114, AMOXICILINA, AMOXICILINA, 500 MG 1 BL X 21 CAPS
68721, ALGE AC ENA EST, NOT FOUND, A.IM 1 ML x 1,507733001156117, ALGESTONA ACETONIDA ENANTATO ESTRADIOL, NOT FOUND, 150 MG/ML + 10 MG/ML SOL INJ IM CT AMP VD AMB X 1 ML
67924, ACETILCISTEINA, ACETILCISTEINA, XPE INF. 20 MG 120 ML x 1 (/ML),507726204136118, ACETILCISTEINA, ACETILCISTEINA, 20 MG/ML XPE CT FR VD AMB X 120 ML + CP MED
67924, ACETILCISTEINA, ACETILCISTEINA, XPE INF. 20 MG 120 ML x 1 (/ML),507726202176112, ACETILCISTEINA, ACETILCISTEINA, 200MG GRAN CT 16 ENV AL POLIET X 5G
67924, ACETILCISTEINA, ACETILCISTEINA, XPE INF. 20 MG 120 ML x 1 (/ML),507726206112119, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 16 ENV AL POLIET X 5 G
67924, ACETILCISTEINA, ACETILCISTEINA, XPE INF. 20 MG 120 ML x 1 (/ML),507726208115115, ACETILCISTEINA, ACETILCISTEINA, 200 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC)
67924, ACETILCISTEINA, ACETILCISTEINA, XPE INF. 20 MG 120 ML x 1 (/ML),507726209111113, ACETILCISTEINA, ACETILCISTEINA, 600 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC)
67924, ACETILCISTEINA, ACETILCISTEINA, XPE INF. 20 MG 120 ML x 1 (/ML),507726201031129, ACETILCISTEINA, ACETILCISTEINA, XPE FR X 100ML
67924, ACETILCISTEINA, ACETILCISTEINA, XPE INF. 20 MG 120 ML x 1 (/ML),507726207119117, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC)
67924, ACETILCISTEINA, ACETILCISTEINA, XPE INF. 20 MG 120 ML x 1 (/ML),507726205132116, ACETILCISTEINA, ACETILCISTEINA, 40 MG/ML XPE CT FR VD AMB X 120 ML + CP MED
64287, ACETILCISTEINA, ACETILCISTEINA, XPE ADLT 20 MG 100 ML x 1 (/ML),507726204136118, ACETILCISTEINA, ACETILCISTEINA, 20 MG/ML XPE CT FR VD AMB X 120 ML + CP MED
64287, ACETILCISTEINA, ACETILCISTEINA, XPE ADLT 20 MG 100 ML x 1 (/ML),507726202176112, ACETILCISTEINA, ACETILCISTEINA, 200MG GRAN CT 16 ENV AL POLIET X 5G
64287, ACETILCISTEINA, ACETILCISTEINA, XPE ADLT 20 MG 100 ML x 1 (/ML),507726206112119, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 16 ENV AL POLIET X 5 G
64287, ACETILCISTEINA, ACETILCISTEINA, XPE ADLT 20 MG 100 ML x 1 (/ML),507726208115115, ACETILCISTEINA, ACETILCISTEINA, 200 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC)
64287, ACETILCISTEINA, ACETILCISTEINA, XPE ADLT 20 MG 100 ML x 1 (/ML),507726209111113, ACETILCISTEINA, ACETILCISTEINA, 600 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC)
64287, ACETILCISTEINA, ACETILCISTEINA, XPE ADLT 20 MG 100 ML x 1 (/ML),507726201031129, ACETILCISTEINA, ACETILCISTEINA, XPE FR X 100ML
64287, ACETILCISTEINA, ACETILCISTEINA, XPE ADLT 20 MG 100 ML x 1 (/ML),507726207119117, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC)
64287, ACETILCISTEINA, ACETILCISTEINA, XPE ADLT 20 MG 100 ML x 1 (/ML),507726205132116, ACETILCISTEINA, ACETILCISTEINA, 40 MG/ML XPE CT FR VD AMB X 120 ML + CP MED
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701811111112, AMOXICILINA, AMOXICILINA, 500 MG COM CT BL AL PLAS LEIT X 21
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701604114116, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG 3 BL X 6 COMP
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701607113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL / AL X 14
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701603118118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG 2 BL X 6 COMP
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701606117112, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL / AL X 12
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701608136114, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 80 MG/ML + 11
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701809115114, AMOXICILINA, AMOXICILINA, 875 MG COM REV CT BL AL AL X 30 (EMB FRAC) 
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701604114116, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG 3 BL X 6 COMP
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507735401119118, AMOXICILINA TRIIDRATADA, AMOXICILINA TRI-HIDRATADA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 30
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701605110114, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG + 125MG X 30 COMP REV (EMB FRAC)
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701803133110, AMOXICILINA, AMOXICILINA, 400MG SUSP FR 100ML
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701804113113, AMOXICILINA, AMOXICILINA, 500 MG 1 BL X 15 CAPS
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701808119116, AMOXICILINA, AMOXICILINA, 500 MG X 72 CAPS (EMB FRAC)
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701807112118, AMOXICILINA, AMOXICILINA, 875 MG COM REVES CT BL AL X 14
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701801130114, AMOXICILINA, AMOXICILINA, SUSP 500MG/5ML FR X 150ML
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701806132115, AMOXICILINA, AMOXICILINA, SUSP 250MG/5ML FR X 150ML
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701702132410, AMOX, NOT FOUND, EMS - SUSP PO 250MG/5ML FR 150ML
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701701111411, AMOX, NOT FOUND, EMS - 500MG 1 BL X 21 CAPS
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701804113113, AMOXICILINA, AMOXICILINA, 500MG 1 BL X 15 CAPS
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701602138115, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, SUSP FR 75 ML 250MG/5ML
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701807112118, AMOXICILINA, AMOXICILINA, 875MG COM REVES CT BL AL X 14
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701601131117, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, SUSP FR 75 ML 125MG/5ML
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701701111411, AMOX, NOT FOUND, EMS - 500 MG 1 BL X 21 CAPS
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701809115114, AMOXICILINA, AMOXICILINA, 875MG X 30 COMP REV (EMB FRAC)
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701808119116, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 72 (EMB FRAC) 
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701603118118, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG 2 BL X 6 COMP
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701805111114, AMOXICILINA, AMOXICILINA, 500MG 1 BL X 21 CAPS
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701810113111, AMOXICILINA, AMOXICILINA, 500 MG COM CT BL AL PLAS LEIT X 72 (EMB FRAC)
57002, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21,507701805111114, AMOXICILINA, AMOXICILINA, 500 MG 1 BL X 21 CAPS
73129, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),507701604114116, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG 3 BL X 6 COMP
73129, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 875 MG x 12 (/125),507701607113110, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL / AL X 14
