77003, CARVEDILOL, CARVEDILOL, CPR 25 MG x 30, MD7,525071504114119, CARVEDILOL, CARVEDILOL, 25 MG COM CT BL AL/AL X 30, MD7
63852, SINVASTATINA, SINVASTATINA, CPR REVEST 40 MG x 10, SDZ,511508603118114, SINVASTATINA, SINVASTATINA, 40 MG COM REV CT BL AL PLAS X 10, SDZ
61444, ATENOLOL, ATENOLOL, CPR 100 MG x 30, SDZ,511500701110112, ATENOLOL, ATENOLOL, 100 MG COM REV CT BL AL PLAS INC X 30, SDZ
64559, BEZAFIBRATO, BEZAFIBRATO, CPR REVEST 200 MG x 20, E3S,507726801118111, BEZAFIBRATO, BEZAFIBRATO, 200 MG COMP REVES CT BL AL PLAS BRANCO X 20, E3S
76104, BONAGRAN, NOT FOUND, CPR 70 MG x 4, LG6,538800402110419, BONAGRAN, NOT FOUND, 70 MG COM CT BL AL PLAS OPC X 4, LG6
78276, ATORVASTATINA, ATORVASTATINA, CPR REVEST 80 MG x 30, E3S,507743406116118, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 80 MG COM REV CT BL AL AL X 30, E3S
66304, DIMETICONA, DIMETICONA, CAPS 125 MG x 10, GM2,526103902118111, DIMETICONA, DIMETICONA, 125 MG CAP GEL MOLE CT BL AL PLAS INC X 10, GM2
78950, DOMPERIDONA, DOMPERIDONA, CPR 10 MG x 30, GM2,526133302119119, DOMPERIDONA, DOMPERIDONA, 10 MG COM CT BL AL PLAS OPC X 30, GM2
63022, SINVASTATINA, SINVASTATINA, CPR 10 MG x 30, MD7,525011703110111, SINVASTATINA, SINVASTATINA, 10 MG COM REV CT BL AL PLAS INC X 30, MD7
84999, LANELI, NOT FOUND, CAPS GEL x 30, MD7,525073606119418, LANELI, NOT FOUND, CAP GEL MOLE CT BL AL PLAS INC X 30, MD7
78461, DESARCOR, NOT FOUND, CPR 16 MG x 30, SDZ,511516902110418, DESARCOR, NOT FOUND, 16 MG COM CT BL AL/AL X 30, SDZ
79591, VALSARTANA, VALSARTANA, CPR REVEST 80 MG x 60, MD7,525073107112116, VALSARTANA, VALSARTANA, 80 MG COM REV CT BL AL/AL X 60, MD7
76581, ZOXIPAN, NOT FOUND, CPR REVEST 20 MG x 15, MD7,525071401110412, ZOXIPAN, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 15, MD7
78852, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 15, GM2,526130905114114, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 5 MG COM REV CT BL AL PLAS OPC X 15, GM2
75545, ATENOLOL, ATENOLOL, CPR 100 MG x 30, N_Q,519028301113116, ATENOLOL, ATENOLOL, 100 MG COM CT BL AL PLAS INC X 30, N_Q
77426, DESLORATADINA, DESLORATADINA, CPR REVEST 5 MG x 10, LG6,538802001113111, DESLORATADINA, DESLORATADINA, 5 MG COM REV CT BL AL PLAS OPC X 10, LG6
79561, VALSARTANA, VALSARTANA, CPR REVEST 160 MG x 30, E3S,507744403110117, VALSARTANA, VALSARTANA, 160 MG COM REV CT BL AL AL X 30, E3S
99996, MIRTAZAPINA, MIRTAZAPINA, CPR ORODISPE 30 MG x 14, SDZ,511515202115117, MIRTAZAPINA, MIRTAZAPINA, 30 MG COM REV CT BL AL PLAS INC X 14, SDZ
82909, ROSUVAST, NOT FOUND, CPR REVEST 10 MG x 30, E3S,507745103110111, ROSUVASTATINA CALCICA, ROSUVASTATINA CALCICA, 10 MG COM REV CT BL AL/AL X 30, E3S
67642, CLO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CPR 25 MG x 20, GM2,526120801111111, CLORIDRATO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, 25 MG COM CT BL AL PLAS LEIT X 20, GM2
78307, SINVASTATINA, SINVASTATINA, CPR REVEST 10 MG x 30, GM2,526133602112111, SINVASTATINA, SINVASTATINA, 10 MG COM REV CT BL AL PLAS OPC X 30, GM2
83346, DOMPGRAN, NOT FOUND, CPR 10 MG x 30, LG6,538805401112419, DOMPGRAN, NOT FOUND, 10 MG COM CT BL AL PLAS OPC X 30, LG6
66742, LORAZEPAM, LORAZEPAM, CPR 1 MG x 20, GM2,526121501111114, LORAZEPAM, LORAZEPAM, 1 MG COM CT BL AL PLAS INC X 20, GM2
78308, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 60, GM2,526133604115116, SINVASTATINA, SINVASTATINA, 20 MG COM REV CT BL AL PLAS OPC X 60, GM2
53017, APROVEL, NOT FOUND, CPR 150 MG x 14, S_A,530500402111218, APROVEL, NOT FOUND, 150 MG COM CT BL AL PLAS INC X 14, S_A
77928, SOLLEVARE, NOT FOUND, CPR REVEST 25 MG x 4, E3S,507744506114417, SOLLEVARE, NOT FOUND, 25 MG COM REV CT BL AL PLAS OPC X 4, E3S
69863, MESALAZINA, MESALAZINA, CPR REVEST 800 MG x 30, GM2,526123102117115, MESALAZINA, MESALAZINA, 800 MG COM REV CT BL AL PLAS LEIT X 30, GM2
68305, PREDNISONA, PREDNISONA, CPR 5 MG x 20, LG6,538809402113111, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS OPC X 20, LG6
78921, GASTROBENE NF, NOT FOUND, CAPS 10 MG x 20, E3S,507744801116417, GASTROBENE, NOT FOUND, 10 MG CAP GEL DURA CT BL AL PLAS OPC X 20, E3S
69497, TRAMADEN, NOT FOUND, CAPS 50 MG x 10, N_Q,519025201118413, TRAMADEN, NOT FOUND, 50 MG CAP GEL DURA CT BL AL PLAS INC X 10, N_Q
55477, FLOGILID, NOT FOUND, CPR 100 MG x 12, LR3,524303401116411, FLOGILID, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 12, LR3
76253, DICLOFENACO SOD, DICLOFENACO SODICO, CPR REVEST 100 MG x 20, E3S,507710205111112, DICLOFENACO SODICO, DICLOFENACO SODICO, 100 MG COM REV DESINT LENTA CT BL AL PLAS INC X 20, E3S
66181, MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, CPR 2 MG x 20, E3S,507717002119116, MALEATO DEXCLORFENIRAMINA, MALEATO DEXCLORFENIRAMINA, 2 MG COM CT BL AL BCO PLAS LEIT X 20, E3S
78853, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, GM2,526130906110112, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 5 MG COM REV CT BL AL PLAS OPC X 30, GM2
66129, DEXAMETASONA, DEXAMETASONA, CPR 4 MG x 10, E3S,507709504119111, DEXAMETASONA, DEXAMETASONA, 4 MG COM CT BL AL PLAS BCO LEIT X 10, E3S
59685, AMLOVASC, NOT FOUND, CPR BLISTER 5 MG x 30, SDZ,511500408111410, AMLOVASC, NOT FOUND, 5 MG COM CT BL AL PLAS LEIT X 30, SDZ
75175, CLOR DOPAMINA, CLORIDRATO DOPAMINA, AMP. 5 MG 10 ML x 50 (/ML), N_Q,519027701150118, CLORIDRATO DOPAMINA, CLORIDRATO DOPAMINA, 5 MG/ML SOL INJ CX 50 AMP VD AMB X 10 ML (EMB HOSP), N_Q
66699, CLOR TRAMADOL, CLORIDRATO TRAMADOL, CAPS 50 MG x 10, GM2,526117501110111, CLORIDRATO TRAMADOL, CLORIDRATO TRAMADOL, 50 MG CAP GEL DURA CT BL AL PLAS LEIT X 10, GM2
69555, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 28, GM2,526125404110111, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS LEIT X 28, GM2
74902, CLOR AMITRIPTIL, CLORIDRATO AMITRIPTILINA, CPR REVEST 25 MG x 20, LG6,538800901117117, CLORIDRATO AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, 25 MG COM REV CT BL AL PLAS OPC X 20, LG6
69194, OXCARBAZEPINA, OXCARBAZEPINA, CPR REVEST 300 MG x 20, MD7,525067608113110, OXCARBAZEPINA, OXCARBAZEPINA, 300 MG COM REV CT BL AL PLAST INC X 20, MD7
80683, FUM QUETIAPINA, NOT FOUND, CPR REVEST 200 MG x 30, GM2,526136003112117, FUMARATO QUETIAPINA, NOT FOUND, 200 MG COM REV CT BL AL PLAS OPC X 30, GM2
76395, ATENEUM, NOT FOUND, CPR 100 MG x 30, N_Q,519030002111415, ATENEUM, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 30, N_Q
77944, CIT SILDENAFILA, CITRATO SILDENAFILA, CPR REVEST 50 MG x 4, GM2,526133005114112, CITRATO SILDENAFILA, CITRATO SILDENAFILA, 50 MG COM REV CT BL AL PLAS OPC X 4, GM2
71823, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 75 MG x 30, MD7,525068502114111, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 75 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 30, MD7
76017, CLO PROPRANOLOL, CLORIDRATO PROPRANOLOL, CPR 10 MG x 30, MD7,525070702117116, CLORIDRATO PROPRANOLOL, CLORIDRATO PROPRANOLOL, 10 MG COM CT BL AL PLAS INC X 30, MD7
73835, LOSARTAN POTAS, NOT FOUND, CPR REVEST 100 MG x 30, E3S,507737601115112, LOSARTANA POTASSICA, LOSARTANA POTASSICA, 100 MG COM REV CT BL AL PLAS LEIT X 30, E3S
60020, CICLAVIX, NOT FOUND, CPR 200 MG x 25, LR3,524301901111410, CICLAVIX, NOT FOUND, 200 MG COM CT FR PLAS OPC X 25, LR3
59182, CITR TAMOXIFENO, CITRATO TAMOXIFENO, CPR REVEST 20 MG x 30, SDZ,511502102117116, CITRATO TAMOXIFENO, CITRATO TAMOXIFENO, 20 MG COM REV BL AL PLAS BCO OPC X 30, SDZ
61237, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 5 MG x 20, SDZ,511512001119110, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL/AL X 20, SDZ
47308, ZOLBEN, NOT FOUND, CPR 400 MG x 1, S_A,530506302117418, ZOLBEN, NOT FOUND, 400 MG COM MAST CT BL PLAS INC X 1, S_A
68769, FLUCONAZOL, FLUCONAZOL, CAPS 150 MG x 2, GM2,526105602111118, FLUCONAZOL, FLUCONAZOL, 150 MG CAP GEL DURA CT BL AL PLAS INC X 2, GM2
49554, CANDERM, NOT FOUND, CPR 250 MG x 20, LG6,538812001116411, CANDERM, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 20, LG6
70024, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 20, GM2,526118406111110, ALPRAZOLAM B1, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 20, GM2
63983, ALBENDAZOL, ALBENDAZOL, CPR MASC 400 MG x 1, E3S,507700802117113, ALBENDAZOL, ALBENDAZOL, 400 MG COM MAST CT STRIP X 1, E3S
68257, LEVERCTIN, NOT FOUND, CPR 6 MG x 4, E3S,507731102117412, LEVERCTIN, NOT FOUND, 6 MG COM CT STR AL X 4, E3S
56333, PRANDIN, NOT FOUND, CPR 2 MG x 30, MD7,525010403113417, PRANDIN, NOT FOUND, 2 MG COM CT BL AL/AL X 30, MD7
69025, ESPIRONOLACTONA, ESPIRONOLACTONA, CPR 100 MG x 16, GM2,526119504117111, ESPIRONOLACTONA, ESPIRONOLACTONA, 100 MG COM CT BL AL PLAS INC X 16, GM2
78004, CIT SILDENAFILA, CITRATO SILDENAFILA, CPR REVEST 100 MG x 4, SDZ,511516701115110, CITRATO SILDENAFILA, CITRATO SILDENAFILA, 100 MG COM CT BL AL PLAS INC X 4, SDZ
68156, ALPRAZOLAM, ALPRAZOLAM, CPR 0.25 MG x 20, LG6,538812401114112, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS INC X 20, LG6
57021, BROMAZEPAM, BROMAZEPAM, CPR 6 MG x 20, E3S,507725204116119, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 20, E3S
64399, CLO, NOT FOUND, CPR REVEST 75 MG x 20, E3S,507727902112115, CLOR ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, 75 MG COM LIB LENTA CT BL AL PLAS LEIT X 20, E3S
78657, DOMPLIV, NOT FOUND, CPR 10 MG x 60, E3S,507742602116410, DOMPLIV, NOT FOUND, 10 MG COM CT BL AL PLAS OPC X 60, E3S
1830, BUCLINA, NOT FOUND, CPR 25 MG x 20, S_A,530500901116411, BUCLINA, NOT FOUND, 25 MG COM CT BL PAPEL PLAS INC X 20, S_A
78522, DIABEMED, NOT FOUND, CPR 4 MG x 60, GM2,526133703113413, DIABEMED, NOT FOUND, 4 MG COM CT BL AL PLAS OPC X 60, GM2
77923, CIT SILDENAFILA, CITRATO SILDENAFILA, CPR REVEST 100 MG x 1, E3S,507742702110112, CITRATO SILDENAFILA, CITRATO SILDENAFILA, 100 MG COM REV CT BL AL PLAS OPC X 1, E3S
75218, TAVAGRAN, NOT FOUND, CPR REVEST 500 MG x 7, LG6,538817301118419, TAVAGRAN, NOT FOUND, 500 MG COM REV CT BL AL PLAS LEIT X 7, LG6
72232, CIZAX, NOT FOUND, CPR 5 MG x 10, MQF,512405504115413, CIZAX, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 10, MQF
77632, DIAZEPAM, DIAZEPAM, CPR 10 MG x 30, N_Q,519030903117111, DIAZEPAM, DIAZEPAM, 10 MG COM CT BL AL PLAS INC X 30, N_Q
66801, PIROXICAM, PIROXICAM, CAPS 20 MG x 10, GM2,526113701115112, PIROXICAM, PIROXICAM, 20 MG CAP GEL DURA CT BL AL PLAS INC X 10, GM2
59601, DUCTOGEL, NOT FOUND, CPR MASC 300 MG x 24, N_Q,519031301110419, DUCTOGEL, NOT FOUND, 300 MG COM CT ABL AL PLAS INC X 24, N_Q
58000, FLOX, NOT FOUND, CPR 400 MG x 14, SDZ,511504001113413, FLOX, NOT FOUND, 400 MG COM REV CT STR AL/AL X 14, SDZ
62744, LEVOFLOXACINO, LEVOFLOXACINO, CPR REVEST 250 MG x 7, BF8,504601001111112, LEVOFLOXACINO, LEVOFLOXACINO, 250 MG COM REV CT BL AL PLAS INC X 7, BF8
74634, CLONAZEPAM, CLONAZEPAM, CPR 2 MG x 20, GM2,526120702113116, CLONAZEPAM, CLONAZEPAM, 2 MG COM CT BL AL PLAS LEIT X 20, GM2
56381, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 60, MD7,525001811115111, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT BL AL PLAS INC X 60, MD7
59735, MOVACOX, NOT FOUND, CPR 15 MG x 10, SDZ,511506701112416, MOVACOX, NOT FOUND, 15 MG COM CT STR AL/AL X 10, SDZ
75645, GLYFLUCAN, NOT FOUND, CAPS 150 MG x 1, GM2,526136202115418, GLYFLUCAN, NOT FOUND, 150 MG CAP GEL DURA CT BL AL PLAS LEIT X 1, GM2
64542, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, N_Q,519021401112114, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REVES CT BL AL PLAS INC X 6, N_Q
71254, CLO CLINDAMICIN, CLORIDRATO CLINDAMICINA MONOIDRATADO, CAPS 300 MG x 16, GM2,526126301110115, CLORIDRATO CLINDAMICINA, CLORIDRATO CLINDAMICINA MONOIDRATADO, 300 MG CAP GEL DURA CT BL AL PLAS LEIT X 16, GM2
82774, MIOFIBRAX, NOT FOUND, CPR REVEST 5 MG x 30, LG6,538805103111414, MIOFIBRAX, NOT FOUND, 5 MG COM REV CT BL AL PLAS OPC X 30, LG6
64432, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, BF8,504601702111119, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 20 MG COM CT STR AL X 30, BF8
77686, TAR METOPROLOL, NOT FOUND, CPR REVEST 100 MG x 30, E3S,507740402111117, TARTARATO METOPROLOL, TARTARATO METOPROLOL, 100 MG COM REV CT BL AL PLAS OPC X 30, E3S
68719, ALENDRONATO SOD, ALENDRONATO SODIO TRI-HIDRATADO, CPR 70 MG x 4, GM2,526122302112119, ALENDRONATO SODICO, NOT FOUND, 70 MG COM CT BL AL PLAS LEIT X 4, GM2
81131, AC TRANEXAMICO, ACIDO TRANEXAMICO, CPR 250 MG x 12, LG6,538805701116118, ACIDO TRANEXAMICO, ACIDO TRANEXAMICO, 250 MG COM CT BL AL PLAS OPC X 12, LG6
99993, MIRTAZAPINA, MIRTAZAPINA, CPR ORODISPE 30 MG x 28, SDZ,511515201119119, MIRTAZAPINA, MIRTAZAPINA, 30 MG COM REV CT BL AL PLAS INC X 28, SDZ
69929, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 10, E3S,507707007118110, CLOR CIPROFLOXACIN0, NOT FOUND, 500 MG COM REV CT BL AL PLAS OPC X 10, E3S
61835, AMPICILINA, AMPICILINA, CAPS 500 MG x 24, SDZ,511512102111115, AMPICILINA, AMPICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 24, SDZ
66271, MACRODANTINA, NOT FOUND, CAPS 100 MG x 28, MQF,512402802115311, MACRODANTINA, NOT FOUND, 100 MG CAP CT BL AL PLAS INC X 28, MQF
59193, CLOR VERAPAMIL, CLORIDRATO VERAPAMIL, CPR RET.REVE 240 MG x 30, SDZ,511509702111116, CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL, 240 MG COM REV RETARD CT BL AL PLAS BCO OPC X 30, SDZ
70025, ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, GM2,526118407118119, ALPRAZOLAM B1, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 30, GM2
62747, LEVOFLOXACINO, LEVOFLOXACINO, CPR REVEST 500 MG x 7, BF8,504601002118110, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS INC X 7, BF8
76775, CLO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CAPS 10 MG x 30, LG6,538802701115117, CLORIDRATO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 10 MG CAP GEL DURA CT BL AL PLAS OPC X 30, LG6
70208, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 20, SDZ,511504103110111, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP GEL DURA CT BL AL PLAS INC X 20, SDZ
68204, DEFLAZACORTE, DEFLAZACORTE, CPR 30 MG x 10, LG6,538813402114114, DEFLAZACORTE, DEFLAZACORTE, 30 MG COM CT BL AL PLAS OPC X 10, LG6
58110, CLOR CLOMIPRAMI, CLORIDRATO CLOMIPRAMINA, CPR REVEST 25 MG x 20, E3S,507707103117111, CLORIDRATO CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA, 25 MG COM REVES CT BL AL PLAS INC X 20, E3S
64013, FESTONE, NOT FOUND, CPR REVEST 10 MG x 30, SDZ,511513101117411, FESTONE, NOT FOUND, 10 MG COM REV CT BL AL PLAS BCO OPC X 30, SDZ
73832, LOSARTAN POTAS, NOT FOUND, CPR REVEST 100 MG x 30, LG6,538817901115119, LOSARTANA POTASSICA, LOSARTANA POTASSICA, 100 MG COM REV CT BL AL PLAS LEIT X 30, LG6
71612, GABAPENTINA, GABAPENTINA, CAPS 300 MG x 30, E3S,507736801110116, GABAPENTINA, GABAPENTINA, 300 MG CAP GEL DURA CT BL AL PLAS LEIT X 30, E3S
72728, PLAGREL, NOT FOUND, CPR REVEST 75 MG x 14, SDZ,511511801111418, PLAGREL, NOT FOUND, 75 MG COM REV CT BL AL/AL X 14, SDZ
53317, NEO AMPICILIN, NOT FOUND, CAPS 500 MG x 10, N_Q,519007901111413, NEO AMPICILIN, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 10, N_Q
78695, ATORVASTATINA, ATORVASTATINA, CPR REVEST 80 MG x 30, LG6,538805601111114, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 80 MG COM REV CT BL AL/AL X 30, LG6
75665, SODEN, NOT FOUND, CPR REVEST 100 MG x 20, GM2,526129502117413, SODEN, NOT FOUND, 100 MG COMP REV DESINT LENTA CT BL AL PLAS INC X 20, GM2
69724, NEUROTRYPT, NOT FOUND, CPR REVEST 75 MG x 30, E3S,507734902114412, NEUROTRYPT, NOT FOUND, 75 MG COM REV CT BL AL PLAS LEITOSO X 30, E3S
52769, HIPERNOLOL, NOT FOUND, CPR 40 MG x 40, N_Q,519005701115419, HIPERNOLOL, NOT FOUND, 40 MG COM CT BL AL PLAS INC X 40, N_Q
64721, RISPERIDONA, RISPERIDONA, CPR REVEST 2 MG x 20, SDZ,511516103110115, RISPERIDONA, RISPERIDONA, 2 MG COM REV CT BL AL PLAS INC X 20, SDZ
76563, PREDNISONA, PREDNISONA, CPR 20 MG x 10, MD7,525071301116117, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 10, MD7
60521, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 10, SDZ,511508616112111, SINVASTATINA, SINVASTATINA, 20 MG COM REV CT BL AL PLAS INC X 10, SDZ
58820, BROMAZEPAM, BROMAZEPAM, CPR 6 MG x 30, MD7,525001404110110, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 30, MD7
72322, CARBAMAZEPINA, CARBAMAZEPINA, CPR 200 MG x 60, MD7,525068204113117, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 60, MD7
69535, HIDROCLOROTIAZI, NOT FOUND, CPR 50 MG x 20, LG6,538809201118114, HIDROCLOROTIAZIDA, HIDROCLOROTIAZIDA, 50 MG COM CT BL AL PLAS LEIT X 20, LG6
70085, PLAVIX, NOT FOUND, CPR REVEST 75 MG x 98, S_A,530504003112418, PLAVIX, NOT FOUND, 75 MG COM REV CT BL AL/AL X 98, S_A
56838, ENERGIL C, NOT FOUND, CPR EF.S/ACU 1 G x 10, E3S,507712301134418, ENERGIL C, NOT FOUND, 1 G COMP EFERV C/10, E3S
68264, LORAZEPAM, LORAZEPAM, CPR 1 MG x 20, LG6,538814001113115, LORAZEPAM, LORAZEPAM, 1 MG COM CT BL AL PLAS OPC X 20, LG6
69736, CLO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CAPS 10 MG x 30, MD7,525067802114119, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 10 MG CAP GEL DURA CT BL AL PVC/PVC INC X 30, MD7
77629, DIAZEPAM, DIAZEPAM, CPR 5 MG x 20, N_Q,519030904113111, DIAZEPAM, DIAZEPAM, 5 MG COM CT BL AL PLAS INC X 20, N_Q
77005, CARVEDILOL, CARVEDILOL, CPR 12.5 MG x 15, MD7,525071502111112, CARVEDILOL, CARVEDILOL, 12.5 MG COM CT BL AL/AL X 15, MD7
95817, RAZAPINA ODT, NOT FOUND, CPR ORODISPE 30 MG x 28, SDZ,511515603111414, RAZAPINA, NOT FOUND, 30 MG COM REV CT BL AL/PLAS INC X 28, SDZ
80680, FUM QUETIAPINA, NOT FOUND, CPR REVEST 25 MG x 14, GM2,526136001111113, FUMARATO QUETIAPINA, NOT FOUND, 25 MG COM REV CT BL AL PLAS OPC X 14, GM2
75011, CLOR AMITRIPTIL, CLORIDRATO AMITRIPTILINA, CPR REVEST 25 MG x 30, GM2,526128602118111, CLORIDRATO AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, 25 MG COM REV CT BL AL PLAS OPC X 30, GM2
68270, MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, CPR 2 MG x 20, LG6,538802303111111, MALEATO DEXCLORFENIRAMINA, MALEATO DEXCLORFENIRAMINA, 2 MG COM CT BL AL PLAS OPC X 20, LG6
55551, NEOPRAZOL, NOT FOUND, CAPS GASTROR 10 MG x 14, N_Q,519012401113413, NEOPRAZOL, NOT FOUND, 10 MG CAP GEL DURA CT FR PLAS OPC X 14, N_Q
77281, PRAZY, NOT FOUND, CPR REVEST 40 MG x 28, E3S,507742802115418, PRAZY, NOT FOUND, 40 MG COM REV CT BL AL/AL X 28, E3S
59081, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, MD7,525008005114111, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 20 MG COM CT BL AL/AL X 30, MD7
54608, METILCORD, NOT FOUND, CPR 250 MG x 30, LR3,524305201114411, METILCORD, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 30, LR3
59197, CLOR SOTALOL, CLORIDRATO SOTALOL, CPR 160 MG x 20, SDZ,511502401114119, CLORIDRATO SOTALOL, CLORIDRATO SOTALOL, 160 MG COM CT BL AL PLAS INC X 20, SDZ
55725, PROXACIN, NOT FOUND, CPR REVEST 250 MG x 6, N_Q,519014301116417, PROXACIN, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 6, N_Q
64653, FINASTERIDA, FINASTERIDA, CPR REVEST 1 MG x 60, MD7,525065404111113, FINASTERIDA, FINASTERIDA, 1 MG COM REV BL X 60, MD7
75626, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 30, BF8,504610404118114, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS OPC X 30, BF8
59701, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, SDZ,511504102114113, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CP GEL DURA CT BL AL PLAS INC X 30, SDZ
69367, LEVOFLOXACINO, LEVOFLOXACINO, CPR REVEST 500 MG x 7, GM2,526124602113117, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS LEIT X 7, GM2
99510, ALENTHUS XR, NOT FOUND, CAPS L.C. 37.5 MG x 30, MD7,525068607110418, ALENTHUS XR, NOT FOUND, 37.5 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 30, MD7
89070, LANELI, NOT FOUND, CAPS GEL x 60, MD7,525073607115416, LANELI, NOT FOUND, CAP GEL MOLE CT BL AL PLAS INC X 60, MD7
56100, ATLANSIL, NOT FOUND, CPR 100 MG x 20, S_A,530500601112311, ATLANSIL, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 20, S_A
50971, NEOTAREN, NOT FOUND, CPR 50 MG x 20, N_Q,519013201118411, NEOTAREN, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 20, N_Q
76245, CLO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CAPS 10 MG x 30, E3S,507740001115111, CLORIDRATO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 10 MG CAP GEL DURA CT BL AL PLAS OPC X 30, E3S
69849, FENOBARBITAL, FENOBARBITAL, CPR 100 MG x 20, N_Q,519025301112115, FENOBARBITAL, FENOBARBITAL, 100 MG COM CT BL AL PLAS INC X 20, N_Q
59249, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30, SDZ,511503502119114, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 10 MG COM CT BL AL/AL X 30, SDZ
59082, METILDOPA, METILDOPA, CPR REVEST 500 MG x 30, MD7,525008203110110, METILDOPA, METILDOPA, 500 MG COM REV CT BL AL PLAS INC X 30, MD7
