73676; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 30; LG6;5,08026E+14; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INCX 30; EUF
67922; ACETILCISTEINA; ACETILCISTEINA; GRAN ENVELO. 600 MG 5 G x 16; E3S;5,08708E+14; ACETILCISTEINA; ACETILCISTEINA; 600 MG GRAN CT 16 ENV PAPEL AL POLIET X 5 G; FAS
72456; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; SDZ;5,07702E+14; AMOXICILINA; AMOXICILINA; 500 MG COM CT BL AL PLAS LEIT X 21; E3S
77008; CARVEDILOL; CARVEDILOL; CPR 25 MG x 15; MD7;5,25072E+14; CARVEDILOL; CARVEDILOL; 25 MG COM CT BL AL/AL X 15; MD7
75024; FUROSEMIDA; FUROSEMIDA; CPR 40 MG x 20; S_A;5,25007E+14; FUROSEM; NOT FOUND; 40MG C/ 20; MD7
58773; PARACETAMOL; PARACETAMOL; CPR 750 MG x 20; E3S;5,38809E+14; PARACETAMOL; PARACETAMOL; 750 MG COM REV CT BL AL PLAS LEIT X 20; LG6
68170; BUTILB ESCOPOLA; BUTILBROMETO ESCOPOLAMINA; GOTAS 10 MG 20 ML x 1 (/ML); LG6;5,28501E+14; BUTILBROMETO ESCOPOLAMINA; BUTILBROMETO ESCOPOLAMINA; 10 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; PZ8
75880; CLOR NORTRIPTIL; CLORIDRATO NORTRIPTILINA; CAPS 75 MG x 30; MD7;5,29914E+14; CLORIDRATO NORTRIPTILINA; CLORIDRATO NORTRIPTILINA; 75 MG CAP GEL DURA CT BL AL PLAS INC X 30; RBY
9135; RIFOCORT; NOT FOUND; POM. 10 G x 1; MD7;5,25011E+14; RIFOCORT; NOT FOUND; POM BISN C/10 G; MD7
56667; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 30; MD7;5,21126E+14; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 30; NO_ACR
62025; LISINOPRIL; LISINOPRIL; CPR 5 MG x 30; SDZ;5,31605E+14; LISINOPRIL; LISINOPRIL; 5 MG COM CT BL AL PLAS INC X 30; NO_ACR
66775; PANTOPRAZOL; PANTOPRAZOL; CPR REVEST 40 MG x 28; GM2;5,27906E+14; PANTOPRAZOL; PANTOPRAZOL; 40 MG COM REV CT BL AL/AL X 28; P7B
64393; ATENOLOL; ATENOLOL; CPR 50 MG x 30; E3S;5,19028E+14; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 30; N_Q
64286; ACEBROFILINA; ACEBROFILINA; XAR. AD 50 MG 120 ML x 1 (/5ML); E3S;5,28526E+14; ACEBROFILINA; ACEBROFILINA; 5 MG/ ML XPE CX 50 FR PLAS AMB X 120 ML + 50 CP MED (EMB HOSP); PZ8
84455; ANGIO II; ANGIOTENSINA II; CPR REVEST 80 MG x 30; MD7;5,25074E+14; ANGIO II; ANGIOTENSINA II; 80 MG COM REV CT BL AL/AL X 30; MD7
65157; DIMETICONA; DIMETICONA; CAPS 125 MG x 10; E3S;5,31606E+14; DIMETICONA; DIMETICONA; 125MG CAP GEL MOLE CT BL AL PLAS INC X 10; NO_ACR
53561; TRIATEC; NOT FOUND; CPR 5 MG x 30; S_A;5,02813E+14; TRIATEC D; NOT FOUND; 5 MG + 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
69601; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 20; E3S;5,25302E+14; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT 2 BL AL PLAS OPC X 10; NO_ACR
72906; AC DEXAMETASONA; ACETATO DEXAMETASONA; CREME DERMAT 1 MG 10 G x 1 (/G); E3S;5,20729E+14; ACETATO DEXAMETASONA; ACETATO DEXAMETASONA; 1 MG/G CREM DERM CT BG AL X 10 G; TTB
71860; AMOXICILINA; AMOXICILINA; CPR 500 MG x 21; E3S;5,33018E+14; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; U_Q
52600; XAROPE NEO; NOT FOUND; XAROPE 100 ML x 1; N_Q;5,19017E+14; XAROPE NEO; NOT FOUND; XPE (VD C/100ML); N_Q
53213; BALSAMO BENGUE; NOT FOUND; GEL. 20 G x 1; E3S;5,26101E+14; BALSAMO BENGUE; NOT FOUND; POM BISN X 20G; GM2
68471; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 3; FAS;5,07703E+14; AZITROMICINA; AZITROMICINA; 500 MG 1 BL X 3 COMP; E3S
68767; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 60; GM2;5,25403E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT 4 BL AL PLAS INC X 15 (EMB. HOSP.); NO_ACR
69850; FUROAT MOMETASO; FUROATO MOMETASONA; CREME 1 MG 20 G x 1 (/G); GM2;5,26125E+14; FUROATO MOMETASONA; FUROATO MOMETASONA; 1 MG/G POM DERM CT BG AL X 20 G; GM2
74335; NAPROXENO; NAPROXENO; CPR 250 MG x 15; SDZ;5,2112E+14; NAPROXENO; NAPROXENO; 250 MG COM CT BL AL PVC X 15; NO_ACR
73719; BROMAZEPAM; BROMAZEPAM; CPR 3 MG x 20; SDZ;5,33001E+14; BROMAZEPAM; BROMAZEPAM; 3MG COM CT 2 BL AL PLAS INC X 10; U_Q
73360; FUROAT MOMETASO; FUROATO MOMETASONA; CREME 1 MG 20 G x 1 (/G); MD7;5,26125E+14; FUROATO MOMETASONA; FUROATO MOMETASONA; 1 MG/G CREM DERM CT BG AL X 20 G; GM2
81742; FUM QUETIAPINA; NOT FOUND; CPR REVEST 100 MG x 30; LG6;5,07745E+14; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS OPC X 30; E3S
79559; VALSARTANA; VALSARTANA; CPR REVEST 80 MG x 30; E3S;5,07744E+14; VALSARTANA; VALSARTANA; 80 MG COM REV CT BL AL AL X 30; E3S
80383; GLYCOPIRIDA; NOT FOUND; CPR 4 MG x 30; E3S;5,31623E+14; GLYCOPIRIDA; NOT FOUND; 4 MG COM CT BL AL PLAS OPC X 30; NO_ACR
57685; BETSONA; NOT FOUND; POM. 1 MG 30 G x 1 (/G); N_Q;5,19001E+14; BETSONA; NOT FOUND; POMADA 1MG/G (BG AL C/30GR); N_Q
69978; TOPIRAMATO; TOPIRAMATO; CPR REVEST 100 MG x 60; LG6;5,31618E+14; TOPIRAMATO; TOPIRAMATO; 100MG COM REV CT BL AL PLAS LEIT X 60; NO_ACR
71374; GABAPENTINA; GABAPENTINA; CAPS 300 MG x 30; GM2;5,21107E+14; GABAPENTINA; GABAPENTINA; 300 MG CAP GEL DURA CT BL AL PLAS INC X 30; NO_ACR
71721; NITRA MICONAZOL; NITRATO MICONAZOL; CREME DERMAT 20 MG 28 G x 1 (/G); GM2;5,25009E+14; NITRATO MICONAZOL; NITRATO MICONAZOL; 20 MG/G CREM DERM CT BG AL X 28 G; MD7
66106; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 1 G x 30; GM2;5,25004E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 1 G COM REV CT 3 BL AL PLAS INC X 10; MD7
103098; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 20 MG x 30; E3S;5,26117E+14; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS LEIT X 30; GM2
57577; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); N_Q;5,19E+14; ACICLOVIR; ACICLOVIR; CREME 50MG/G (BG AL C/10G); N_Q
68203; DEFLAZACORTE; DEFLAZACORTE; CPR 6 MG x 20; LG6;5,25307E+14; DEFLAZACORT; NOT FOUND; 6 MG COM CT BL AL PLAS LEIT X 20; NO_ACR
68088; LISINOPRIL; LISINOPRIL; CPR 10 MG x 30; BF8;5,35901E+14; LISINOPRIL; LISINOPRIL; 10 MG COM CT BL AL PLAS INC X 30; NO_ACR
68514; ACEBROFILINA; ACEBROFILINA; XAR. AD 10 MG 120 ML x 1 (/ML); N_Q;5,0871E+14; ACEBROFILINA; ACEBROFILINA; 10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED; FAS
85407; FUROAT MOMETASO; FUROATO MOMETASONA; POM. 1 MG 20 G x 1 (/G); N_Q;5,26125E+14; FUROATO MOMETASONA; FUROATO MOMETASONA; 1 MG/G CREM DERM CT BG AL X 20 G; GM2
78368; LOSARTAN POTAS; NOT FOUND; CPR REVEST 100 MG x 30; MD7;5,1903E+14; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 100 MG COM REV CT BL AL PLAS INC X 30; N_Q
68255; LANSOPRAZOL; LANSOPRAZOL; CAPS 30 MG x 14; LG6;5,38818E+14; LANSOPRAZOL; LANSOPRAZOL; 30 MG CAP GEL DURA C/ MICROG LIB RET CT BL AL PLAS INC X 14; LG6
68161; BETAMETASONA; BETAMETASONA; CPR 0.50 MG x 20; LG6;5,07727E+14; BETAMETASONA; BETAMETASONA; 0.5MG COM CT BL AL PLAS BCO LEIT X 20; E3S
64392; ATENOLOL; ATENOLOL; CPR 100 MG x 30; E3S;5,38808E+14; ATENOLOL; ATENOLOL; 100 MG COM CT BL AL PLAS OPC X 30 ; LG6
64010; PREDNISONA; PREDNISONA; CPR 20 MG x 10; GM2;5,28529E+14; PREDNISONA; PREDNISONA; 20 MG COM CT BL AL PLAS INC X 10; PZ8
63158; FINASTERIDA; FINASTERIDA; CPR REVEST 1 MG x 30; E3S;5,11513E+14; FINASTERIDA; FINASTERIDA; 1 MG COM REV CT BL AL PLAS INC X 30; SDZ
56088; AMPICILINA; AMPICILINA; CPR 500 MG x 12; E3S;5,11512E+14; AMPICILINA; AMPICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 12; SDZ
57794; PROPIOSOL; NOT FOUND; CREME 0.50 MG 30 G x 1 (/G); N_Q;5,20726E+14; PROPIONATO CLOBETASOL; PROPIONATO CLOBETASOL; 0.5 MG/G CREM DERM CT BG AL X 30G; TTB
103090; CARVEDILOL; CARVEDILOL; CPR 25 MG x 60; LG6;5,25072E+14; CARVEDILOL; CARVEDILOL; 25 MG COM CT BL AL/AL X 60 (EMB HOSP); MD7
62535; CLO; NOT FOUND; CPR REVEST 25 MG x 20; E3S;5,242E+14; CLOPIXOL; NOT FOUND; 25 MG - 20 COMPRIMIDOS; LUN
77915; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 25 MG x 1; E3S;5,07743E+14; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 25 MG COM REV CT BL AL PLAS OPC X 1; E3S
59060; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 30; MD7;5,0461E+14; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS OPC X 30; BF8
73624; ALPRAZOLAM; ALPRAZOLAM; CPR 0.25 MG x 20; MD7;5,08019E+14; ALPRAZOLAM; ALPRAZOLAM; 0.25 MG COM CT BL AL PLAS LEIT X 20; EUF
62997; CETOCONAZOL; CETOCONAZOL; CPR 200 MG x 10; MD7;5,25301E+14; CETOCONAZOL; CETOCONAZOL; 200 MG COM CT 1 STR X 10; NO_ACR
67361; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 30; BF8;5,07729E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG 3 BLT C/ 10 COMP; E3S
64490; CAPTOPRIL; CAPTOPRIL; CPR 50 MG x 30; SDZ;5,08019E+14; CAPTOPRIL; CAPTOPRIL; 50 MG COM CT BL AL PLAS INC X 30; EUF
64582; LANSOPRAZOL; LANSOPRAZOL; CAPS 30 MG x 7; E3S;5,25007E+14; LANSOPRAZOL; LANSOPRAZOL; 30 MG CX C/ 7 CAPSULAS (GEN); MD7
85242; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 4; N_Q;5,25074E+14; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 4; MD7
56677; AZI; NOT FOUND; CPR 500 MG x 3; E3S;5,28105E+14; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 3; PLB
78030; PARACETAMOL; PARACETAMOL; SUSP ORAL 32 MG 60 ML x 1 (/ML); MD7;5,38809E+14; PARACETAMOL; PARACETAMOL; 32 MG/ML SUS OR CT FR PLAS TRANS X 60 ML + CP MED; LG6
73834; LOSARTAN POTAS; NOT FOUND; CPR REVEST 50 MG x 30; E3S;5,06716E+14; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT 3 BL AL PLAS OPC X 10; CT6
57577; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); N_Q;5,06314E+14; ACICLOVIR; ACICLOVIR; 50 MG/G CREM DERM CT BG AL X 10 G; CF2
63832; AMOXICILINA; AMOXICILINA; PO P/SUSP 250 MG 150 ML x 1 (/5ML); N_Q;5,08E+14; AMOXICILINA; AMOXICILINA; 250 MG/5ML PO P/ SUS OR CT FR VD AMB X 150 ML + CP MED; EUF
72252; CLOR CICLOBENZA; CLORIDRATO CICLOBENZAPRINA; CPR 10 MG x 30; N_Q;5,26131E+14; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 10MG COM REV CT BL AL PLAS OPC X 30; GM2
64112; RAMIPRIL; RAMIPRIL; CPR 2.50 MG x 30; SDZ;5,25073E+14; RAMIPRIL; RAMIPRIL; 2.5 MG COM CT BL AL/AL X 30; MD7
73717; BROMAZEPAM; BROMAZEPAM; CPR 6 MG x 20; SDZ;5,25418E+14; BROMAZEPAM; BROMAZEPAM; 6 MG COM CT BL AL PLAS INC X 20; NO_ACR
75465; NIMESULIDA GEL; NOT FOUND; GEL. 20 MG 40 G x 1 (/G); N_Q;5,19014E+14; NIMESULIDA; NIMESULIDA; 20 MG/G GEL CT BG AL X 40 G; N_Q
66097; CARBAMAZEPINA; CARBAMAZEPINA; CPR 200 MG x 20; GM2;5,20725E+14; CARBAMAZEPINA; CARBAMAZEPINA; 200 MG COM CT BL AL PLAS INC X 20; TTB
69422; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); GM2;5,254E+14; ACICLOVIR; ACICLOVIR; 50 MG/G CREM DERM CT BG AL X 10 G; NO_ACR
68552; ACETILCISTEINA; ACETILCISTEINA; GRAN ENVELO. 100 MG 5 G x 16; MD7;5,07726E+14; ACETILCISTEINA; ACETILCISTEINA; 100 MG GRAN CT 16 ENV AL POLIET X 5 G; E3S
62301; AZI; NOT FOUND; CPR 500 MG x 5; E3S;5,06407E+14; AZIMED; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS INC X 5; CM5
72910; CLOTRIMAZOL; CLOTRIMAZOL; CREME DERMAT 10 MG 20 G x 1 (/G); LG6;5,25905E+14; CLOTRIMAZOL; CLOTRIMAZOL; 10 MG/G CREM DERM CT BG AL X 20 G ; MB9
77265; ALIVIUM; NOT FOUND; GOTAS 50 MG 20 ML x 1 (/ML); MQF;5,124E+14; ALIVIUM; NOT FOUND; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML; MQF
68299; NORFLOXACINO; NORFLOXACINO; CPR REVEST 400 MG x 14; LG6;5,3881E+14; NORFLOXACINO; NORFLOXACINO; 400 MG COM REV CT BL AL PLAS LEIT X 14; LG6
83355; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 100 MG x 4; MD7;5,25074E+14; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 100 MG COM REV CT BL AL PLAS INC X 4; MD7
66087; ALPRAZOLAM; ALPRAZOLAM; CPR 0.50 MG x 20; GM2;5,069E+14; ALPRAZOLAM; ALPRAZOLAM; 0.5 MG COM CT 2 BL AL PLAS INC X 10; NO_ACR
69669; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); GM2;5,26125E+14; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; GM2
154117; OMEPRAZOL; OMEPRAZOL; CAPS 20 MG x 28; N_Q;5,11516E+14; OMEPRAZOL; OMEPRAZOL; 20 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 28; SDZ
66785; PROP CLOBETASOL; NOT FOUND; CREME 0.50 MG 30 G x 1 (/G); GM2;5,26118E+14; PROPIONATO CLOBETASOL; PROPIONATO CLOBETASOL; 0.5MG CR BIS C/ 30G; GM2
57002; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; E3S;5,386E+14; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; UFB
77459; DESLORATADINA; DESLORATADINA; XAR. 0.50 MG 60 ML x 1 (/ML); GM2;5,26132E+14; DESLORATADINA; DESLORATADINA; 0.5MG/ML XPE CT FR VD AMB X 60 ML + SER DOSAD ; GM2
95123; HEM ZOLPIDEM; NOT FOUND; CPR REVEST 10 MG x 20; GM2;5,36202E+14; HEMITARTARATO ZOLPIDEM; HEMITARTARATO ZOLPIDEM; 10 MG COM REV CT STR AL X 20; ZYD
62534; CLO; NOT FOUND; CPR REVEST 10 MG x 20; E3S;5,31606E+14; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 10 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
59250; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 20 MG x 30; SDZ;5,21109E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 20 MG COM CT 3 STR X 10; NO_ACR
56668; AMOXICILINA; AMOXICILINA; SUSP 125 MG 150 ML x 1 (/5ML); MD7;5,08E+14; AMOXICILINA; AMOXICILINA; SUSP.125 MG. /5 ML CT FR VD AMB X 150 ML; EUF
68143; ACETILCISTEINA; ACETILCISTEINA; XAR. 20 MG 100 ML x 1 (/ML); LG6;5,10412E+14; ACETILCISTEINA; ACETILCISTEINA; 20 MG/ML XPE CT FR VD AMB X 100 ML + CP MED; GOB
68767; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 60; GM2;5,02817E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS INC X 60 (EMB HOSP) ; NO_ACR
68199; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; CPR REVEST 80 MG x 30; LG6;5,21125E+14; CLORIDRATO VERAPAMIL; CLORIDRATO VERAPAMIL; 80 MG COM REV CT BL AL PLAS INC X 30 ; NO_ACR
71599; ATENOLOL; ATENOLOL; CPR 100 MG x 30; LG6;5,21101E+14; ATENOLOL; ATENOLOL; 100 MG COM CT 3 BL AL PLAS INC X 10; NO_ACR
77723; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; CPR REVEST 500 MG x 14; LG6;5,25418E+14; CLORIDRATO CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; 500 MG COM REV CT BL AL PLAS INC X 14; NO_ACR
74907; DERMALINA; NOT FOUND; PO 20 MG 30 G x 1 (/G); DNF;5,0742E+14; DERMALINA; NOT FOUND; 20 MG/G PO TOP CT FR PLAS OPC X 30 G; NO_ACR
57488; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; CPR REVEST 500 MG x 14; E3S;5,11502E+14; CLORIDRATO CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; 500 MG COM REV CT BL AL PLAS INC X 14; SDZ
56128; CLARITROMICINA; CLARITROMICINA; CPR REVEST 500 MG x 10; MD7;5,25402E+14; CLARITROMICINA; CLARITROMICINA; 500 MG COM REV CT BL AL PLAS X 10; NO_ACR
62998; CETOCONAZOL; CETOCONAZOL; CPR 200 MG x 30; MD7;5,25301E+14; CETOCONAZOL; CETOCONAZOL; 200 MG COM CT 3 STR X 10; NO_ACR
72323; CARBAMAZEPINA; CARBAMAZEPINA; CPR 200 MG x 30; MD7;5,21103E+14; CARBAMAZEPINA; CARBAMAZEPINA; 200 MG COM CT BL AL PLAS INC X 30; NO_ACR
56666; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; MD7;5,386E+14; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; UFB
77055; CLOR CICLOBENZA; CLORIDRATO CICLOBENZAPRINA; CPR REVEST 10 MG x 30; E3S;5,26131E+14; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 10 MG COM REV CT BL AL PLAS OPC X 30; GM2
78282; SINVASTATINA; SINVASTATINA; CPR 20 MG x 30; LG6;5,04602E+14; SINVASTATINA; SINVASTATINA; 20MG COM REV CT 3 BL AL PLAS INC X 10; BF8
73628; ALPRAZOLAM; ALPRAZOLAM; CPR 1 MG x 30; MD7;5,2507E+14; ALPRAZOLAM; ALPRAZOLAM; 1 MG COM CT BL AL PLAS OPC X 30 ; MD7
64077; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; N_Q;5,07702E+14; AMOXICILINA; AMOXICILINA; 500 MG 1 BL X 21 CAPS; E3S
58000; FLOX; NOT FOUND; CPR 400 MG x 14; SDZ;5,04901E+14; FLOXIN; NOT FOUND; 400 MG COM REV CT 2 BL AL PLAS INC X 7; BRT
57138; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 20 MG x 30; E3S;5,25008E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 20 MG COMP CT C/ 3 STRIP X 10; MD7
60013; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; LR3;5,386E+14; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; UFB
66761; NORFLOXACINO; NORFLOXACINO; CPR 400 MG x 14; GM2;5,07719E+14; NORFLOXACINO; NORFLOXACINO; 400 MG FR C/14 COMP; E3S
65519; ACICLOVIR; ACICLOVIR; CPR 200 MG x 25; N_Q;5,01504E+14; ACICLOVIR; ACICLOVIR; 200 MG COM CT BL AL PLAS INC X 25; ATX
72320; CARBAMAZEPINA; CARBAMAZEPINA; CPR 200 MG x 20; MD7;5,19024E+14; CARBAMAZEPINA; CARBAMAZEPINA; 200 MG COM CT BL AL PLAS INC X 20; N_Q
62885; BROMOPRIDA; BROMOPRIDA; CAPS 10 MG x 20; MD7;5,28522E+14; BROMOPRIDA; BROMOPRIDA; 10 MG COM CT BL AL PLAS INC X 20 ; PZ8
68229; DIP BET SUL GEN; NOT FOUND; CREME 30 G x 1; LG6;5,3161E+14; DIPROPIONATO BETAMETASONA SULFA GENTAMICINA; NOT FOUND; POM BIS C/ 30G; NO_ACR
63616; NORFLOXACINO; NORFLOXACINO; CPR REVEST 400 MG x 14; BF8;5,25009E+14; NORFLOXACINO; NORFLOXACINO; 400 MG COM REV CT 2 BL AL PLAS INC X 7; MD7
59942; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 30; E3S;5,33509E+14; CAPTOPRIL; CAPTOPRIL; 25 MG COM CT BL AL PLAS INC X 30; VAP
76247; CLO SIBUTRAMINA; CLORIDRATO SIBUTRAMINA MONOIDRATADO; CAPS GEL 10 MG x 30; GM2;5,08024E+14; CLORIDRATO SIBUTRAMINA MONOHIDRATADO; NOT FOUND; 10 MG CAP GEL DURA CT BL AL PLAS INC X 30; EUF
55778; CORTICORTEN; NOT FOUND; CPR 5 MG x 20; N_Q;5,19003E+14; CORTICORTEN; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 20; N_Q
58309; PARACETAMOL; PARACETAMOL; GOTAS 200 MG 15 ML x 1 (/ML); MD7;5,06408E+14; PARACETAMOL; PARACETAMOL; 200 MG / ML CT FR OPC GOT X 15 ML; CM5
76778; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; CPR REVEST 250 MG x 14; LG6;5,38902E+14; CIPRO; NOT FOUND; 250 MG COM REV CT BL AL PLAS (PP) INC X 14; NO_ACR
68192; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 850 MG x 60; GM2;5,21104E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT BL AL PLS INC X 60; NO_ACR
544; AMPICIL; NOT FOUND; CAPS 500 MG x 6; MD7;5,20701E+14; AMPICILASE; NOT FOUND; CAPS 500 MG CX. C/ 6; TTB
69916; CEFALEXINA; CEFALEXINA; CPR REVEST 500 MG x 8; LG6;5,01501E+14; CEFALEXINA; CEFALEXINA; COMP.REV. 500MG CX 1 BL X 8; ATX
85564; DICLOFEN DIETIL; DICLOFENACO DIETILAMONIO; GEL . 10 MG 60 G x 1 (/G); LR3;5,24309E+14; DICLOFENACO DIETILAMONIO; DICLOFENACO DIETILAMONIO; 10 MG/G GEL CREM CT BG AL X 60 G; LR3
57577; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); N_Q;5,04413E+14; ACICLOVIR; ACICLOVIR; 50 MG/G CREM DERM CT BG AL X 10 G; NO_ACR
32097; DERMOBENE ANTIMICO; NOT FOUND; CREME 10 MG 20 G x 1 (/G); LG6;5,26103E+14; DERMOBENE; NOT FOUND; 10 MG/ML SOL TOP CT FR PLAS OPC GOT X 20 ML; GM2
79568; VALSARTANA; VALSARTANA; CPR REVEST 320 MG x 30; E3S;5,25073E+14; VALSARTANA; VALSARTANA; 320 MG COM REV CT BL AL/AL X 30; MD7
61097; DIP BET SUL GEN; NOT FOUND; POM. 30 G x 1; MD7;5,3161E+14; DIPROPIONATO BETAMETASONA SULFA GENTAMICINA; NOT FOUND; POM BIS C/ 30G; NO_ACR
71254; CLO CLINDAMICIN; CLORIDRATO CLINDAMICINA MONOIDRATADO; CAPS 300 MG x 16; GM2;5,26126E+14; CLORIDRATO CLINDAMICINA; CLORIDRATO CLINDAMICINA MONOIDRATADO; 300 MG CAP GEL DURA CT BL AL PLAS LEIT X 16; GM2
57486; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; CPR REVEST 250 MG x 14; E3S;5,26121E+14; CLORIDRATO CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; 250 MG COM REV CT BL AL PLAS OPC X 14; GM2
78697; DOMPERIDONA; DOMPERIDONA; CPR 10 MG x 60; LG6;5,38805E+14; DOMPERIDONA; DOMPERIDONA; 10 MG COM CT BL AL PLAS OPC X 60; LG6
62857; LOSARTAN POTAS; NOT FOUND; CPR 50 MG x 30; MD7;5,25008E+14; LOSARTAN; NOT FOUND; 50 MG COM REV CT 2 BL AL PLAS OPC X 15; MD7
58871; MELOXICAM; MELOXICAM; CPR 7.50 MG x 10; MD7;5,25064E+14; MELOXICAM; MELOXICAM; 7.5 MG COM CT BL AL PLAST INC X 10; MD7
102173; CARVEDILOL; CARVEDILOL; CPR 6.25 MG x 15; E3S;5,25072E+14; CARVEDILOL; CARVEDILOL; 6.25 MG COM CT BL AL/AL X 15; MD7
73884; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 30; GM2;5,21105E+14; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
68151; ALBENDAZOL; ALBENDAZOL; CPR MASC 400 MG x 1; MD7;5,31609E+14; ALBENDAZOL; ALBENDAZOL; 400MG COM MAST CT STR X 1; NO_ACR
