507728902132114, ACEBROFILINA, ACEBROFILINA, ACEBROFILINA, 50MG/5ML XPE C/120ML, E3S
507726902119413, ALLEXOFEDRIN, ALLEXOFEDRIN, NOT FOUND, 180 MG COM REV CT BL AL/AL X 10, E3S
507726903115411, ALLEXOFEDRIN, ALLEXOFEDRIN, NOT FOUND, 60 MG + 120 MG COM REVE CT BL AL/AL X 10 (D), E3S
507727804110118, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS INC X 30, E3S
507727801111113, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.25MG 2 BLT C/ 10 COMP, E3S
507727805117116, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG COM CT BL AL PLAS INC X 30, E3S
507727802118111, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.5MG 2 BLT C/ 10 COMP, E3S
507727806113114, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 1 MG COM CT BL AL PLAS INC X 30, E3S
507727803114111, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 1MG 2 BLT C/ 10 COMP, E3S
507727807111115, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 2 MG COM CT BL AL PLAS INC X 20, E3S
507727808116110, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 2 MG COM CT BL AL PLAS INC X 30, E3S
507701701111411, AMOX, AMOX, NOT FOUND, EMS - 500MG 1 BL X 21 CAPS, E3S
507701702132410, AMOX, AMOX, NOT FOUND, EMS - SUSP PO 250MG/5ML FR 150ML, E3S
507701803133110, AMOXICILINA, AMOXICILINA, AMOXICILINA, 400MG SUSP FR 100ML, E3S
507701811111112, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG COM CT BL AL PLAS LEIT X 21, E3S
507701810113111, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG COM CT BL AL PLAS LEIT X 72 (EMB FRAC), E3S
507701808119116, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG X 72 CAPS (EMB FRAC), E3S
507701804113113, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500MG 1 BL X 15 CAPS, E3S
507701805111114, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500MG 1 BL X 21 CAPS, E3S
507701807112118, AMOXICILINA, AMOXICILINA, AMOXICILINA, 875MG COM REVES CT BL AL X 14, E3S
507701809115114, AMOXICILINA, AMOXICILINA, AMOXICILINA, 875MG X 30 COMP REV (EMB FRAC), E3S
507701806132115, AMOXICILINA, AMOXICILINA, AMOXICILINA, SUSP 250MG/5ML FR X 150ML, E3S
507701801130114, AMOXICILINA, AMOXICILINA, AMOXICILINA, SUSP 500MG/5ML FR X 150ML, E3S
507701605110114, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG + 125MG X 30 COMP REV (EMB FRAC), E3S
507701603118118, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG 2 BL X 6 COMP, E3S
507701604114116, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG 3 BL X 6 COMP, E3S
507701608136114, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 80 MG/ML + 11.4 MG/ML PO SUS ORAL CT FR PLAS OPC X 70 ML + SER DOSAD + CP MED, E3S
507701606117112, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL / AL X 12, E3S
507701607113110, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL / AL X 14, E3S
507701601131117, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, SUSP FR 75 ML 125MG/5ML, E3S
507701602138115, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, SUSP FR 75 ML 250MG/5ML, E3S
507735401119118, AMOXICILINA TRIIDRATADA, AMOXICILINA TRIIDRATADA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 30, E3S
507701909111110, AMPICILINA, AMPICILINA, AMPICILINA, 500 MG X 24 COMP, E3S
507701908113111, AMPICILINA, AMPICILINA, AMPICILINA, 500 MG X 48 COMP (EMB FRAC), E3S
507701901119112, AMPICILINA, AMPICILINA, AMPICILINA, 500MG 1 BL X 12 COMP, E3S
507701902115110, AMPICILINA, AMPICILINA, AMPICILINA, 500MG 1 BL X 6 COMP, E3S
507701906137119, AMPICILINA, AMPICILINA, AMPICILINA, SUSP 3.0 G FR PO 60ML, E3S
507701907133117, AMPICILINA, AMPICILINA, AMPICILINA, SUSP 7.5 G FR PO 150ML, E3S
507702501114413, ANTIVIRAX, ANTIVIRAX, NOT FOUND, 200MG 3 BL X 10 COMP, E3S
507702502161415, ANTIVIRAX, ANTIVIRAX, NOT FOUND, CR BISN C/ 10 G, E3S
507702503151413, ANTIVIRAX, ANTIVIRAX, NOT FOUND, INJ CX C/ 5 FR.AMP, E3S
507702601135412, APEVITIN, APEVITIN, NOT FOUND, XPE FR C/ 240ML, E3S
507703007113116, ATENOLOL, ATENOLOL, ATENOLOL, 100 MG COM CT BL AL PLAS INC X 60, E3S
507703009116112, ATENOLOL, ATENOLOL, ATENOLOL, 100 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507703002111115, ATENOLOL, ATENOLOL, ATENOLOL, 100MG 3 BL X 10 COMP, E3S
507703010114111, ATENOLOL, ATENOLOL, ATENOLOL, 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507703004114111, ATENOLOL, ATENOLOL, ATENOLOL, 25MG 2 BL X 15 COMP, E3S
507703003118113, ATENOLOL, ATENOLOL, ATENOLOL, 25MG 4 BL X 15 COMP, E3S
507703008111117, ATENOLOL, ATENOLOL, ATENOLOL, 50 MG COM CT BL AL PLAS INC X 60, E3S
507703011110118, ATENOLOL, ATENOLOL, ATENOLOL, 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507703006117118, ATENOLOL, ATENOLOL, ATENOLOL, 50MG 2 BL X 15 COMP, E3S
507702903115112, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507702901112116, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 100/25 MG 2 BL X 15, E3S
507702904111110, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507702902119114, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 50/12.5MG 2 BL X 15LG, E3S
507703201114416, AZITROGRAN, AZITROGRAN, NOT FOUND, 500MG 1 BL X 3 COMP, E3S
507703305114110, AZITROMICINA, AZITROMICINA, AZITROMICINA, 1000 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC), E3S
507703306110119, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC), E3S
507703301119118, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500MG 1 BL X 2 COMP, E3S
507703302115116, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500MG 1 BL X 3 COMP, E3S
507703303138111, AZITROMICINA, AZITROMICINA, AZITROMICINA, SUSP ORAL 600MG PO+DIL, E3S
507703304134118, AZITROMICINA, AZITROMICINA, AZITROMICINA, SUSP ORAL 900MG PO+DIL, E3S
507734201116117, AZITROMICINA DIIDRATADA, AZITROMICINA DIIDRATADA, NOT FOUND, 1000 MG COM REV CT BL AL PLAS LEIT X 1, E3S
507728902132114, ACEBROFILINA, ACEBROFILINA, ACEBROFILINA, 50MG/5ML XPE C/120ML, E3S
507728901136116, ACEBROFILINA, ACEBROFILINA, ACEBROFILINA, 5MG/ML XPE CT FR VD AMB X 120ML + CP MED, E3S
507737301162115, ACECLOFENACO, ACECLOFENACO, ACECLOFENACO, 15 MG / G CREME DERM CT BG AL X 30 G, E3S
507739001166111, ACETATO DE DEXAMETASONA, ACETATO DEXAMETASONA, ACETATO DEXAMETASONA, 1 MG/G CREM DERM CT BG AL X 10 G, E3S
507700302114417, ACETOFLUX, ACETOFLUX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 14, E3S
507700301118419, ACETOFLUX, ACETOFLUX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 5 , E3S
507726207119117, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), E3S
507726206112119, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 16 ENV AL POLIET X 5 G, E3S
507726204136118, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 20 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, E3S
507726208115115, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 200 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), E3S
507726202176112, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 200MG GRAN CT 16 ENV AL POLIET X 5G, E3S
507726205132116, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 40 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, E3S
507726209111113, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 600 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), E3S
507726201031129, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, XPE FR X 100ML, E3S
507702501114413, ANTIVIRAX, ANTIVIRAX, NOT FOUND, 200 MG 3 BL X 10 COMP, E3S
507702502161415, ANTIVIRAX, ANTIVIRAX, NOT FOUND, 50 MG/G CREM CT BG AL X 10 G, E3S
507700401163114, ACICLOVIR, ACICLOVIR, ACICLOVIR, 50 MG/G CREM DERM CT BG AL X 10 G, E3S
507702503151413, ANTIVIRAX, ANTIVIRAX, NOT FOUND, 250 MG PO LIOF CT 5 FA VD INC, E3S
507700102115118, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, 100 MG COM CT BL AL PLAS LEIT X 200 (EMB HOSP), E3S
507700103111116, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, 100 MG COM CT BL AL PLAS LEIT X 30, E3S
507700104118114, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, 100 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP), E3S
507700105114112, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, 300 MG COM REV CT BL AL PLAS OPC X 30, E3S
507702601135412, APEVITIN, APEVITIN, NOT FOUND, XPE CT FR VD AMB X 240 ML + DOSEADOR, E3S
507738901112117, ÁCIDO MEFENÂMICO, ACIDO MEFENAMICO, ACIDO MEFENAMICO, 500 MG COM CT BL AL PLAS OPC X 24, E3S
507743301111116, ácido tranexâmico, ACIDO TRANEXAMICO, ACIDO TRANEXAMICO, 250 MG COM CT BL AL PLAS OPC X 12, E3S
507730601160110, ADAPALENO, ADAPALENO, ADAPALENO, 1 MG/G CREM DERM CT BG AL X 30 G, E3S
507730602167119, ADAPALENO, ADAPALENO, ADAPALENO, 1 MG/G GEL CT BG AL X 30 G, E3S
507700803113111, ALBENDAZOL, ALBENDAZOL, ALBENDAZOL, 200 MG COM MAST CT BL AL PLAS LEIT X 2, E3S
507700801137110, ALBENDAZOL, ALBENDAZOL, ALBENDAZOL, 40 MG/ML SUS OR CT FR VD AMB X 10 ML , E3S
507700802117113, ALBENDAZOL, ALBENDAZOL, ALBENDAZOL, 400 MG COM MAST CT STRIP X 1, E3S
507731501119419, ALENDRONATO SÓDICO, ALENDRONATO SODICO, NOT FOUND, 70 MG COM CT BL AL PLAS LEIT X 2, E3S
507731502115115, ALENDRONATO SÓDICO, ALENDRONATO SODICO, NOT FOUND, 70 MG COM CT BL AL PLAS LEIT X 4, E3S
507739701117415, ALENDÓSSEO, ALENDOSSEO, NOT FOUND, 70 MG COM CT BL AL PLAS OPC X 4, E3S
507727801111113, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG 2 BLT C/ 10 COMP, E3S
507727804110118, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.25 MG COM CT BL AL PLAS INC X 30, E3S
507727802118111, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG 2 BLT C/ 10 COMP, E3S
507727805117116, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 0.5 MG COM CT BL AL PLAS INC X 30, E3S
507727803114111, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 1 MG 2 BLT C/ 10 COMP, E3S
507727806113114, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 1 MG COM CT BL AL PLAS INC X 30, E3S
507727807111115, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 2 MG COM CT BL AL PLAS INC X 20, E3S
507727808116110, ALPRAZOLAM, ALPRAZOLAM, ALPRAZOLAM, 2 MG COM CT BL AL PLAS INC X 30, E3S
507735401119118, AMOXICILINA TRIIDRATADA, AMOXICILINA TRIIDRATADA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 30, E3S
507701808119116, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 72 (EMB FRAC) , E3S
507701811111112, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG COM CT BL AL PLAS LEIT X 21, E3S
507701810113111, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG COM CT BL AL PLAS LEIT X 72 (EMB FRAC), E3S
507701809115114, AMOXICILINA, AMOXICILINA, AMOXICILINA, 875 MG COM REV CT BL AL AL X 30 (EMB FRAC) , E3S
507701803133110, AMOXICILINA, AMOXICILINA, AMOXICILINA, 400MG SUSP FR 100ML, E3S
507701804113113, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG 1 BL X 15 CAPS, E3S
507701805111114, AMOXICILINA, AMOXICILINA, AMOXICILINA, 500 MG 1 BL X 21 CAPS, E3S
507701807112118, AMOXICILINA, AMOXICILINA, AMOXICILINA, 875 MG COM REVES CT BL AL X 14, E3S
507701701111411, AMOX, AMOX, NOT FOUND, EMS - 500 MG 1 BL X 21 CAPS, E3S
507701702132410, AMOX, AMOX, NOT FOUND, EMS - SUSP PO 250MG/5ML FR 150ML, E3S
507701806132115, AMOXICILINA, AMOXICILINA, AMOXICILINA, SUSP 250MG/5ML FR X 150ML, E3S
507701801130114, AMOXICILINA, AMOXICILINA, AMOXICILINA, SUSP 500MG/5ML FR X 150ML, E3S
507701605110114, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500MG + 125MG X 30 COMP REV (EMB FRAC), E3S
507701608136114, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 80 MG/ML + 11.4 MG/ML PO SUS ORAL CT FR PLAS OPC X 70 ML + SER DOSAD + CP MED, E3S
507701606117112, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL / AL X 12, E3S
507701607113110, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 875 MG + 125 MG COM REV CT BL AL / AL X 14, E3S
507701901119112, AMPICILINA, AMPICILINA, AMPICILINA, 500 MG 1 BL X 12 COMP, E3S
507701902115110, AMPICILINA, AMPICILINA, AMPICILINA, 500 MG 1 BL X 6 COMP, E3S
507701908113111, AMPICILINA, AMPICILINA, AMPICILINA, 500 MG COM CT BL AL PLAS INC X 48 (EMB FRAC), E3S
507701909111110, AMPICILINA, AMPICILINA, AMPICILINA, 500 MG X 24 COMP, E3S
507701906137119, AMPICILINA, AMPICILINA, AMPICILINA, SUSP 3.0 G FR PO 60ML, E3S
507701907133117, AMPICILINA, AMPICILINA, AMPICILINA, SUSP 7.5 G FR PO 150ML, E3S
507703002111115, ATENOLOL, ATENOLOL, ATENOLOL, 100 MG 3 BL X 10 COMP, E3S
507703007113116, ATENOLOL, ATENOLOL, ATENOLOL, 100 MG COM CT BL AL PLAS INC X 60, E3S
507703009116112, ATENOLOL, ATENOLOL, ATENOLOL, 100 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507703004114111, ATENOLOL, ATENOLOL, ATENOLOL, 25 MG 2 BL X 15 COMP, E3S
507703003118113, ATENOLOL, ATENOLOL, ATENOLOL, 25 MG 4 BL X 15 COMP, E3S
507703010114111, ATENOLOL, ATENOLOL, ATENOLOL, 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507703006117118, ATENOLOL, ATENOLOL, ATENOLOL, 50 MG 2 BL X 15 COMP, E3S
507703008111117, ATENOLOL, ATENOLOL, ATENOLOL, 50 MG COM CT BL AL PLAS INC X 60, E3S
507703011110118, ATENOLOL, ATENOLOL, ATENOLOL, 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507702903115112, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 100 MG + 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507702901112116, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 100/25 MG 2 BL X 15, E3S
507702904111110, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 50 MG + 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507702902119114, ATENOLOL + CLORTALIDONA, ATENOLOL CLORTALIDONA, NOT FOUND, 50/12.5 MG 2 BL X 15LG, E3S
507743401114117, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 10 MG COM REV CT BL AL AL X 30, E3S
507743402110115, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 10 MG COM REV CT BL AL AL X 60, E3S
507743407112116, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL AL X 30, E3S
507743403117113, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL AL X 60, E3S
507743404113111, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 40 MG COM REV CT BL AL AL X 30, E3S
507743405111112, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 40 MG COM REV CT BL AL AL X 60, E3S
507743406116118, ATORVASTATINA CÁLCICA, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 80 MG COM REV CT BL AL AL X 30, E3S
507703305114110, AZITROMICINA, AZITROMICINA, AZITROMICINA, 1000 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC), E3S
507703301119118, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG 1 BL X 2 COMP, E3S
507703201114416, AZITROGRAN, AZITROGRAN, NOT FOUND, 500 MG 1 BL X 3 COMP, E3S
507703302115116, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG 1 BL X 3 COMP, E3S
507703306110119, AZITROMICINA, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC), E3S
507703303138111, AZITROMICINA, AZITROMICINA, AZITROMICINA, SUSP ORAL 600MG PO+DIL, E3S
507703304134118, AZITROMICINA, AZITROMICINA, AZITROMICINA, SUSP ORAL 900MG PO+DIL, E3S
507734201116117, AZITROMICINA DIIDRATADA, AZITROMICINA DIIDRATADA, NOT FOUND, 1000 MG COM REV CT BL AL PLAS LEIT X 1, E3S
507701603118118, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG 2 BL X 6 COMP, E3S
507701604114116, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 500 MG 3 BL X 6 COMP, E3S
507701601131117, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, SUSP FR 75 ML 125MG/5ML, E3S
507701602138115, AMOXICILINA + CLAVULANATO DE POTÁSSIO, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, SUSP FR 75 ML 250MG/5ML, E3S
507726901112415, ALLEXOFEDRIN, ALLEXOFEDRIN, NOT FOUND, 120 MG COM REV CT BL AL/AL X 10, E3S
507726902119413, ALLEXOFEDRIN, ALLEXOFEDRIN, NOT FOUND, 180 MG COM REV CT BL AL/AL X 10, E3S
507726903115411, ALLEXOFEDRIN, ALLEXOFEDRIN, NOT FOUND, 60 MG + 120 MG COM REVE CT BL AL/AL X 10 (D), E3S
507700502164418, ADEDERME, ADEDERME, NOT FOUND, 5.000 UI + 900 UI + 150 G POM DERM CT TB AL X 45 G, E3S
507733001156117, ALGESTONA ACETONIDA + ENANTATO DE ESTRADIOL, ALGESTONA ACETONIDA ENANTATO ESTRADIOL, NOT FOUND, 150 MG/ML + 10 MG/ML SOL INJ IM CT AMP VD AMB X 1 ML, E3S
507701001134417, ALKAGEL, ALKAGEL, NOT FOUND, SUSP FR X 240ML, E3S
507700901115410, ALGIFLEX, ALGIFLEX, NOT FOUND, 200 MG 2 BL X 10 COMP, E3S
507726101061115, ACETO.TRIA+SULF NEO+GRAM+NIST, ACETO TRIA SULF NEO GRAM NIST, NOT FOUND, CR BISN X 30G, E3S
507726001065119, ACETO.TRIA+SULF NEO+GRAM+NIST, ACETO TRIA SULF NEO GRAM NIST, NOT FOUND, POM BISN X 30G, E3S
507700501168411, ADEDERME, ADEDERME, NOT FOUND, 5000 UI + 900 UI + 150 MG POM DERM CT BG AL X 45 G, E3S
507727701168113, ACETONIDA DE TRIANCINOLONA, ACETONIDA TRIANCINOLONA, NOT FOUND, 1MG/G POM BISN C/ 10G, E3S
507743101161111, ÁCIDO FUSÍDICO+VALERATO DE BETAMETASONA, ACIDO FUSIDICO VALERATO BETAMETASONA, NOT FOUND, 20 MG/G + 1 MG/G CREM DERM CT BG AL X 15 G, E3S
507728902132114, ACEBROFILINA, ACEBROFILINA, ACEBROFILINA, 50MG/5ML XPE C/120ML, E3S
507728901136116, ACEBROFILINA, ACEBROFILINA, ACEBROFILINA, 5MG/ML XPE CT FR VD AMB X 120ML + CP MED, E3S
507737301162115, ACECLOFENACO, ACECLOFENACO, ACECLOFENACO, 15 MG / G CREME DERM CT BG AL X 30 G, E3S
507739001166111, ACETATO DE DEXAMETASONA, ACETATO DEXAMETASONA, ACETATO DEXAMETASONA, 1 MG/G CREM DERM CT BG AL X 10 G, E3S
507700302114417, ACETOFLUX, ACETOFLUX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 14, E3S
507700301118419, ACETOFLUX, ACETOFLUX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 5 , E3S
507726207119117, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), E3S
507726206112119, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 100 MG GRAN CT 16 ENV AL POLIET X 5 G, E3S
507726204136118, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 20 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, E3S
507726208115115, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 200 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), E3S
507726202176112, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 200MG GRAN CT 16 ENV AL POLIET X 5G, E3S
507726205132116, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 40 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, E3S
507726209111113, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, 600 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC), E3S
507726201031129, ACETILCISTEÍNA, ACETILCISTEINA, ACETILCISTEINA, XPE FR X 100ML, E3S
507702501114413, ANTIVIRAX, ANTIVIRAX, NOT FOUND, 200 MG 3 BL X 10 COMP, E3S
507702502161415, ANTIVIRAX, ANTIVIRAX, NOT FOUND, 50 MG/G CREM CT BG AL X 10 G, E3S
507700401163114, ACICLOVIR, ACICLOVIR, ACICLOVIR, 50 MG/G CREM DERM CT BG AL X 10 G, E3S
507702503151413, ANTIVIRAX, ANTIVIRAX, NOT FOUND, 250 MG PO LIOF CT 5 FA VD INC, E3S
507700102115118, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, 100 MG COM CT BL AL PLAS LEIT X 200 (EMB HOSP), E3S
507700103111116, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, 100 MG COM CT BL AL PLAS LEIT X 30, E3S
507700104118114, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, 100 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP), E3S
507700105114112, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, ACIDO ACETILSALICILICO, 300 MG COM REV CT BL AL PLAS OPC X 30, E3S
507702601135412, APEVITIN, APEVITIN, NOT FOUND, XPE CT FR VD AMB X 240 ML + DOSEADOR, E3S
507738901112117, ÁCIDO MEFENÂMICO, ACIDO MEFENAMICO, ACIDO MEFENAMICO, 500 MG COM CT BL AL PLAS OPC X 24, E3S
507743301111116, ácido tranexâmico, ACIDO TRANEXAMICO, ACIDO TRANEXAMICO, 250 MG COM CT BL AL PLAS OPC X 12, E3S
507730601160110, ADAPALENO, ADAPALENO, ADAPALENO, 1 MG/G CREM DERM CT BG AL X 30 G, E3S
507730602167119, ADAPALENO, ADAPALENO, ADAPALENO, 1 MG/G GEL CT BG AL X 30 G, E3S
507700803113111, ALBENDAZOL, ALBENDAZOL, ALBENDAZOL, 200 MG COM MAST CT BL AL PLAS LEIT X 2, E3S
507700801137110, ALBENDAZOL, ALBENDAZOL, ALBENDAZOL, 40 MG/ML SUS OR CT FR VD AMB X 10 ML , E3S
507700802117113, ALBENDAZOL, ALBENDAZOL, ALBENDAZOL, 400 MG COM MAST CT STRIP X 1, E3S
507731501119419, ALENDRONATO SÓDICO, ALENDRONATO SODICO, NOT FOUND, 70 MG COM CT BL AL PLAS LEIT X 2, E3S
507731502115115, ALENDRONATO SÓDICO, ALENDRONATO SODICO, NOT FOUND, 70 MG COM CT BL AL PLAS LEIT X 4, E3S
507739701117415, ALENDÓSSEO, ALENDOSSEO, NOT FOUND, 70 MG COM CT BL AL PLAS OPC X 4, E3S
