537900201151313, CERETEC, CERETEC, NOT FOUND, 0.5 MG PO LIOF INJ IV CX 5 FA VD INC X 10ML, NO_ACR
505602301151415, CLAVICIN, CLAVICIN, NOT FOUND, 1G CX 1FA + DIL. 20 ML, NO_ACR
505602302156410, CLAVICIN, CLAVICIN, NOT FOUND, 500 MG CX. 1FA+1DIL. 10ML, NO_ACR
505602405151411, CLINDACIN, CLINDACIN, NOT FOUND, 600 MG AMP. CX. 50X4ML, NO_ACR
505608701151111, CLORIDRATO DE VANCOMICINA, CLORIDRATO VANCOMICINA, CLORIDRATO VANCOMICINA, 500 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 10 ML, NO_ACR
505608702156115, CLORIDRATO DE VANCOMICINA, CLORIDRATO VANCOMICINA, CLORIDRATO VANCOMICINA, 500 MG PO LIOF P/ SOL INJ IV CX 25 FA VD INC X 10 ML (EMB HOSP), NO_ACR
505608703152113, CLORIDRATO DE VANCOMICINA, CLORIDRATO VANCOMICINA, CLORIDRATO VANCOMICINA, 500 MG PO LIOF P/ SOL INJ IV CX 50 FA VD INC X 10 ML (EMB HOSP), NO_ACR
505602601110412, CLOTRIZOL, CLOTRIZOL, NOT FOUND, 400 MG + 80MG COMP. CX. 100, NO_ACR
507100401138413, CITANEST, CITANEST, NOT FOUND, CX. C/ 50 TUBETES 1.8ML, NO_ACR
507501001114413, CLOPIVIX, CLOPIVIX, NOT FOUND, 75 MG COM REV CT BL AL/AL X 07, NO_ACR
507501002110411, CLOPIVIX, CLOPIVIX, NOT FOUND, 75 MG COM REV CT BL AL/AL X 14, NO_ACR
507501003117411, CLOPIVIX, CLOPIVIX, NOT FOUND, 75 MG COM REV CT BL AL/AL X 20, NO_ACR
507501004113418, CLOPIVIX, CLOPIVIX, NOT FOUND, 75 MG COM REV CT BL AL/AL X 28, NO_ACR
507501005111419, CLOPIVIX, CLOPIVIX, NOT FOUND, 75 MG COM REV CT BL AL/AL X 60, NO_ACR
507600503118219, CIALIS, CIALIS, NOT FOUND, 20 MG COM REV CT 4 BL AL PLAS INC X 2, NO_ACR
507600501115212, CIALIS, CIALIS, NOT FOUND, CIALIS 20 MG COM REV CT 2BL AL PLAS INC X 2, NO_ACR
507600502111210, CIALIS, CIALIS, NOT FOUND, CIALIS 20 MG COM REV CT BL AL PLAS INC X 2, NO_ACR
507603305112219, CYMBALTA, CYMBALTA, NOT FOUND, 30 MG CAP GEL DURA C/ MGRAN RETARD CT 2 BL AL PLAS INC X 14, NO_ACR
507603304116210, CYMBALTA, CYMBALTA, NOT FOUND, 30 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL PLAS INC X 14 , NO_ACR
507603303111215, CYMBALTA, CYMBALTA, NOT FOUND, 60 MG CAP GEL DURA C/ MGRAN RETARD CT 2 BL AL PLAS INC X14, NO_ACR
507603302113214, CYMBALTA, CYMBALTA, NOT FOUND, 60 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL PLAS INC X 14, NO_ACR
507603301117216, CYMBALTA, CYMBALTA, NOT FOUND, 60 MG CAP GEL DURA C/ MGRAN RETARD CT BL AL PLAS INC X 7, NO_ACR
508100301115417, CIRCANETTEN, CIRCANETTEN, NOT FOUND, CX COM 30 CAPS 3 BL 10 CAPS, NO_ACR
508600302153411, CONC.ÁCIDO HEMODIÁLISE.F2, CONC ACIDO HEMODIALISE F2, NOT FOUND, (137+ 1.5+ 2.5+ 1.0) MEQ/L + 1.0 G/L SOL HEMO CX FR PLAS TRANS X 5 L, NO_ACR
508600301157413, CONC.ÁCIDO HEMODIÁLISE.F2, CONC ACIDO HEMODIALISE F2, NOT FOUND, (137+ 1.5+ 3.5+ 1.0) MEQ/L + 1.0 G/L SOL HEMO CX FR PLAS TRANS X 5 L, NO_ACR
508600701155418, CONC.BÁSICO HEMODIÁLISE.F3, CONC BASICO HEMODIALISE F3, NOT FOUND, PO SECO HD BIC SACO PLAS X 840 G, NO_ACR
508600801176417, CPHD FARMARIN (BICARBONATO DE SÓDIO), CPHD FARMARIN BICARBONATO SODIO, NOT FOUND, 0.084 G/ML SOL HEMO CX 4 FR PLAS TRANS X 5 L, NO_ACR
509900601111413, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25MG CX C/ 50 BLISTERES X 10 COMP, NO_ACR
509900701116417, CIMETIDINA, CIMETIDINA, CIMETIDINA, 200 MG COM CX 50 BL AL PLAS INC X 10 (EMB HOSP), NO_ACR
510602001136418, CLAVULIN, CLAVULIN, NOT FOUND, 125MG SUSP FR 75ML, NO_ACR
510602003112419, CLAVULIN, CLAVULIN, NOT FOUND, 500MG COMP REV FR 12, NO_ACR
510602004119417, CLAVULIN, CLAVULIN, NOT FOUND, 500MG COMP REV FR 18, NO_ACR
510602006138311, CLAVULIN, CLAVULIN, NOT FOUND, ES - 600MG + 42.9MG/5ML PO EXT CT FR VD AMB X 100ML, NO_ACR
510602005131313, CLAVULIN, CLAVULIN, NOT FOUND, ES - 600MG + 42.9MG/5ML PO EXT CT FR VD AMB X 50ML, NO_ACR
510602101130411, CLAVULIN BD, CLAVULIN BD, NOT FOUND, 200MG SUSP FR 70ML, NO_ACR
510602102137411, CLAVULIN BD, CLAVULIN BD, NOT FOUND, 400MG SUSP FR 70ML, NO_ACR
510602104113410, CLAVULIN BD, CLAVULIN BD, NOT FOUND, 875MG COMP REV 14, NO_ACR
510602105111411, CLAVULIN BD, CLAVULIN BD, NOT FOUND, 875MG COMP REV 20, NO_ACR
510602201151410, CLAVULIN IV, CLAVULIN IV, NOT FOUND, 0.5G INJ 10 FA, NO_ACR
510602203154417, CLAVULIN IV, CLAVULIN IV, NOT FOUND, 1G INJ 10 FA, NO_ACR
537200305159413, CLORETO DE SÓDIO 0,9%, CLORETO SODIO 0 9, NOT FOUND, 9 MG/ML SOL INJ IV CX 10 BOLS PP TRANS SIST FECH X 1000 ML, NO_ACR
537200306155411, CLORETO DE SÓDIO 0,9%, CLORETO SODIO 0 9, NOT FOUND, 9 MG/ML SOL INJ IV CX 10 FA PP TRANS SIST FECH X 1000 ML, NO_ACR
537200307151411, CLORETO DE SÓDIO 0,9%, CLORETO SODIO 0 9, NOT FOUND, 9 MG/ML SOL INJ IV CX 20 BOLS PP TRANS SIST FECH X 500 ML, NO_ACR
537200308158418, CLORETO DE SÓDIO 0,9%, CLORETO SODIO 0 9, NOT FOUND, 9 MG/ML SOL INJ IV CX 20 FA PP TRANS SIST FECH X 500 ML, NO_ACR
537200309154416, CLORETO DE SÓDIO 0,9%, CLORETO SODIO 0 9, NOT FOUND, 9 MG/ML SOL INJ IV CX 40 BOLS PP TRANS SIST FECH X 250 ML, NO_ACR
537200310152413, CLORETO DE SÓDIO 0,9%, CLORETO SODIO 0 9, NOT FOUND, 9 MG/ML SOL INJ IV CX 40 FA PP TRANS SIST FECH X 250 ML, NO_ACR
537200311159411, CLORETO DE SÓDIO 0,9%, CLORETO SODIO 0 9, NOT FOUND, 9 MG/ML SOL INJ IV CX 60 BOLS PP TRANS SIST FECH X 100 ML, NO_ACR
537200312155411, CLORETO DE SÓDIO 0,9%, CLORETO SODIO 0 9, NOT FOUND, 9 MG/ML SOL INJ IV CX 60 FA PP TRANS SIST FECH X 100 ML, NO_ACR
512100501112413, CAMOMILINA C, CAMOMILINA C, NOT FOUND, CX. C/ 20 CAPS, NO_ACR
512100901161411, CLINDACNE, CLINDACNE, NOT FOUND, BISN. C/ 25 GR, NO_ACR
512500201159411, CL DE SODIO, CL SODIO, NOT FOUND, SOL INJ 0.9%AMP 250 ML, NO_ACR
512500202155418, CL DE SODIO, CL SODIO, NOT FOUND, SOL INJ 0.9%AMP 500 ML, NO_ACR
512500203151416, CL DE SODIO, CL SODIO, NOT FOUND, SOL INJ 0.9%AMP1000ML, NO_ACR
512700502111419, CAPTOMAX, CAPTOMAX, NOT FOUND, 12.5MG CAIXA COM 30 CPDS, NO_ACR
512700503116414, CAPTOMAX, CAPTOMAX, NOT FOUND, 25MG CAIXA COM 15 CPDS, NO_ACR
512700504112412, CAPTOMAX, CAPTOMAX, NOT FOUND, 25MG CAIXA COM 30 CPDS, NO_ACR
512700505119410, CAPTOMAX, CAPTOMAX, NOT FOUND, 50MG CAIXA COM 30 CPDS, NO_ACR
512700601118411, COLCICHIMIL, COLCICHIMIL, NOT FOUND,  0.5MG CAIXA COM 20 CPDS, NO_ACR
513000501119417, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT ENV PE/AL X 500 (EMB HOSP), NO_ACR
513000601113410, CLORPROMAZINA (CLORIDRATO), CLORPROMAZINA CLORIDRATO, NOT FOUND, 100 MG COM CX 20 ENV AL POLIET X 10 , NO_ACR
511300601112412, CAPTIL, CAPTIL, NOT FOUND, 12.5MG CX. C/ 15 COMPR., NO_ACR
511300602119410, CAPTIL, CAPTIL, NOT FOUND, 12.5MG CX. C/ 30 COMPR., NO_ACR
511300603115419, CAPTIL, CAPTIL, NOT FOUND, 25MG CX. C/ 15 COMPR., NO_ACR
511300604111417, CAPTIL, CAPTIL, NOT FOUND, 25MG CX. C/ 30 COMPR., NO_ACR
511300605118415, CAPTIL, CAPTIL, NOT FOUND, 50MG CX. C/ 15 COMPR., NO_ACR
511300606114413, CAPTIL, CAPTIL, NOT FOUND, 50MG CX. C/ 30 COMPR., NO_ACR
511300701117416, CIPROFLOX, CIPROFLOX, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
511300702113414, CIPROFLOX, CIPROFLOX, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 6, NO_ACR
511300703111415, CIPROFLOX, CIPROFLOX, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
511300704116410, CIPROFLOX, CIPROFLOX, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 6, NO_ACR
513900401110415, CARBOSTRITE, CARBOSTRITE, NOT FOUND, CX COM 1 BL X 20 COMP, NO_ACR
513900501115419, CATAREN, CATAREN, NOT FOUND, CX COM 1 BL X 10 DRG, NO_ACR
513900502111417, CATAREN, CATAREN, NOT FOUND, CX COM 2 BL X 10 DRG, NO_ACR
513900503134410, CATAREN, CATAREN, NOT FOUND, FR SUSP COM 10 ML, NO_ACR
513900601111415, CESSAVERM, CESSAVERM, NOT FOUND, CX COM 1 BL X 6 COMP, NO_ACR
513900602132416, CESSAVERM, CESSAVERM, NOT FOUND, FR DE 30 ML COM SUSP, NO_ACR
514600201114413, COMPLEX B, COMPLEX B, COMPLEXO PROTROMBINICO HUMANO LIOFILIZADO, CONCENTRADO 50DG, NO_ACR
514600203133415, COMPLEX B, COMPLEX B, COMPLEXO PROTROMBINICO HUMANO LIOFILIZADO, GOTAS 20ML, NO_ACR
515000201154412, CLAROGRAF, CLAROGRAF, NOT FOUND, 300 FRASCO 100 ML, NO_ACR
515000202150410, CLAROGRAF, CLAROGRAF, NOT FOUND, 300 FRASCO 50 ML, NO_ACR
515000203157419, CLAROGRAF, CLAROGRAF, NOT FOUND, 370 FRASCO 50 ML, NO_ACR
535900204111117, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT 20 BL AL PLAS INC X 10, NO_ACR
535900205118115, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT 3 BL AL PLAS INC X 10, NO_ACR
535900201112112, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT 20 BL AL PLAS INC X 10, NO_ACR
535900208117111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT 3 BL AL PLAS INC X 10, NO_ACR
535900302113114, CLORIDRATO DE ONDANSETRONA, CLORIDRATO ONDANSETRONA, CLORIDRATO ONDANSETRONA, 4 MG COM REV CT 1 BL AL PLAS INC X 10, NO_ACR
535900303111115, CLORIDRATO DE ONDANSETRONA, CLORIDRATO ONDANSETRONA, CLORIDRATO ONDANSETRONA, 4 MG COM REV CT 10 BL AL PLAS INC X 10, NO_ACR
535900301117116, CLORIDRATO DE ONDANSETRONA, CLORIDRATO ONDANSETRONA, CLORIDRATO ONDANSETRONA, 4 MG COM REV CT 3 BL AL PLAST INC X 10, NO_ACR
535900304116110, CLORIDRATO DE ONDANSETRONA, CLORIDRATO ONDANSETRONA, CLORIDRATO ONDANSETRONA, 8 MG COM REV CT 1 BL AL PLAS INC X 10, NO_ACR
535900305112119, CLORIDRATO DE ONDANSETRONA, CLORIDRATO ONDANSETRONA, CLORIDRATO ONDANSETRONA, 8 MG COM REV CT 10 BL AL PLAS INC X 10, NO_ACR
535900306119117, CLORIDRATO DE ONDANSETRONA, CLORIDRATO ONDANSETRONA, CLORIDRATO ONDANSETRONA, 8 MG COM REV CT 3 BL AL PLAS INC X 10, NO_ACR
535900701115110, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS BCO OPC X 28, NO_ACR
516701601114416, CARDIONIL, CARDIONIL, NOT FOUND, COMP 0.25MG (CX C/01 BL C/24), NO_ACR
516701602110414, CARDIONIL, CARDIONIL, NOT FOUND, COMP 0.25MG (CX C/20 BL C/24), NO_ACR
516701705130418, CEFANID, CEFANID, NOT FOUND, 250MG/5ML PO SUS OR CT FR VD AMB X 100ML, NO_ACR
516701707117419, CEFANID, CEFANID, NOT FOUND, COMP 500MG (CX C/02 ENV C/4), NO_ACR
516701708113417, CEFANID, CEFANID, NOT FOUND, COMP 500MG (CX C/125 ENV C/4), NO_ACR
516701803132415, CETIVIT, CETIVIT, NOT FOUND, GTS (FR C/20ML), NO_ACR
516701804155419, CETIVIT, CETIVIT, NOT FOUND, INJ 100MG/ML (CX C/50 AMP C/5ML), NO_ACR
516701901150418, CIANON B12, CIANON B12, NOT FOUND, 1000 MCG SOL INJ CT 50 AMP VD AMB X 1ML, NO_ACR
516702002117416, CIMETINAX, CIMETINAX, NOT FOUND, COMP 200MG (CX C/04 BL C/10), NO_ACR
516703201113419, CIPRONID, CIPRONID, NOT FOUND, COMP 250MG (CX C/1 BL C/6), NO_ACR
516703204112413, CIPRONID, CIPRONID, NOT FOUND, COMP 500MG (CX C/1 BL C/6), NO_ACR
516703205119411, CIPRONID, CIPRONID, NOT FOUND, COMP 500MG (CX C/2 BL C/7), NO_ACR
516707801131119, CLORIDRATO DE AMBROXOL, CLORIDRATO AMBROXOL, CLORIDRATO AMBROXOL, 3 MG/ML XPE INF CT FR VD AMB X 120 ML + CP MED, NO_ACR
516707802138117, CLORIDRATO DE AMBROXOL, CLORIDRATO AMBROXOL, CLORIDRATO AMBROXOL, 6 MG/ML XPE ADU CT FR VD AMB X 120 ML + CP MED, NO_ACR
516707201150414, CLOSENID, CLOSENID, NOT FOUND, 20 MG SOL INJ CT 50 AMP VD AMB X 2 ML, NO_ACR
516707202114411, CLOSENID, CLOSENID, NOT FOUND, 40 MG COM CT 2 BL AL PLAS AMB X 20, NO_ACR
517000901111415, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, CX. C/50 ENV. X 10 COMP., NO_ACR
517001101117417, CARBONATO DE CALCIO, CARBONATO CALCIO, CARBONATO CALCIO, FRASCO C/60 COMP., NO_ACR
517001201111410, CEFALEXINA, CEFALEXINA, CEFALEXINA, CX. C/10 ENV. X 10 CAPS., NO_ACR
517001301116414, CIMETIDINA, CIMETIDINA, CIMETIDINA, CX. C/50 ENV. X 10 COMP., NO_ACR
517001401110418, CLORANFENICOL, CLORANFENICOL, CLORANFENICOL, CX. C/10 ENV. X 10 CAPS. 250 MG, NO_ACR
517001402133411, CLORANFENICOL, CLORANFENICOL, CLORANFENICOL, XPE CX. C/50 FRASCOS X 50 ML, NO_ACR
517001801119412, CLORPROPAMIDA, CLORPROPAMIDA, CLORPROPAMIDA, CX. C/ 50 ENV. X 10 COMP., NO_ACR
519508301117119, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
519508302113117, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG COM REV CT BL AL PLAS INC X 500 (EMB HOSP), NO_ACR
519507401150411, CITOPLAX, CITOPLAX, NOT FOUND, 1 MG/ML SOL INJ CT FA VD AMB X 10 ML, NO_ACR
519507402157411, CITOPLAX, CITOPLAX, NOT FOUND, 1 MG/ML SOL INJ CT FA VD AMB X 50 ML, NO_ACR
519500901158414, COMBACTAM, COMBACTAM, NOT FOUND, 1.5PO SOL INJ - CX COM 20FR/AMP + DIL, NO_ACR
519500902154412, COMBACTAM, COMBACTAM, NOT FOUND, 3.0PO SOL INJ - CX COM 20FR/AMP + 20 AMP DIL, NO_ACR
519600701118415, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG/COMP CX 50 BL X 10, NO_ACR
519600702114413, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG/COMP CX 50 BL X 10, NO_ACR
519600801112419, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG/CAPS CX 50 ENV X 10, NO_ACR
519600901117412, COMPLEXO B, COMPLEXO B, COMPLEXO PROTROMBINICO HUMANO LIOFILIZADO, DRG CX 50 ENV X 10, NO_ACR
521103001111111, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT 3 BL AL PLAS INC X 10, NO_ACR
521103002116115, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT 3 BL AL PLAS INC X 10, NO_ACR
521103003112113, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT 3 BL AL PLAS INC X 10, NO_ACR
521103201119114, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 30, NO_ACR
521103301113118, CARBIDOPA/LEVODOPA, CARBIDOPA LEVODOPA, NOT FOUND, 25 MG + 250 MG COM CT 3 BL AL PLAS INC X 10, NO_ACR
521120805116110, CARVEDILOL, CARVEDILOL, CARVEDILOL, 12.5 MG COM BL AL PLAS BCO X 15, NO_ACR
521120806112119, CARVEDILOL, CARVEDILOL, CARVEDILOL, 12.5 MG COM CT BL AL PLAS BCO X 30, NO_ACR
521120803113114, CARVEDILOL, CARVEDILOL, CARVEDILOL, 25 MG COM BL AL PLAS BCO X 15, NO_ACR
521120804111115, CARVEDILOL, CARVEDILOL, CARVEDILOL, 25 MG COM BL AL PLAS BCO X 30, NO_ACR
521120801110118, CARVEDILOL, CARVEDILOL, CARVEDILOL, 3.125 MG COM BL AL PLAS BCO X 15, NO_ACR
521120807119117, CARVEDILOL, CARVEDILOL, CARVEDILOL, 3.125 MG COM CT BL AL PLAS BCO X 30 , NO_ACR
521120802117116, CARVEDILOL, CARVEDILOL, CARVEDILOL, 6.25 MG COM BL AL PLAS BCO X 15, NO_ACR
521120808115115, CARVEDILOL, CARVEDILOL, CARVEDILOL, 6.25 MG COM CT BL AL PLAS BCO X 30, NO_ACR
521123801138114, CEFADROXILA, CEFADROXILA, CEFADROXILA, 100 MG/ML PO P/ SUS OR CT FR VD AMB X 100 ML + SER DOSAD, NO_ACR
521123802134112, CEFADROXILA, CEFADROXILA, CEFADROXILA, 50 MG/ML PO P/ SUS OR CT FR VD AMB X 100 ML + SER DOSAD, NO_ACR
521123301161117, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 20 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
521124101113117, CITALOPRAM, CITALOPRAM, CITALOPRAM, 20 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
521124102111118, CITALOPRAM, CITALOPRAM, CITALOPRAM, 20 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
521103401118111, CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 5 MG + 50 MG COM CT 2 BL AL PLAS INC X 15, NO_ACR
521103501112115, CLORIDRATO DE AMIODARONA, CLORIDRATO AMIODARONA, CLORIDRATO AMIODARONA, 200 MG COM CT 2 BL AL PLAS INC X 15, NO_ACR
521125504114111, CLORIDRATO DE CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS INC X 15, NO_ACR
521125502111113, CLORIDRATO DE CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS INC X 30 , NO_ACR
521125501115115, CLORIDRATO DE CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 5 MG COM REV CT BL AL PLAS INC X 15, NO_ACR
521125503118111, CLORIDRATO DE CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 5 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
521123401113114, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
521123402111115, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 6, NO_ACR
521103601117119, CLORIDRATO DE DILTIAZEM, CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM, 30 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
521103602113117, CLORIDRATO DE DILTIAZEM, CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM, 60 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
521103701170119, CLORIDRATO DE DORZOLAMIDA, CLORIDRATO DORZOLAMIDA, CLORIDRATO DORZOLAMIDA, 2 PCC SOL OFT CT FR PLAS OPC GOT X 5 ML, NO_ACR
521103901110111, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP CT BL AL PLAS INC X 30, NO_ACR
521104003116117, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 1 G COM REV CT BL AL PLAS INC X 30, NO_ACR
521104004112115, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 1 G COM REV CT BL AL PLAS INC X 60 (EMB HOSP), NO_ACR
521104001113110, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT 2 BL AL PLAS INC X 15, NO_ACR
521104005119113, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
521104002111111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT 2 BL AL PLAS INC X 15, NO_ACR
521104006115111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT BL AL PLS INC X 60, NO_ACR
521121801114111, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT BL AL PVC/PVDC INC X 20, NO_ACR
521121802110111, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT BL AL PVC/PVDC INC X 30, NO_ACR
521104201112118, CLORIDRATO DE SELEGILINA, CLORIDRATO SELEGILINA, CLORIDRATO SELEGILINA, 5 MG COM CT 2 BL AL PLAS INC X 15, NO_ACR
521104301117111, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT 3 BL AL PLAS INC X 10, NO_ACR
521104304116108, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
521104303111102, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
521104302113101, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
521124401117118, CLORIDRATO DE SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 10 MG CAP GEL DURA CT BL AL PLAS INC X 30, NO_ACR
521124402113116, CLORIDRATO DE SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 15 MG CAP GEL DURA CT BL AL PLAS INC X 30, NO_ACR
521104401111115, CLORIDRATO DE SOTALOL, CLORIDRATO SOTALOL, CLORIDRATO SOTALOL, 120 MG COM CT 3 BL AL PLAS INC X 10, NO_ACR
521104402118113, CLORIDRATO DE SOTALOL, CLORIDRATO SOTALOL, CLORIDRATO SOTALOL, 160 MG COM CT 2 BL AL PLAS INC X 10, NO_ACR
521104501116119, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
521124603119111, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 37.5 MG COM CT BL AL PLAS INC X 28, NO_ACR
521124602112113, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 50 MG COM CT BL AL PLAS INC X 30, NO_ACR
521124601116115, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 75 MG COM CT BL AL PLAS INC X 28, NO_ACR
521125101117110, CLORIDRATO DE VERAPAMIL, CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL, 80 MG COM REV CT BL AL PLAS INC X 30 , NO_ACR
521104701158311, COPAXONE, COPAXONE, NOT FOUND, 20 MG PO LIOF INJ CT 28 FA + 28 AMP DIL + 29 SER +29 AG + 88 SAC, NO_ACR
521122401152316, COPAXONE, COPAXONE, NOT FOUND, 20 MG/ML SOL INJ CT 28 SERINGA PRE-ENCHIDA X 1 ML, NO_ACR
521104801111414, CORDAREX, CORDAREX, NOT FOUND, 10 MG COM CT 2 BL AL PLAS AMB X 10, NO_ACR
521104805115317, CORDAREX, CORDAREX, NOT FOUND, 10 MG COM CT BL AL PLAS AMB X 30, NO_ACR
521104802116411, CORDAREX, CORDAREX, NOT FOUND, 2.5 MG COM CT 2 BL AL PLAS AMB X 10, NO_ACR
521104806111315, CORDAREX, CORDAREX, NOT FOUND, 2.5 MG COM CT BL AL PLAS AMB X 30, NO_ACR
521104803112418, CORDAREX, CORDAREX, NOT FOUND, 5 MG COM CT 2 BL AL PLAS AMB X 10, NO_ACR
521104807118410, CORDAREX, CORDAREX, NOT FOUND, 5 MG COM CT BL AL PLAS AMB X 30, NO_ACR
521104901114415, CORUS, CORUS, NOT FOUND, 25 MG COM REV CT 2 BL AL PLAS INC X 14, NO_ACR
521104902110413, CORUS, CORUS, NOT FOUND, 50 MG COM REV CT 2 BL AL PLAS INC X 14, NO_ACR
521105003111415, CORUS H, CORUS H, NOT FOUND, 100 MG + 25 MG COM REV CT 02 BL AL PLAS INC X 14, NO_ACR
