77104, MICOF.MOFETILA MG , MICOF MOFETILA, MICOFENOLATO MOFETILA, CPR REVEST 500 MG x 500, A1F
47095, MITEXAN , MITEXAN, NOT FOUND, A.IV 400 MG 4 ML x 10, BAX

54270, MITEXAN , MITEXAN, NOT FOUND, CPR 600 MG x 20, BAX

75792, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 250 ML x 40, BA_

61738, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 250 ML x 1, BA_

51498, MYCOSPOR , MYCOSPOR, NOT FOUND, SPRAY 10 MG 15 ML x 1 (/ML), BCN

51497, MYCOSPOR , MYCOSPOR, NOT FOUND, CREME 10 MG 15 G x 1 (/G), BCN

62759, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAR. 2 MG 120 ML x 1 (/5ML), BF8

75040, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 2 MG x 30, BF8

62757, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, CPR 2 MG x 20, BF8

64430, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, BF8

69183, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, BF8

64431, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30, BF8

64432, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, BF8

63977, METFORDIN , METFORDIN, NOT FOUND, CPR 500 MG x 30, BFR

62715, METROTIX , METROTIX, NOT FOUND, GEL. VAG. 100 MG 50 G x 1 (/G), BFR

67955, MACROZOL , MACROZOL, NOT FOUND, CAPS 40 MG x 7, BFR

63978, METFORDIN , METFORDIN, NOT FOUND, CPR 850 MG x 30, BFR

73999, MANITOL , MANITOL, MANITOL, BOLSA S/F IV 20 % 250 ML x 50, BK6

64333, MICOSBEL , MICOSBEL, NOT FOUND, SABAO 50 MG 60 G x 1 (/G), BLF

42659, MICOSBEL , MICOSBEL, NOT FOUND, POM. 30 G x 1, BLF

77142, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, SUSP ORAL 20 MG 30 ML x 1 (/ML), BLF

64332, MICOSBEL , MICOSBEL, NOT FOUND, LOC. 50 MG 30 G x 1 (/ML), BLF

77676, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL VAG+10AP 500 MG 50 G x 1 (/5G), BLF

75716, MICOSBEL , MICOSBEL, NOT FOUND, SABAO 50 MG 75 G x 1 (/G), BLF

64331, MICOSBEL , MICOSBEL, NOT FOUND, SUSP ORAL 250 MG 60 ML x 1 (/ML), BLF

54879, MEBENDAZOL , MEBENDAZOL, MEBENDAZOL, SUSP 100 MG 30 ML x 1 (/5ML), BLF

45282, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 250 ML x 1, BME

74916, MANITOL , MANITOL, MANITOL, SOL INJ S/F 20 % 250 ML x 30, BME

30594, MITOCIN , MITOCIN, NOT FOUND, F AMP LIO IV 5 MG x 1, BMS

6861, MICOSTATIN , MICOSTATIN, NOT FOUND, CREME VAG. 100 K 60 G x 1, BMS

48476, MONOPRIL , MONOPRIL, NOT FOUND, CPR 10 MG x 16, BMS

98180, MICOSTATIN , MICOSTATIN, NOT FOUND, SUSP DOSES 100 K 60 ML x 1 (/ML), BMS

62259, MAXCEF , MAXCEF, NOT FOUND, SF FA+10BOLS 1 G 100 ML x 10, BMS

55389, MONOPRIL , MONOPRIL, NOT FOUND, CPR 20 MG x 30, BMS

57544, MONOPLUS , MONOPLUS, NOT FOUND, CPR 12.5 MG x 30 (/10), BMS

57543, MONOPLUS , MONOPLUS, NOT FOUND, CPR 12.5 MG x 16 (/10), BMS

55388, MONOPRIL , MONOPRIL, NOT FOUND, CPR 10 MG x 30, BMS

51138, MAXCEF , MAXCEF, NOT FOUND, F.IV 2 G x 1, BMS

29224, MICOSTATIN , MICOSTATIN, NOT FOUND, DRAG 500 K x 16, BMS

29046, MICOSTATIN , MICOSTATIN, NOT FOUND, SUSP DOSES 100 K 50 ML x 1, BMS

62260, MAXCEF , MAXCEF, NOT FOUND, SF FA+10BOLS 2 G 100 ML x 10, BMS

51140, MAXCEF , MAXCEF, NOT FOUND, F.AMP SOLV 1 G 3 ML x 1, BMS

46131, MEGESTAT , MEGESTAT, NOT FOUND, CPR 160 MG x 30, BMS

54274, MOVOXICAM , MOVOXICAM, NOT FOUND, CPR 7.50 MG x 10, BNK

33106, MEMORIOGLUTAM , MEMORIOGLUTAM, NOT FOUND, DRAG x 50, BNK

54275, MOVOXICAM , MOVOXICAM, NOT FOUND, CPR 15 MG x 10, BNK

146434, MAX CARTAMO , MAX CARTAMO, NOT FOUND, CAPS OL CART 1000 MG x 60, BNU

159041, MEGAPOLI , MEGAPOLI, NOT FOUND, CPR x 100, BNU

74123, METFORM , METFORM, NOT FOUND, CPR REVEST 500 MG x 30, BRT

74126, METFORM , METFORM, NOT FOUND, CPR REVEST 850 MG x 500, BRT

59261, METFORM , METFORM, NOT FOUND, CPR REVEST 850 MG x 30, BRT

68853, MIODON , MIODON, NOT FOUND, CPR REVEST 200 MG x 30, BS2

93333, MP DRY , MP DRY, NOT FOUND, LOC A T M PE 60 ML x 1, BS2

74962, MATERSKIN PG , MATERSKIN PG, NOT FOUND, CREME GEL 120 G x 1, BS2

76611, MATERSKIN , MATERSKIN, NOT FOUND, LOC FOT FP30 150 ML x 1, BS2

73394, MIODON , MIODON, NOT FOUND, AMP. 50 MG 3 ML x 50, BS2

80442, MATERTABS , MATERTABS, NOT FOUND, CPR x 60, BS2

74961, MATERSKIN , MATERSKIN, NOT FOUND, LOC. 200 G x 1, BS2

73843, MATER CARE , MATER CARE, NOT FOUND, CREME 60 G x 1, BS2

62197, MATERSKIN , MATERSKIN, NOT FOUND, LOC. 120 G x 1, BS2

68852, MIODON , MIODON, NOT FOUND, CPR REVEST 100 MG x 30, BS2

69959, METREXATO , METREXATO, NOT FOUND, CPR 2.50 MG x 24, BU_

55074, MAGNOSTON , MAGNOSTON, NOT FOUND, AMP. 50 % 10 ML x 100, BU_

55073, MAGNOSTON , MAGNOSTON, NOT FOUND, AMP. 10 % 10 ML x 100, BU_

75950, MESNA MG , MESNA, MESNA, F.AMP 100 MG 4 ML x 50 (/ML), BU_

61267, METREXATO , METREXATO, NOT FOUND, CPR 2.50 MG x 25, BU_

33629, MINOTON , MINOTON, NOT FOUND, AMP. 240 MG 10 ML x 100, BU_

100100, MICROLET , MICROLET, NOT FOUND, LANCETAS x 100, BYD

58430, MIRENA , MIRENA, NOT FOUND, DIU x 1, BYP

59510, MIRELLE , MIRELLE, NOT FOUND, CPR REVEST x 24, BYP

73724, MIRANOVA , MIRANOVA, NOT FOUND, DRAG x 21, BYP

72722, MAGNEVISTAN , MAGNEVISTAN, NOT FOUND, F.IV 469 MG 15 ML x 10 (/ML), BYP

28320, MICROVLAR , MICROVLAR, NOT FOUND, DRAG x 21, BYP

114405, MIRANOVA , MIRANOVA, NOT FOUND, DRAG x 63, BYP

72721, MAGNEVISTAN , MAGNEVISTAN, NOT FOUND, F.IV 469 MG 10 ML x 10 (/ML), BYP

52031, MESIGYNA , MESIGYNA, NOT FOUND, AMP SER PRE 1 ML x 1, BYP

61616, MICARDIS HCT , MICARDIS HCT, NOT FOUND, CPR 80 MG x 28 (/12), B_I

56196, MICARDIS , MICARDIS, NOT FOUND, CPR 80 MG x 14, B_I

61613, MICARDIS HCT , MICARDIS HCT, NOT FOUND, CPR 40 MG x 14 (/12), B_I

32976, MUCOSOLVAN , MUCOSOLVAN, NOT FOUND, GOTAS 7.50 MG 50 ML x 1 (/ML), B_I

48122, MUCOSOLVAN , MUCOSOLVAN, NOT FOUND, XAR. INF 15 MG 120 ML x 1 (/5ML), B_I

86894, MICARDIS HCT , MICARDIS HCT, NOT FOUND, CPR 80 MG x 30 (/12), B_I

49236, MEXITIL , MEXITIL, NOT FOUND, CPR 100 MG x 20, B_I

48123, MUCOSOLVAN , MUCOSOLVAN, NOT FOUND, XAR. AD 30 MG 120 ML x 1 (/5ML), B_I

82790, MICARDIS ANLO , MICARDIS ANLO, NOT FOUND, CPR 80 MG x 30 (/5), B_I

86889, MICARDIS , MICARDIS, NOT FOUND, CPR 80 MG x 30, B_I

52134, MOVATEC , MOVATEC, NOT FOUND, CPR 15 MG x 10, B_I

82794, MICARDIS ANLO , MICARDIS ANLO, NOT FOUND, CPR 80 MG x 30 (/10), B_I

52034, MOVATEC , MOVATEC, NOT FOUND, A.IM 15 MG 1.50 ML x 5, B_I

86892, MICARDIS HCT , MICARDIS HCT, NOT FOUND, CPR 40 MG x 30 (/12), B_I

86891, MICARDIS , MICARDIS, NOT FOUND, CPR 80 MG x 10, B_I

51437, MOVATEC , MOVATEC, NOT FOUND, CPR 7.50 MG x 10, B_I

86886, MICARDIS , MICARDIS, NOT FOUND, CPR 40 MG x 30, B_I

86887, MICARDIS , MICARDIS, NOT FOUND, CPR 40 MG x 10, B_I

61871, MICARDIS , MICARDIS, NOT FOUND, CPR 80 MG x 28, B_I

61615, MICARDIS HCT , MICARDIS HCT, NOT FOUND, CPR 80 MG x 14 (/12), B_I

75655, MUCOANGIN , MUCOANGIN, NOT FOUND, PASTILHAS 20 MG x 12, B_I

51258, MIDOTENS , MIDOTENS, NOT FOUND, CPR 4 MG x 14, B_I

32547, MEXITIL , MEXITIL, NOT FOUND, CPR 200 MG x 30, B_I

82785, MICARDIS ANLO , MICARDIS ANLO, NOT FOUND, CPR 40 MG x 30 (/10), B_I

86844, MICARDIS HCT , MICARDIS HCT, NOT FOUND, CPR 80 MG x 30 (/25), B_I

68342, METALYSE , METALYSE, NOT FOUND, F.AMP LIOF 50 MG 10 ML x 1, B_I

56194, MICARDIS , MICARDIS, NOT FOUND, CPR 40 MG x 14, B_I

61651, METALYSE , METALYSE, NOT FOUND, F.AMP LIOF 40 MG 8 ML x 1, B_I

75656, MUCOSOLVAN , MUCOSOLVAN, NOT FOUND, CAPS 24H 75 MG x 10, B_I

82783, MICARDIS ANLO , MICARDIS ANLO, NOT FOUND, CPR 40 MG x 30 (/5), B_I

76613, MICARDIS HCT , MICARDIS HCT, NOT FOUND, CPR 25 MG x 28 (/80), B_I

56195, MICARDIS , MICARDIS, NOT FOUND, CPR 40 MG x 28, B_I

76612, MICARDIS HCT , MICARDIS HCT, NOT FOUND, CPR 25 MG x 14 (/80), B_I

82616, MICARDIS ANLO , MICARDIS ANLO, NOT FOUND, CPR 40 MG x 10 (/5), B_I

82788, MICARDIS ANLO , MICARDIS ANLO, NOT FOUND, CPR 80 MG x 10 (/5), B_I

61614, MICARDIS HCT , MICARDIS HCT, NOT FOUND, CPR 40 MG x 28 (/12), B_I

74917, MINERILAX , MINERILAX, NOT FOUND, LIQD 100 ML x 1, C6R

48209, MICOTIAZOL , MICOTIAZOL, NOT FOUND, LIQD 50 ML x 1, CAZ

54268, MICLONAZOL , MICLONAZOL, NOT FOUND, CREME 20 G x 1, CAZ

55243, METRONIL , METRONIL, NOT FOUND, GEL VAG C/AP 50 G x 1, CAZ

46818, MICOPLEX , MICOPLEX, NOT FOUND, POM. 45 G x 1, CAZ

61310, MEPRAZAN , MEPRAZAN, NOT FOUND, CAPS GELATIN 20 MG x 14, CAZ

69956, MENOPRIN , MENOPRIN, NOT FOUND, DRAG 0.625 MG x 28, CF2

56745, MUCOLIX , MUCOLIX, NOT FOUND, XAR. PED. 100 MG 100 ML x 1 (/5ML), CF2

59083, MINEROVIT , MINEROVIT, NOT FOUND, CPR REVEST x 30, CF2

69955, MENOPRIN , MENOPRIN, NOT FOUND, DRAG 0.625 MG x 21, CF2

56615, MUCOLIX , MUCOLIX, NOT FOUND, GOTAS 50 MG 20 ML x 1 (/ML), CF2

56744, MUCOLIX , MUCOLIX, NOT FOUND, XAR. AD 100 ML x 1, CF2

58605, MIOCALVEN D , MIOCALVEN D, NOT FOUND, SACHETS x 30, CHS

58606, MIOCALVEN D , MIOCALVEN D, NOT FOUND, SACHETS x 60, CHS

56321, MANIVASC , MANIVASC, NOT FOUND, CPR 10 MG x 14, CHS

58130, MANIVASC , MANIVASC, NOT FOUND, CPR 20 MG x 28, CHS

58129, MANIVASC , MANIVASC, NOT FOUND, CPR 10 MG x 28, CHS

55252, MIOCALVEN , MIOCALVEN, NOT FOUND, CPR 950 MG x 60, CHS

56322, MANIVASC , MANIVASC, NOT FOUND, CPR 20 MG x 14, CHS

77758, MALEA ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30, CM5

69352, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, CPR 100 MG x 6, CM5

152925, MAX DAY AZ , MAX DAY AZ, NOT FOUND, CAPS POLI MI x 60, CM5

120298, MENTALOL , MENTALOL, NOT FOUND, DISPLAY 12 G x 12, CM5

69433, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, CM5

71999, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, SUSP 20 MG 30 ML x 1, CM5

55645, MEBENIX , MEBENIX, NOT FOUND, CPR MASC 400 MG x 1, CM5

67577, MENTALOL , MENTALOL, NOT FOUND, UNGT 30 G x 1, CM5

65165, MEME , MEME, NOT FOUND, CREME 50 G x 1, CM5

76758, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL. VAG. 100 MG 50 G x 1 (/G), CM5

152928, MAX DAY SENIOR , MAX DAY SENIOR, NOT FOUND, CAPS x 60, CM5

155900, MAX DAY OMEGA 3 , MAX DAY OMEGA 3, NOT FOUND, CAPS x 60, CM5

61398, METFORMED , METFORMED, NOT FOUND, CPR 500 MG x 30, CM5

155899, MAX DAY CALCIO , MAX DAY CALCIO, NOT FOUND, CAPS x 60, CM5

61399, METFORMED , METFORMED, NOT FOUND, CPR 850 MG x 30, CM5

75754, MENTALOL , MENTALOL, NOT FOUND, DISPLAY 12 G x 24, CM5

159001, MAGNAZIA , MAGNAZIA, NOT FOUND, CPR MAST ABA x 30, CM5

49281, MEBENIX , MEBENIX, NOT FOUND, SUSP 4 % 10 ML x 1, CM5

77971, MALEA ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, CM5

70276, MAGNAZIA , MAGNAZIA, NOT FOUND, SUSP 240 ML x 1, CM5

76726, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAROPE 2 MG 120 ML x 1 (/5ML), CM5

28316, MATERGAM , MATERGAM, NOT FOUND, F.AMP LIOF 300 Y 1.50 ML x 1, CSL

59777, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, CT6

154080, MATERPLENA GEST , MATERPLENA GEST, NOT FOUND, CPR x 30, CT6

52284, MYTEDOM , MYTEDOM, NOT FOUND, AMP. 10 MG 1 ML x 10, CT6

59910, MIOCORON , MIOCORON, NOT FOUND, CPR 200 MG x 200, CT6

159924, MATERPLENA LACT , MATERPLENA LACT, NOT FOUND, CPR x 30, CT6

52286, MYTEDOM , MYTEDOM, NOT FOUND, CPR 10 MG x 20, CT6

53818, MINEROLEO , MINEROLEO, NOT FOUND, LIQD 100 % 100 ML x 1, CT6

58423, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, CPR 100 MG x 6, CT6

58964, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 0.50 % 5 ML x 1, CT6

52285, MYTEDOM , MYTEDOM, NOT FOUND, CPR 5 MG x 20, CT6

58281, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, SOLN ORAL 0.40 MG 120 ML x 1 (, CT6

58282, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, SUSP ORAL 100 MG 30 ML x 1 (/5ML), CT6

155761, MARCODINE SCRUB , MARCODINE SCRUB, NOT FOUND, SOL TOP 100 MG 1000 ML x 1, CT6

112265, MELAGRIAO , MELAGRIAO, NOT FOUND, P S/A ME V/C x 120, C_S

59727, MELAGRIAO , MELAGRIAO, NOT FOUND, PA.S/A LIMAO 5 G x 120, C_S

159921, MELAGRIAO , MELAGRIAO, NOT FOUND, P C/A LA V/C x 120, C_S

69233, MELAGRIAO , MELAGRIAO, NOT FOUND, PA S/A CER 5 G x 120, C_S

56467, MELAGRIAO , MELAGRIAO, NOT FOUND, PA C/A MENTA 5 G x 120, C_S

80844, MELAGRIAO , MELAGRIAO, NOT FOUND, SPRAY LARANJ 30 ML x 1, C_S

100146, MELAGRIAO , MELAGRIAO, NOT FOUND, SPRAY TUTI-F 30 ML x 1, C_S

6660, MELAGRIAO , MELAGRIAO, NOT FOUND, XAROPE 150 ML x 1, C_S

69234, MELAGRIAO , MELAGRIAO, NOT FOUND, PA S/A AB/HO 5 G x 120, C_S

6673, MEL ROSADO BORATAD , MEL ROSADO BORATAD, NOT FOUND, LIQD 30 ML x 1, C_S

86905, MELAGRIAO PROPOLIV , MELAGRIAO PROPOLIV, NOT FOUND, GOTAS 30 ML x 1, C_S

56468, MELAGRIAO , MELAGRIAO, NOT FOUND, PA C/A MARAC 5 G x 120, C_S

112264, MELAGRIAO , MELAGRIAO, NOT FOUND, P S/A LI V/C x 120, C_S

81767, MELAGRIAO , MELAGRIAO, NOT FOUND, SPRAY LIMAO 30 ML x 1, C_S

80845, MELAGRIAO , MELAGRIAO, NOT FOUND, SPRAY MA/CAN 30 ML x 1, C_S

54249, MELAGRIAO , MELAGRIAO, NOT FOUND, SPRAY 30 ML x 12, C_S

69235, MELAGRIAO , MELAGRIAO, NOT FOUND, P S/A LA V/C 5 G x 120, C_S

53384, MELAGRIAO , MELAGRIAO, NOT FOUND, SPRAY 30 ML x 1, C_S

60108, MEL ROSADO , MEL ROSADO, NOT FOUND, LIQD 30 ML x 1, DBD

6981, MONOTREAN , MONOTREAN, NOT FOUND, DRAG 400 MG x 30, DCS

6953, MOBILAT , MOBILAT, NOT FOUND, GEL. 40 G x 1, DCS

29432, MONOTREAN B6 , MONOTREAN B6, NOT FOUND, DRAG 400 MG x 30, DCS

6950, MOBILAT , MOBILAT, NOT FOUND, POM. 40 G x 1, DCS

54695, MEVALOTIN , MEVALOTIN, NOT FOUND, CPR 10 MG x 30, DCS

30355, MOBILISIN CPTO , MOBILISIN CPTO, NOT FOUND, POM. 40 G x 1, DCS

54696, MEVALOTIN , MEVALOTIN, NOT FOUND, CPR 20 MG x 30, DCS

59251, MALVATRICIN , MALVATRICIN, NOT FOUND, PASTILHAS x 12, DDT

67671, MALVATRICIN , MALVATRICIN, NOT FOUND, LIQD.PPU 250 ML x 1, DDT

64975, MALVATRIKIDS , MALVATRIKIDS, NOT FOUND, G D BABY S/F 70 G x 1, DDT

50891, MALVATRICIN , MALVATRICIN, NOT FOUND, SPRAY 50 ML x 1, DDT

49019, MALVATRICIN , MALVATRICIN, NOT FOUND, LIQD 100 ML x 1, DDT

51834, MALVATRICIN , MALVATRICIN, NOT FOUND, LIQD 350 ML x 1, DDT

64974, MALVATRICIN SOFT , MALVATRICIN SOFT, NOT FOUND, SPRAY 60 ML x 1, DDT

68496, MALVATRICIN PLUS , MALVATRICIN PLUS, NOT FOUND, LIQD REF 1.10 L x 1, DDT

64969, MALVATRICIN ORGANI , MALVATRICIN ORGANI, NOT FOUND, CREME DENTAL 50 G x 1, DDT

69037, MALVATRIKIDS , MALVATRIKIDS, NOT FOUND, ENX BUCAL JR 250 ML x 1, DDT

160370, MALVATRIKIDS MOMMY , MALVATRIKIDS MOMMY, NOT FOUND, CREME DENTAL 85 G x 1, DDT

64964, MALVATRICIN D.SENS , MALVATRICIN D SENS, NOT FOUND, LIQD 250 ML x 1, DDT

54875, MALVATRICIN , MALVATRICIN, NOT FOUND, GEL DENTAL 50 G x 1, DDT

6538, MALVONA TIROTRICIN , MALVONA TIROTRICIN, NOT FOUND, LIQD 100 ML x 1, DDT

6537, MALVONA , MALVONA, NOT FOUND, DISCOS x 12, DDT

64962, MALVATRICIN BRANQ , MALVATRICIN BRANQ, NOT FOUND, LIQ.MENTA/LI 250 ML x 1, DDT

98674, MALVATRIKIDS , MALVATRIKIDS, NOT FOUND, GEL JUNIOR 70 G x 1, DDT

59257, MALVATRICIN F.A/TA , MALVATRICIN F A TA, NOT FOUND, CREME DENTAL 50 G x 1, DDT

64970, MALVATRICIN PLUS , MALVATRICIN PLUS, NOT FOUND, CREME DENTAL 50 G x 1, DDT

64971, MALVATRICIN PLUS , MALVATRICIN PLUS, NOT FOUND, LIQD 250 ML x 1, DDT

64963, MALVATRICIN BRANQ , MALVATRICIN BRANQ, NOT FOUND, CREME DENTAL 50 G x 1, DDT

6530, MALVATRICIN GINE.L , MALVATRICIN GINE L, NOT FOUND, LIQD 100 ML x 1, DDT

64976, MALVATRIKIDS , MALVATRIKIDS, NOT FOUND, GEL DENTAL F 70 G x 1, DDT

64972, MALVATRICIN SOFT , MALVATRICIN SOFT, NOT FOUND, CREME DENTAL 50 G x 1, DDT

64973, MALVATRICIN SOFT , MALVATRICIN SOFT, NOT FOUND, LIQD 250 ML x 1, DDT

64965, MALVATRICIN D.SENS , MALVATRICIN D SENS, NOT FOUND, CREME DENTAL 50 G x 1, DDT

6539, MALVONA TIROTRICIN , MALVONA TIROTRICIN, NOT FOUND, LIQD 200 ML x 1, DDT

59256, MALVATRICIN F.A/PL , MALVATRICIN F A PL, NOT FOUND, CREME DENTAL 50 G x 1, DDT

49998, MALVONA , MALVONA, NOT FOUND, PASTA DENT 50 G x 1, DDT

64968, MALVATRICIN ORGANI , MALVATRICIN ORGANI, NOT FOUND, LIQD 250 ML x 1, DDT

64796, MICONAL , MICONAL, NOT FOUND, CAPS 100 MG x 15, DFP

62824, MICONAL , MICONAL, NOT FOUND, CAPS 100 MG x 4, DFP

62497, MENOPLAN , MENOPLAN, NOT FOUND, CPR REVEST 40 MG x 30, DLT

46673, MEDROXITEST , MEDROXITEST, NOT FOUND, CPR 10 MG x 5, DLT

59365, METCORT , METCORT, NOT FOUND, CREME TB 0.10 % 10 G x 1, DLT

59264, MICOTRAT , MICOTRAT, NOT FOUND, SPRAY 1 % 30 ML x 1, DLT

59263, MICOTRAT , MICOTRAT, NOT FOUND, CREME DERMAT 1 % 20 G x 1, DLT

65547, MF6 , MF6, NOT FOUND, LATA 400 G x 1, DN0

97069, MSUD 1 , MSUD 1, NOT FOUND, PO 500 G x 1, DN0

117520, MF6 , MF6, NOT FOUND, LATA 350 G x 1, DN0

45284, MARACUGINA CPTA , MARACUGINA CPTA, NOT FOUND, LIQD 150 ML x 1, DNF

6663, MELHORAL , MELHORAL, NOT FOUND, CPR 85 MG x 200 (INF), DNF

74235, MIRADOR , MIRADOR, NOT FOUND, CPR 500 MG x 12, DNF

74234, MIRADOR , MIRADOR, NOT FOUND, GOTAS 500 MG 20 ML x 1 (/ML), DNF

58873, MERTHIOLATE NF , MERTHIOLATE NF, NOT FOUND, SOLN TOP. 1 % 30 ML x 1, DNF

41981, MELHORAL , MELHORAL, NOT FOUND, CPR 500 MG x 100 (ADLT), DNF

51435, MELHORAL C , MELHORAL C, NOT FOUND, CPR EFER x 60, DNF

50452, MELHORAL C , MELHORAL C, NOT FOUND, CPR REVEST x 100, DNF

61873, MERTHIOLATE NF , MERTHIOLATE NF, NOT FOUND, SPRAY 45 ML x 1, DNF

52533, MARACUGINA CPTA , MARACUGINA CPTA, NOT FOUND, DRAG x 45, DNF

6662, MELHORAL , MELHORAL, NOT FOUND, CPR 500 MG x 200 (ADLT), DNF

74232, MIRADOR , MIRADOR, NOT FOUND, CPR 500 MG x 150, DNF

53210, MILUPA , MILUPA, NOT FOUND, PO 1 400 G x 1, DN_

53211, MILUPA , MILUPA, NOT FOUND, PO 2 400 G x 1, DN_

120302, MILNUTRI , MILNUTRI, NOT FOUND, LATA 800 G x 1, DN_

125863, MILUPA , MILUPA, NOT FOUND, PO 1 800 G x 1, DN_

125865, MILUPA , MILUPA, NOT FOUND, PO 2 800 G x 1, DN_

75270, MILUPA , MILUPA, NOT FOUND, PO 2 900 G x 1, DN_

75269, MILUPA , MILUPA, NOT FOUND, PO 1 900 G x 1, DN_

120300, MILNUTRI , MILNUTRI, NOT FOUND, LATA 400 G x 1, DN_

141194, MEMOACTIVE , MEMOACTIVE, NOT FOUND, SOL ORAL 120 ML x 1, DOV

145944, MEMOACTIVE , MEMOACTIVE, NOT FOUND, CPR x 30, DOV

66181, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, CPR 2 MG x 20, E3S

56612, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL. VAG. 100 MG 50 G x 1, E3S

70867, MAL.ENALA+HCLTZ.MG , MAL ENALA HCLTZ, NOT FOUND, CPR 25 MG x 90 (/10), E3S

63618, MALU , MALU, NOT FOUND, CPR x 21, E3S

59012, MELOTEC , MELOTEC, NOT FOUND, CPR 15 MG x 10, E3S

68975, MESALAZINA MG , MESALAZINA, MESALAZINA, CPR REVEST 800 MG x 30, E3S

28411, MESMERIN , MESMERIN, NOT FOUND, CPR 1 MG x 20, E3S

65163, MAL.ENALA+HCLTZ.MG , MAL ENALA HCLTZ, NOT FOUND, CPR 12.5 MG x 30 (/20), E3S

77345, MUPIROX , MUPIROX, NOT FOUND, SOLN TOP. 10 MG 15 ML x 1 (/ML), E3S

55235, MELOTEC , MELOTEC, NOT FOUND, CPR 7.50 MG x 10, E3S

48475, MIGRANE , MIGRANE, NOT FOUND, CPR x 20, E3S

68110, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 2 MG x 30, E3S

69184, MALENA HCT , MALENA HCT, NOT FOUND, CPR 25 MG x 30 (/10), E3S

66548, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, CPR 0.25 MG x 20 (/2), E3S

70776, METILDOPA MG , METILDOPA, METILDOPA, CPR REVEST 500 MG x 90, E3S

70483, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 15 MG x 60, E3S

57137, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30, E3S

61438, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, E3S

65164, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 15 MG x 10, E3S

68109, MESALAZINA MG , MESALAZINA, MESALAZINA, ENEMA 3 G 100 ML x 1, E3S

73523, MICOF.MOFETILA MG , MICOF MOFETILA, MICOFENOLATO MOFETILA, CPR REVEST 500 MG x 50, E3S

28412, MESMERIN , MESMERIN, NOT FOUND, CPR 2 MG x 20, E3S

71929, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 60, E3S

