76383; TOLREST ; TOLREST; NOT FOUND; CPR 50 MG x 28; A4H
52706; TELEBRIX HYSTERO ; TELEBRIX HYSTERO; NOT FOUND; F.IV 20 ML x 1; GUE

52707; TELEBRIX 30 ; TELEBRIX 30; NOT FOUND; F.INFUSAO 30 ML x 1; GUE

49174; TELEBRIX 30 ; TELEBRIX 30; NOT FOUND; F.INFUSAO 50 ML x 1; GUE

52703; TELEBRIX CORONAR ; TELEBRIX CORONAR; NOT FOUND; F.IV 50 ML x 1; GUE

52711; TELEBRIX 35 ; TELEBRIX 35; NOT FOUND; F.IV 350 MG 20 ML x 1 (/ML); GUE

66044; TRADINOL ; TRADINOL; NOT FOUND; AMP.S/VASO 0.50 % 20 ML x 25; HPO

70783; TRANIL ; TRANIL; NOT FOUND; AMP. 50 Y 10 ML x 25 (/ML); HPO

70625; TAZOCILINA ; TAZOCILINA; NOT FOUND; F.AMP 4.50 G x 1; I_B

59633; TEICONIN ; TEICONIN; NOT FOUND; F.AMP LIOF 200 MG 3 ML x 1; I_B

165369; TIEPEM ; TIEPEM; NOT FOUND; F AMP PO IV 500 MG x 10; I_B

66795; TIEPEM ; TIEPEM; NOT FOUND; F.IM SOLV. 500 MG 20 ML x 1; I_B

66794; TIEPEM ; TIEPEM; NOT FOUND; F.MONOVIAL 500 MG x 1; I_B

59634; TEICONIN ; TEICONIN; NOT FOUND; F.AMP LIOF 400 MG 3 ML x 1; I_B

111989; TYLEX ; TYLEX; NOT FOUND; CPR 30 MG x 36; J_C

61699; TOPAMAX ; TOPAMAX; NOT FOUND; CAPS 25 MG x 60; J_C

78315; TYLEX ; TYLEX; NOT FOUND; CPR 30 MG x 24; J_C

44021; TYLEX ; TYLEX; NOT FOUND; CPR 7.50 MG x 12; J_C

52370; TOPAMAX ; TOPAMAX; NOT FOUND; CPR REVEST 100 MG x 60; J_C

44022; TYLEX ; TYLEX; NOT FOUND; CPR 30 MG x 12; J_C

52369; TOPAMAX ; TOPAMAX; NOT FOUND; CPR REVEST 50 MG x 60; J_C

61698; TOPAMAX ; TOPAMAX; NOT FOUND; CAPS 15 MG x 60; J_C

52368; TOPAMAX ; TOPAMAX; NOT FOUND; CPR REVEST 25 MG x 60; J_C

49927; TRIATOP ; TRIATOP; NOT FOUND; XAM.NORM.OLE 2 % 120 ML x 1; J_J

51445; TRIATOP ; TRIATOP; NOT FOUND; XAM.NORM.SEC 120 ML x 1; J_J

75963; TYLENOL ; TYLENOL; NOT FOUND; CPR REVES.AP 650 MG x 200; J_J

89066; TYLENOL ; TYLENOL; NOT FOUND; CPR EX PODER 500 MG x 100; J_J

46883; TYLENOL ; TYLENOL; NOT FOUND; GOTAS INF 200 MG 15 ML x 1 (/ML); J_J

48376; TYLENOL ; TYLENOL; NOT FOUND; CPR 750 MG x 200; J_J

89067; TYLENOL ; TYLENOL; NOT FOUND; CPR EX PODER 500 MG x 20; J_J

54942; TYLENOL ; TYLENOL; NOT FOUND; GTS BEBE FRU 100 MG 15 ML x 1 (/ML); J_J

66574; TYLENOL SINUS ; TYLENOL SINUS; NOT FOUND; CPR REVEST x 24; J_J

54565; TYLENOL ; TYLENOL; NOT FOUND; SUSP CRIANCA 160 MG 60 ML x 1 (/5ML); J_J

31143; TYLENOL ; TYLENOL; NOT FOUND; CPR EXTRA 500 MG x 200; J_J

48375; TYLENOL ; TYLENOL; NOT FOUND; CPR 750 MG x 20; J_J

56980; TYLENOL ; TYLENOL; NOT FOUND; CPR MASC x 12 (INF); J_J

58893; TYLENOL ; TYLENOL; NOT FOUND; CPR REVES.AP 650 MG x 24; J_J

61218; TOBRACIN D ; TOBRACIN D; NOT FOUND; SOLN OFTAL 5 ML x 1; L3F

61216; TOBRACIN ; TOBRACIN; NOT FOUND; SOLN OFTAL 0.30 % 5 ML x 1; L3F

61215; TOBRACIN ; TOBRACIN; NOT FOUND; POM. OFTAL 0.30 % 3.50 G x 1; L3F

61217; TOBRACIN D ; TOBRACIN D; NOT FOUND; POM. OFTAL 3.50 G x 1; L3F

100277; TELMISARTANA MG ; TELMISARTANA; TELMISARTANA; CPR 40 MG x 30; LG6

75218; TAVAGRAN ; TAVAGRAN; NOT FOUND; CPR REVEST 500 MG x 7; LG6

73456; TOPIRAMATO MG ; TOPIRAMATO; TOPIRAMATO; CPR REVEST 50 MG x 60; LG6

103400; TILOGRAN ; TILOGRAN; NOT FOUND; CPR 2.50 MG x 30; LG6

69979; TOPIRAMATO MG ; TOPIRAMATO; TOPIRAMATO; CPR REVEST 25 MG x 60; LG6

103081; TIBOLONA MG ; TIBOLONA; TIBOLONA; CPR 2.50 MG x 30; LG6

77356; TOBRACULAR ; TOBRACULAR; NOT FOUND; SOLN OFTAL 3 MG 5 ML x 1 (/ML); LG6

68298; TIABENDAZOL MG ; TIABENDAZOL; TIABENDAZOL; CPR 500 MG x 6; LG6

68302; TINID+NIT.MICON.MG ; TINID NIT MICON; NOT FOUND; CR.VAG.7 APL 45 G x 1; LG6

68791; TIOCO+TINIDAZOL MG ; TIOCO TINIDAZOL; NOT FOUND; CR.VAG.7 APL 35 G x 1; LG6

76813; TOBRAMICINA MG ; TOBRAMICINA; TOBRAMICINA; SOLN OFTAL 3 MG 5 ML x 1 (/ML); LG6

100278; TELMISARTANA MG ; TELMISARTANA; TELMISARTANA; CPR 80 MG x 30; LG6

75216; TAVAGRAN ; TAVAGRAN; NOT FOUND; CPR REVEST 500 MG x 10; LG6

83438; TREXACONT ; TREXACONT; NOT FOUND; CPR 250 MG x 12; LG6

81121; TRAVAMED ; TRAVAMED; NOT FOUND; SOLN OFTAL 0.04 MG 2.50 ML x 1; LG6

69978; TOPIRAMATO MG ; TOPIRAMATO; TOPIRAMATO; CPR REVEST 100 MG x 60; LG6

58887; TENSIDIPIN ; TENSIDIPIN; NOT FOUND; CPR 5 MG x 20; LG6

75217; TAVAGRAN ; TAVAGRAN; NOT FOUND; CPR REVEST 500 MG x 3; LG6

93542; TARFIC ; TARFIC; NOT FOUND; CAPS 1 MG x 100; LIB

128851; TARFIC ; TARFIC; NOT FOUND; POM 1 MG 10 G x 1 (/G); LIB

83462; TEGAN ; TEGAN; NOT FOUND; SOL CAP 0.25 MG 100 ML x 1 (/ML); LIB

97154; TARFIC ; TARFIC; NOT FOUND; CAPS 5 MG x 50; LIB

95711; TOPISON ; TOPISON; NOT FOUND; CREME 1 MG 10 G x 1 (/G); LIB

113410; TARFIC ; TARFIC; NOT FOUND; POM 0.30 MG 30 G x 1 (/G); LIB

63914; TOPISON ; TOPISON; NOT FOUND; POM. 1 MG 20 G x 1 (/G); LIB

63913; TOPISON ; TOPISON; NOT FOUND; CREME 1 MG 20 G x 1 (/G); LIB

113411; TARFIC ; TARFIC; NOT FOUND; POM 1 MG 30 G x 1 (/G); LIB

128849; TARFIC ; TARFIC; NOT FOUND; POM 0.30 MG 10 G x 1 (/G); LIB

33387; TINTURA ARNICA ; TINTURA ARNICA; NOT FOUND; TINT. 100 ML x 1; LIF

33800; TONICO BLUMEN ; TONICO BLUMEN; NOT FOUND; LIQD 500 ML x 1; LR3

45230; TETRALUP ; TETRALUP; NOT FOUND; CAPS 500 MG x 100; LR3

54624; TINDAL ; TINDAL; NOT FOUND; LIQD 1 % 60 ML x 1; LR3

33171; TONICO BLUMEN ; TONICO BLUMEN; NOT FOUND; LIQD 250 ML x 1; LR3

78698; TAR METOPROLOL MG ; TAR METOPROLOL; NOT FOUND; CPR REVEST 100 MG x 30; MB9

67001; TETRAGEL ; TETRAGEL; NOT FOUND; CAPS 500 MG x 100; MB9

54941; TINTURA IODO ; TINTURA IODO; NOT FOUND; LIQD 2 % 30 ML x 1; MB9

61693; TEOFILAB ; TEOFILAB; NOT FOUND; SOLN 200 ML x 1; MB9

115565; TRAVOPROSTA MG ; TRAVOPROSTA; TRAVOPROSTA; SOLN OFTAL 0.04 MG 2.50 ML x 1 (/ML; MD7

68592; TINIDAZOL MG ; TINIDAZOL; TINIDAZOL; CPR REVEST 500 MG x 8; MD7

58156; TIOCONAZOL MG ; TIOCONAZOL; TIOCONAZOL; CREME 1 % 30 G x 1; MD7

68591; TINIDAZOL MG ; TINIDAZOL; TINIDAZOL; CPR REVEST 500 MG x 4; MD7

113334; TOPIT ; TOPIT; NOT FOUND; CPR REV 100 MG x 60; MD7

55351; TRISEQUENS ; TRISEQUENS; NOT FOUND; CPR REVEST 2 MG x 28; MD7

58889; TIOCO+TINIDAZOL MG ; TIOCO TINIDAZOL; NOT FOUND; CREME VAG. 35 G x 1; MD7

113329; TOPIT ; TOPIT; NOT FOUND; CPR REV 50 MG x 30; MD7

77318; TRIDERM ; TRIDERM; NOT FOUND; CREME DERMAT 15 G x 1; MD7

113332; TOPIT ; TOPIT; NOT FOUND; CPR REV 50 MG x 60; MD7

113333; TOPIT ; TOPIT; NOT FOUND; CPR REV 100 MG x 30; MD7

90008; TAR BRIMONIDINA MG ; TAR BRIMONIDINA; NOT FOUND; SOL OFTAL 0.20 % 5 ML x 1; MD7

113328; TOPIT ; TOPIT; NOT FOUND; CPR REV 25 MG x 60; MD7

58975; TINID+NIT.MICON.MG ; TINID NIT MICON; NOT FOUND; CR.VAG.7 APL 40 G x 1; MD7

113326; TOPIT ; TOPIT; NOT FOUND; CPR REV 25 MG x 30; MD7

58332; TIOCONAZOL MG ; TIOCONAZOL; TIOCONAZOL; LOC. 1 % 30 G x 1; MD7

67595; TYLAFLEX ; TYLAFLEX; NOT FOUND; CPR 750 MG x 200; MDQ

64225; TYLAFLEX ; TYLAFLEX; NOT FOUND; CPR 750 MG x 120; MDQ

58652; TYLAFLEX ; TYLAFLEX; NOT FOUND; GOTAS 15 ML x 1; MDQ

58651; TYLAFLEX ; TYLAFLEX; NOT FOUND; CPR 500 MG x 500; MDQ

64223; TENOXIL ; TENOXIL; NOT FOUND; CPR REVEST 20 MG x 10; MDQ

63111; TYLAFLEX ; TYLAFLEX; NOT FOUND; CPR 750 MG x 12; MDQ

49072; TETRAMED ; TETRAMED; NOT FOUND; CAPS 500 MG x 100; MDQ

75493; TABINE ; TABINE; NOT FOUND; F.AMP 500 MG 5 ML x 1; MIZ

77414; TOPORAN ; TOPORAN; NOT FOUND; F.AMP LIOF 4 MG x 1; MIZ

109342; TEEN DERM K CONCEN ; TEEN DERM K CONCEN; NOT FOUND; SERUM 30 ML x 1; MIZ

109187; TEEN DERM MASK ; TEEN DERM MASK; NOT FOUND; GEL ESFOLIAN 40 ML x 1; MIZ

75962; TOPLANINA ; TOPLANINA; NOT FOUND; F.AMP 400 MG x 1; MIZ

75491; TABINE ; TABINE; NOT FOUND; F.AMP 1000 MG 10 ML x 1; MIZ

75492; TABINE ; TABINE; NOT FOUND; F.AMP 100 MG 1 ML x 1; MIZ

109198; TEEN DERM GEL ; TEEN DERM GEL; NOT FOUND; GEL ESPUMOSO 150 ML x 1; MIZ

85540; TACROFORT ; TACROFORT; NOT FOUND; CAPS 1 MG x 50; MIZ

54498; TENSULAN ; TENSULAN; NOT FOUND; CAPS x 30; MJA

134319; TENFLAX ; TENFLAX; NOT FOUND; SACHE 15 G x 30; MJA

59741; TRIVAGEL N ; TRIVAGEL N; NOT FOUND; CR.VAG.10APL 60 G x 1; MJA

48244; TAMARIL ; TAMARIL; NOT FOUND; GEL. 100 G x 1; MJA

70450; TENAVIT ; TENAVIT; NOT FOUND; CPR REVEST x 30; MJA

51569; TAKIL ; TAKIL; NOT FOUND; CR.VAG.7 APL 35 G x 1; MJA

59635; TENAG ; TENAG; NOT FOUND; CPR REVEST 40 MG x 20; MJA

49212; TAMARIL ; TAMARIL; NOT FOUND; CAPS x 20; MJA

71682; TEFIN ; TEFIN; NOT FOUND; CREME 10 MG 20 G x 1 (/G); MQF

72305; TRIOFORMAX ; TRIOFORMAX; NOT FOUND; SOLN ORAL 500 ML x 1; NAU

74457; TYLEMAX ; TYLEMAX; NOT FOUND; GOTAS BEBE 100 MG 15 ML x 1 (/ML); NAU

102995; TYLEMAX ; TYLEMAX; NOT FOUND; GOTAS 200 MG 10 ML x 200 (/ML); NAU

87816; TYLEMAX ; TYLEMAX; NOT FOUND; SUSP CRIANCA 160 MG 60 ML x 1 (/5ML); NAU

68021; TYLEMAX ; TYLEMAX; NOT FOUND; GOTAS 200 MG 15 ML x 1 (/ML); NAU

70414; TIOCO+TINIDAZOL MG ; TIOCO TINIDAZOL; NOT FOUND; CR.VAG.7 APL 35 G x 1; NQA

144185; TORVILIP ; TORVILIP; NOT FOUND; CPR REVEST 20 MG x 60; NQA

104586; TIBOLONA MG ; TIBOLONA; TIBOLONA; CPR 2.50 MG x 30; NQA

97003; TELMISARTANA MG ; TELMISARTANA; TELMISARTANA; CPR 80 MG x 30; NQA

117531; TOBRAMICINA MG ; TOBRAMICINA; TOBRAMICINA; SOL OFTAL 3 MG 5 ML x 1 (/ML); NQA

156860; TORVILIP ; TORVILIP; NOT FOUND; CPR REVEST 10 MG x 30; NQA

158204; TORVILIP ; TORVILIP; NOT FOUND; CPR REVEST 10 MG x 60; NQA

96991; TELMISARTANA MG ; TELMISARTANA; TELMISARTANA; CPR 40 MG x 30; NQA

144187; TORVILIP ; TORVILIP; NOT FOUND; CPR REVEST 40 MG x 30; NQA

94496; TRAVOPROSTA MG ; TRAVOPROSTA; TRAVOPROSTA; SOL OFTAL 0.04 MG 2.50 ML x 1 (/ML); NQA

144183; TORVILIP ; TORVILIP; NOT FOUND; CPR REVEST 20 MG x 30; NQA

58792; TRILEPTAL ; TRILEPTAL; NOT FOUND; CPR REVEST 300 MG x 60; NVR

45626; TALOFILINA ; TALOFILINA; NOT FOUND; CAPS RETARD 300 MG x 20; NVR

47227; TEGRETOL CR ; TEGRETOL CR; NOT FOUND; CPR 200 MG x 20; NVR

28062; TOFRANIL ; TOFRANIL; NOT FOUND; DRAG 25 MG x 20; NVR

50563; TRILEPTAL ; TRILEPTAL; NOT FOUND; CPR REVEST 600 MG x 20; NVR

57398; TEGRETOL CR ; TEGRETOL CR; NOT FOUND; CPR 200 MG x 60; NVR

45625; TALOFILINA ; TALOFILINA; NOT FOUND; CAPS RETARD 200 MG x 20; NVR

44016; TOFRANIL PAMO. ; TOFRANIL PAMO; NOT FOUND; CAPS 150 MG x 20; NVR

50562; TRILEPTAL ; TRILEPTAL; NOT FOUND; CPR REVEST 300 MG x 20; NVR

47228; TEGRETOL CR ; TEGRETOL CR; NOT FOUND; CPR 400 MG x 20; NVR

74198; TOFRANIL PAMO. ; TOFRANIL PAMO; NOT FOUND; CAPS 75 MG x 30; NVR

55919; TRILEPTAL ; TRILEPTAL; NOT FOUND; CPR REVEST 600 MG x 10; NVR

87528; TOBI ; TOBI; NOT FOUND; AMP NEBUL 300 MG 5 ML x 56; NVR

69206; TEGRETOL CR ; TEGRETOL CR; NOT FOUND; CPR 400 MG x 60; NVR

44015; TOFRANIL PAMO. ; TOFRANIL PAMO; NOT FOUND; CAPS 75 MG x 20; NVR

51222; TRILEPTAL ; TRILEPTAL; NOT FOUND; SUSP ORAL 6 % 100 ML x 1; NVR

41925; TEGRETOL ; TEGRETOL; NOT FOUND; CPR 400 MG x 20; NVR

73861; TOFRANIL PAMO. ; TOFRANIL PAMO; NOT FOUND; CAPS 150 MG x 30; NVR

45624; TALOFILINA ; TALOFILINA; NOT FOUND; CAPS RETARD 100 MG x 20; NVR

75877; TASIGNA ; TASIGNA; NOT FOUND; CAPS 200 MG x 112; NVR

10067; TEGRETOL ; TEGRETOL; NOT FOUND; XAROPE 100 MG 100 ML x 1 (/5ML); NVR

28061; TOFRANIL ; TOFRANIL; NOT FOUND; DRAG 10 MG x 20; NVR

55918; TRILEPTAL ; TRILEPTAL; NOT FOUND; CPR REVEST 300 MG x 10; NVR

10406; TONOPAN ; TONOPAN; NOT FOUND; DRAG x 16; NVR

57397; TEGRETOL ; TEGRETOL; NOT FOUND; CPR 200 MG x 60; NVR

60786; TRILEPTAL ; TRILEPTAL; NOT FOUND; CPR REVEST 600 MG x 60; NVR

10065; TEGRETOL ; TEGRETOL; NOT FOUND; CPR 200 MG x 20; NVR

87522; TINID+NIT.MICON.MG ; TINID NIT MICON; NOT FOUND; CR.VAG.7 APL 40 G x 1; N_Q

57229; TEGREX ; TEGREX; NOT FOUND; CPR 200 MG x 20; N_Q

33818; TIAMIN ; TIAMIN; NOT FOUND; XAROPE 100 ML x 1; N_Q

112015; TIMOSOPT ; TIMOSOPT; NOT FOUND; SOL OFTAL 5 ML x 1; N_Q

75961; TILOXINEO ; TILOXINEO; NOT FOUND; CPR REVEST 20 MG x 10; N_Q

50972; TERMOPIRONA INJETA ; TERMOPIRONA INJETA; NOT FOUND; AMP. 1 G 2 ML x 50 (/ML); N_Q

73587; TYNEO ; TYNEO; NOT FOUND; GOTAS 200 MG 15 ML x 1 (/ML); N_Q

34000; TERMOPIRONA ; TERMOPIRONA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); N_Q

52323; TIAMIN ; TIAMIN; NOT FOUND; GOTAS 30 ML x 1; N_Q

72902; TIOCO+TINIDAZOL MG ; TIOCO TINIDAZOL; NOT FOUND; CR.VAG.7 APL 35 G x 1; N_Q

96541; TERMOPIRONA ; TERMOPIRONA; NOT FOUND; SOL ORAL. 50 MG 100 ML x 1 (/ML); N_Q

75582; TENOXICAM MG ; TENOXICAM; TENOXICAM; CPR REVEST 20 MG x 10; N_Q

62794; TIBIAL ; TIBIAL; NOT FOUND; CPR 2.50 MG x 28; N_Q

67422; TERMOPIRONA ; TERMOPIRONA; NOT FOUND; GOTAS 500 MG 10 ML x 10 (/ML); N_Q

78610; TORSILAX ; TORSILAX; NOT FOUND; CPR REVEST x 12; N_Q

68790; TERMOPIRONA ; TERMOPIRONA; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); N_Q

93516; TENSALIV ; TENSALIV; NOT FOUND; CPR 10 MG x 30; N_Q

93365; TENSALIV ; TENSALIV; NOT FOUND; CPR 5 MG x 30; N_Q

73860; TIMONEO ; TIMONEO; NOT FOUND; SOLN OFTAL 5 MG 5 ML x 1 (/ML); N_Q

77497; TAR BRIMONIDINA MG ; TAR BRIMONIDINA; NOT FOUND; SOLN OFTAL 2 MG 5 ML x 1 (/ML); N_Q

73204; TILUGEN ; TILUGEN; NOT FOUND; XAR. 3.54 MG 120 MG x 1 (/ML); N_Q

73586; TYNEO ; TYNEO; NOT FOUND; CPR 750 MG x 100; N_Q

55496; TORSILAX ; TORSILAX; NOT FOUND; CPR REVEST x 30; N_Q

101665; TIBOLONA MG ; TIBOLONA; TIBOLONA; CPR 2.50 MG x 28; N_Q

84452; TOPLIV ; TOPLIV; NOT FOUND; CREME. 1 MG 20 G x 1 (/G); N_Q

85710; TERMOPIRONA ; TERMOPIRONA; NOT FOUND; CPR 1 G x 10; N_Q

85708; TERMOPIRONA ; TERMOPIRONA; NOT FOUND; CPR 1 G x 100; N_Q

57313; TORSILAX ; TORSILAX; NOT FOUND; CPR REVEST x 100; N_Q

69497; TRAMADEN ; TRAMADEN; NOT FOUND; CAPS 50 MG x 10; N_Q

56531; TENSALIV ; TENSALIV; NOT FOUND; CPR 10 MG x 20; N_Q

56712; TERMOPIRONA ; TERMOPIRONA; NOT FOUND; GOTAS LARANJ 500 MG 10 ML x 1 (/ML); N_Q

54561; TENSALIV ; TENSALIV; NOT FOUND; DRAG 5 MG x 20; N_Q

49785; TIAMIN INJETAVEL ; TIAMIN INJETAVEL; NOT FOUND; AMP. 2 ML x 50; N_Q

104583; TOBRAMICINA MG ; TOBRAMICINA; TOBRAMICINA; SOL OFTAL 3 MG 5 ML x 1 (/ML); N_Q

62388; TIROIDIN ; TIROIDIN; NOT FOUND; CPR 100 Y x 30; N_Q

47545; TERMOPIRONA ; TERMOPIRONA; NOT FOUND; CPR 500 MG x 100; N_Q

64386; TRICORTID ; TRICORTID; NOT FOUND; POM. 30 G x 1; P7B

64384; TRACNOX ; TRACNOX; NOT FOUND; CAPS 100 MG x 4; P7B

64385; TRICORTID ; TRICORTID; NOT FOUND; CREME 30 G x 1; P7B

48503; TRAMAL ; TRAMAL; NOT FOUND; GOTAS 100 MG 10 ML x 1 (/ML); PFZ

51894; TROFODERMIN GINEC. ; TROFODERMIN GINEC; NOT FOUND; CR.VAG.8 APL 40 G x 1; PFZ

51892; TRAMAL ; TRAMAL; NOT FOUND; CPR RETARD 100 MG x 10; PFZ

53298; TAZOCIN ; TAZOCIN; NOT FOUND; F.AMP 2.25 G x 1; PFZ

53299; TAZOCIN ; TAZOCIN; NOT FOUND; F.AMP 4.50 G x 1; PFZ

10137; TERRA-POLIMIXINA ; TERRA POLIMIXINA; NOT FOUND; POM. OFTAL 3.50 G x 1; PFZ

10673; TROFODERMIN ; TROFODERMIN; NOT FOUND; CREME 30 G x 1; PFZ

10134; TERRAMICINA ; TERRAMICINA; NOT FOUND; CAPS 500 MG x 8; PFZ

87170; TANTRIX ; TANTRIX; NOT FOUND; CPR REVEST 50 MG x 4; PFZ

10133; TERRAMICINA ; TERRAMICINA; NOT FOUND; CAPS 500 MG x 100; PFZ

48370; TERRA-CORTRIL POLI ; TERRA CORTRIL POLI; NOT FOUND; CREME 15 G x 1; PFZ

87167; TANTRIX ; TANTRIX; NOT FOUND; CPR REVEST 50 MG x 2; PFZ

87172; TANTRIX ; TANTRIX; NOT FOUND; CPR REVEST 50 MG x 8; PFZ

47858; TRAMAL ; TRAMAL; NOT FOUND; AMP. 100 MG x 6; PFZ

48371; TERRAMICINA ; TERRAMICINA; NOT FOUND; A.IM 100 MG 2 ML x 5; PFZ

44274; TRALEN ; TRALEN; NOT FOUND; CREME DERMAT 1 % 30 G x 1; PFZ

87165; TANTRIX ; TANTRIX; NOT FOUND; CPR REVEST 50 MG x 1; PFZ

66043; TOTELLE CICLO ; TOTELLE CICLO; NOT FOUND; DRAG x 28; PFZ

76858; TRAMAL ; TRAMAL; NOT FOUND; AMP. 100 MG 2 ML x 5 (/ML); PFZ

49626; TRAMAL ; TRAMAL; NOT FOUND; AMP. 50 MG x 6; PFZ

58793; TROFODERMIN ; TROFODERMIN; NOT FOUND; CR.VAG.8 APL 45 G x 1; PFZ

44275; TRALEN ; TRALEN; NOT FOUND; LOC.DERMATOL 1 % 30 G x 1; PFZ

48372; TERRA-POLIMIXINA ; TERRA POLIMIXINA; NOT FOUND; POM. 15 G x 1; PFZ

44277; TRINORDIOL ; TRINORDIOL; NOT FOUND; DRAG x 21; PFZ

76859; TRAMAL ; TRAMAL; NOT FOUND; AMP. 50 MG 1 ML x 5 (/ML); PFZ

66042; TOTELLE ; TOTELLE; NOT FOUND; DRAG x 28; PFZ

47859; TRAMAL ; TRAMAL; NOT FOUND; CAPS 50 MG x 10; PFZ

45098; TRALEN ; TRALEN; NOT FOUND; PO DEMATOLO. 1 % 30 G x 1; PFZ

49077; TRALEN ; TRALEN; NOT FOUND; SOLN P/UNHA 28 % 12 ML x 1; PFZ

69786; TYGACIL ; TYGACIL; NOT FOUND; F.AMP LIOF 50 MG x 10; PFZ

78061; TORISEL ; TORISEL; NOT FOUND; F AMP DIL 25 MG 1.80 ML x 1 (/ML); PFZ

30602; TERRA CORTRIL ; TERRA CORTRIL; NOT FOUND; POM. 15 G x 1; PFZ

64961; TIOCO+TINIDAZOL MG ; TIOCO TINIDAZOL; NOT FOUND; CR.VAG.7 APL 35 G x 1; PZ8

64705; TIOCONAZOL MG ; TIOCONAZOL; TIOCONAZOL; CREME 10 MG 30 G x 1 (/G); PZ8

65998; TINID+NIT.MICON.MG ; TINID NIT MICON; NOT FOUND; CREMA VAG. 20 MG 45 G x 1 (/G); PZ8

112518; TELMISARTANA MG ; TELMISARTANA; TELMISARTANA; CPR 80 MG x 30; RBY

112517; TELMISARTANA MG ; TELMISARTANA; TELMISARTANA; CPR 40 MG x 30; RBY

60957; TENOXICAM MG ; TENOXICAM; TENOXICAM; CPR REVEST 20 MG x 10; RBY

71804; TARCEVA ; TARCEVA; NOT FOUND; CPR REVEST 150 MG x 30; ROC

78122; TAMIFLU ; TAMIFLU; NOT FOUND; CAPS 45 MG x 10; ROC

56340; TAMIFLU ; TAMIFLU; NOT FOUND; CAPS 75 MG x 10; ROC

78121; TAMIFLU ; TAMIFLU; NOT FOUND; CAPS 30 MG x 10; ROC

73858; TAMIFLU ; TAMIFLU; NOT FOUND; SUSP ORAL 12 MG 30 G x 1 (/ML); ROC

71805; TARCEVA ; TARCEVA; NOT FOUND; CPR REVEST 100 MG x 30; ROC

71806; TARCEVA ; TARCEVA; NOT FOUND; CPR REVEST 25 MG x 30; ROC

72918; TOPIRAMATO MG ; TOPIRAMATO; TOPIRAMATO; CPR REVEST 100 MG x 60; SDZ

64956; TAR ZOLPIDEM MG ; TAR ZOLPIDEM; NOT FOUND; CPR 10 MG x 10; SDZ

71835; TRILAX ; TRILAX; NOT FOUND; CPR x 100; SDZ

64017; TRIXOTENE ; TRIXOTENE; NOT FOUND; F.AMP LIOF 80 MG 6 ML x 1; SDZ

162444; TADALAFILA MG ; TADALAFILA; TADALAFILA; CPR REVEST 20 MG x 4; SDZ

79615; TENOXICAM MG ; TENOXICAM; TENOXICAM; CPR REVEST 20 MG x 10; SDZ

64957; TAR ZOLPIDEM MG ; TAR ZOLPIDEM; NOT FOUND; CPR 10 MG x 20; SDZ

72740; TOPTIL ; TOPTIL; NOT FOUND; CPR REVEST 100 MG x 30; SDZ

59380; TRILAX ; TRILAX; NOT FOUND; CPR BLISTER x 12; SDZ

72917; TOPIRAMATO MG ; TOPIRAMATO; TOPIRAMATO; CPR REVEST 50 MG x 60; SDZ

72637; TOPTIL ; TOPTIL; NOT FOUND; CPR REVEST 25 MG x 60; SDZ

162445; TADALAFILA MG ; TADALAFILA; TADALAFILA; CPR REVEST 20 MG x 2; SDZ

71971; TRILAX ; TRILAX; NOT FOUND; CPR x 30; SDZ

57399; TILOXICAN ; TILOXICAN; NOT FOUND; CPR 20 MG x 10; SDZ

72916; TOPIRAMATO MG ; TOPIRAMATO; TOPIRAMATO; CPR REVEST 25 MG x 60; SDZ

72738; TOPTIL ; TOPTIL; NOT FOUND; CPR REVEST 25 MG x 30; SDZ

72638; TOPTIL ; TOPTIL; NOT FOUND; CPR REVEST 50 MG x 60; SDZ

162446; TADALAFILA MG ; TADALAFILA; TADALAFILA; CPR REVEST 20 MG x 1; SDZ

72639; TOPTIL ; TOPTIL; NOT FOUND; CPR REVEST 100 MG x 60; SDZ

64016; TRIXOTENE ; TRIXOTENE; NOT FOUND; F.AMP LIOF 20 MG 1.50 ML x 1; SDZ

69056; TYLECETAMOL ; TYLECETAMOL; NOT FOUND; CPR 750 MG x 200; SDZ

72739; TOPTIL ; TOPTIL; NOT FOUND; CPR REVEST 50 MG x 30; SDZ

72742; TOPTIL ; TOPTIL; NOT FOUND; CPR REVEST 50 MG x 10; SDZ

68588; TARVEXOL ; TARVEXOL; NOT FOUND; F.AMP INFUS 100 MG 16.7 ML x 1; SDZ

33506; TIRACASPA ; TIRACASPA; NOT FOUND; SOLN 100 ML x 1; SDZ

162447; TADALAFILA MG ; TADALAFILA; TADALAFILA; CPR REVEST 5 MG x 28; SDZ

10481; TRANXILENE ; TRANXILENE; NOT FOUND; CAPS 5 MG x 20; S_A

