395164; GLICLAZIDA; GLICLAZIDA; GLICLAZIDA; 30 MG. LIBERACAO CONTROLADA; NO_ACR; COMPRIMIDO; 0
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 10.00 ML

275651; GONADOTROPINA; GONADOTROPINA; NOT FOUND; CORIONICA ALFA HCG RECOMB..CORIOGONADOTROPINA ALFA. 250 MCG. INJETAVEL; NO_ACR; SERINGA; 0

330113; GANCICLOVIR SÃDICO; GANCICLOVIR SODICO; GANCICLOVIR SODICO; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; BOLSA; 250.00 ML

395164; GLICLAZIDA; GLICLAZIDA; GLICLAZIDA; 30 MG. LIBERACAO CONTROLADA; NO_ACR; COMPRIMIDO; 0

406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA; NO_ACR; BISNAGA; 3.50 G

268185; GLICEROL; GLICEROL; GLICEROL; 95%. SUPOSITORIO INFANTIL; NO_ACR; FRASCO; 1.00 L

291172; GENTAMICINA; GENTAMICINA; GENTAMICINA; 1 MG/G. CREME; NO_ACR; AMPOLA; 0

330113; GANCICLOVIR SÃDICO; GANCICLOVIR SODICO; GANCICLOVIR SODICO; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; BOLSA; 100.00 ML

268107; GABAPENTINA; GABAPENTINA; GABAPENTINA; 300 MG; NO_ACR; CÃPSULA; 0

267668; GENTAMICINA; GENTAMICINA; GENTAMICINA; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

309530; GLICOSAMINA; GLICOSAMINA; GLICOSAMINA; 1.5 G. PO ORAL; NO_ACR; CÃPSULA; 0

330113; GANCICLOVIR SÃDICO; GANCICLOVIR SODICO; GANCICLOVIR SODICO; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

366913; GLICOSE; GLICOSE; GLICOSE; ASSOCIADA AO CLORETO DE SODIO. 5% + 0.9%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; AMPOLA; 10.00 ML

394237; GLICOSAMINA; GLICOSAMINA; GLICOSAMINA; ASSOCIADA COM CONDROITINA. EM SAIS SULFATOS. 1.5 G + 1.2 G. PO ORAL; NO_ACR; SACHÃ; 5.00 G

268458; GANCICLOVIR SÃDICO; GANCICLOVIR SODICO; GANCICLOVIR SODICO; 250 MG; NO_ACR; CÃPSULA; 0

270431; GENCITABINA CLORIDRATO; GENCITABINA CLORIDRATO; NOT FOUND; 200MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA; NO_ACR; AMPOLA; 0

366913; GLICOSE; GLICOSE; GLICOSE; ASSOCIADA AO CLORETO DE SODIO. 5% + 0.9%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; BOLSA; 100.00 ML

267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1000.00 ML

268256; GENTAMICINA; GENTAMICINA; GENTAMICINA; 40 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 0

270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 100.00 ML

268108; GOSSERRELINA ACETATO; GOSSERRELINA ACETATO; NOT FOUND; 10.80 MG. SOLUCAO INJETAVEL; NO_ACR; SERINGA; 0

354516; GLIPIZIDA; GLIPIZIDA; GLIPIZIDA; 5 MG; NO_ACR; COMPRIMIDO; 0

267668; GENTAMICINA; GENTAMICINA; GENTAMICINA; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 0

414430; GOLIMUMABE; GOLIMUMABE; GOLIMUMABE; 50 MG. SOLUCAO INJETAVEL. EM SERINGA PREENCHIDA; NO_ACR; SERINGA; 0

268256; GENTAMICINA; GENTAMICINA; GENTAMICINA; 40 MG/ML. SOLUCAO INJETAVEL; NO_ACR; BISNAGA; 3.00 G

295266; GLICEROFOSFATO DE SÃDIO; GLICEROFOSFATO SODIO; GLICEROFOSFATO SODIO; 216 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL; NO_ACR; BOLSA; 500.00 ML

388403; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 3 MG; NO_ACR; COMPRIMIDO; 0

267668; GENTAMICINA; GENTAMICINA; GENTAMICINA; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 5.00 ML

291700; GABAPENTINA; GABAPENTINA; GABAPENTINA; 600 MG; NO_ACR; CÃPSULA; 0

357880; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO. EMBALAGEM PRIMARIA ISENTA DE PVC; NO_ACR; BOLSA; 500.00 ML

267540; GLICOSE; GLICOSE; GLICOSE; 25%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

268256; GENTAMICINA; GENTAMICINA; GENTAMICINA; 40 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA; NO_ACR; BISNAGA; 3.00 G

269761; GENTAMICINA; GENTAMICINA; GENTAMICINA; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 0

267540; GLICOSE; GLICOSE; GLICOSE; 25%. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML

268458; GANCICLOVIR SÃDICO; GANCICLOVIR SODICO; GANCICLOVIR SODICO; 250 MG; NO_ACR; BOLSA; 500.00 ML

267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; AMPOLA; 10.00 ML

303885; GLICINA; GLICINA; GLICINA; 15 MG/ML. SOLUCAO ESTERIL. APIROGENICA; NO_ACR; BOLSA; 3000.00 ML

270019; GLICONATO DE CÃLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1.00 L

267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML

268458; GANCICLOVIR SÃDICO; GANCICLOVIR SODICO; GANCICLOVIR SODICO; 250 MG; NO_ACR; BOLSA; 250.00 ML

269759; GENTAMICINA; GENTAMICINA; GENTAMICINA; 80 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 0

269760; GENTAMICINA; GENTAMICINA; GENTAMICINA; 140 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

270019; GLICONATO DE CÃLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML

406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA; NO_ACR; BISNAGA; 30.00 G

367765; GELATINA FLUIDA MODIFICADA (SUCCINILGELATINA); GELATINA FLUIDA MODIFICADA SUCCINILGELATINA; NOT FOUND; 3.5%. SOLUCAO INJETAVEL. EM SISTEMA FECHADO; NO_ACR; BOLSA; 500.00 ML

269759; GENTAMICINA; GENTAMICINA; GENTAMICINA; 80 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

276842; GRANISETRONA; GRANISETRONA; GRANISETRONA; 1 MG; NO_ACR; AMPOLA; 1.00 ML

267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 250.00 ML

267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 1000.00 ML

353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; AMPOLA; 10.00 ML

269760; GENTAMICINA; GENTAMICINA; GENTAMICINA; 140 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 0

366913; GLICOSE; GLICOSE; GLICOSE; ASSOCIADA AO CLORETO DE SODIO. 5% + 0.9%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 1000.00 ML

267671; GLIBENCLAMIDA; GLIBENCLAMIDA; GLIBENCLAMIDA; 5 MG; NO_ACR; COMPRIMIDO; 0

267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 20.00 ML

267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; BOLSA; 250.00 ML

302594; GANIRELIX ACETATO; GANIRELIX ACETATO; NOT FOUND; 0.5 MG/ML. SOLUCAO INJETAVEL. SERINGA PREENCHIDA COM 0.5ML; NO_ACR; SERINGA; 0

270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 50.00 ML

269622; GLICEROL; GLICEROL; GLICEROL; 12%. CLISTER; NO_ACR; FRASCO; 500.00 ML

353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 1000.00 ML

357880; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO. EMBALAGEM PRIMARIA ISENTA DE PVC; NO_ACR; FRASCO; 500.00 ML

291172; GENTAMICINA; GENTAMICINA; GENTAMICINA; 1 MG/G. CREME; NO_ACR; BISNAGA; 3.50 G

342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA; NO_ACR; BISNAGA; 3.00 G

275649; GONADOTROPINA; GONADOTROPINA; NOT FOUND; CORIONICA HUMANA. 5.000 UI. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 1000.00 ML

330115; GANCICLOVIR SÃDICO; GANCICLOVIR SODICO; GANCICLOVIR SODICO; 500 MG. PO LIOFILO P/ INJETAVEL; NO_ACR; BOLSA; 500.00 ML

353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; BOLSA; 100.00 ML

307780; GATIFLOXACINO; GATIFLOXACINO; GATIFLOXACINO; 3 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

357880; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO. EMBALAGEM PRIMARIA ISENTA DE PVC; NO_ACR; FRASCO; 250.00 ML

268106; GABAPENTINA; GABAPENTINA; GABAPENTINA; 400 MG; NO_ACR; CÃPSULA; 0

330115; GANCICLOVIR SÃDICO; GANCICLOVIR SODICO; GANCICLOVIR SODICO; 500 MG. PO LIOFILO P/ INJETAVEL; NO_ACR; BOLSA; 250.00 ML

267668; GENTAMICINA; GENTAMICINA; GENTAMICINA; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

276099; GLICOSE; GLICOSE; GLICOSE; 7%. SOLUCAO INJETAVEL. SISTEMA TWIST OFF; NO_ACR; FRASCO; 500.00 ML

269760; GENTAMICINA; GENTAMICINA; GENTAMICINA; 140 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.50 ML

357880; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO. EMBALAGEM PRIMARIA ISENTA DE PVC; NO_ACR; BOLSA; 250.00 ML

269622; GLICEROL; GLICEROL; GLICEROL; 12%. CLISTER; NO_ACR; FRASCO; 1.00 L

357880; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO. EMBALAGEM PRIMARIA ISENTA DE PVC; NO_ACR; BOLSA; 100.00 ML

273119; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 2 MG; NO_ACR; COMPRIMIDO; 0

276388; GALANTAMINA; GALANTAMINA; GALANTAMINA; SAL BROMIDRATO. 8 MG; NO_ACR; COMPRIMIDO; 0

353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; BOLSA; 500.00 ML

267087; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 900 MG; NO_ACR; COMPRIMIDO; 0

269622; GLICEROL; GLICEROL; GLICEROL; 12%. CLISTER; NO_ACR; SUPOSITÃRIO; 0

342747; GLATIRÃMER ACETATO; GLATIRAMER ACETATO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL. EM SERINGA PREENCHIDA C/ 1ML; NO_ACR; SERINGA; 0

342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA; NO_ACR; FRASCO; 5.00 ML

267540; GLICOSE; GLICOSE; GLICOSE; 25%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 50.00 ML

282040; GEFITINIBE; GEFITINIBE; GEFITINIBE; 250 MG; NO_ACR; COMPRIMIDO; 0

268256; GENTAMICINA; GENTAMICINA; GENTAMICINA; 40 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.50 ML

270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; BOLSA; 50.00 ML

406308; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 125.00 ML

270430; GENCITABINA CLORIDRATO; GENCITABINA CLORIDRATO; NOT FOUND; 1G. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

315735; GALANTAMINA; GALANTAMINA; GALANTAMINA; SAL BROMIDRATO. 16 MG; NO_ACR; CÃPSULA; 0

305106; GLUCAGON; GLUCAGON; GLUCAGON; 1 MG. PO LIOFILO P/INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

291700; GABAPENTINA; GABAPENTINA; GABAPENTINA; 600 MG; NO_ACR; COMPRIMIDO; 0

303885; GLICINA; GLICINA; GLICINA; 15 MG/ML. SOLUCAO ESTERIL. APIROGENICA; NO_ACR; BOLSA; 1000.00 ML

269759; GENTAMICINA; GENTAMICINA; GENTAMICINA; 80 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; BOLSA; 100.00 ML

274227; GLICOSAMINA; GLICOSAMINA; GLICOSAMINA; ASSOCIADA COM CONDROITINA. EM SAIS SULFATOS. 500MG + 400MG; NO_ACR; CÃPSULA; 0

273112; GRISEOFULVINA; GRISEOFULVINA; GRISEOFULVINA; 500 MG; NO_ACR; COMPRIMIDO; 0

268106; GABAPENTINA; GABAPENTINA; GABAPENTINA; 400 MG; NO_ACR; COMPRIMIDO; 0

315734; GALANTAMINA; GALANTAMINA; GALANTAMINA; SAL BROMIDRATO. 24 MG; NO_ACR; CÃPSULA; 0

357880; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO. EMBALAGEM PRIMARIA ISENTA DE PVC; NO_ACR; FRASCO; 1000.00 ML

353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 20.00 ML

267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; BOLSA; 500.00 ML

275651; GONADOTROPINA; GONADOTROPINA; NOT FOUND; CORIONICA ALFA HCG RECOMB..CORIOGONADOTROPINA ALFA. 250 MCG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

291172; GENTAMICINA; GENTAMICINA; GENTAMICINA; 1 MG/G. CREME; NO_ACR; BISNAGA; 30.00 G

276388; GALANTAMINA; GALANTAMINA; GALANTAMINA; SAL BROMIDRATO. 8 MG; NO_ACR; CÃPSULA; 0

267088; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 600 MG; NO_ACR; COMPRIMIDO; 0

273121; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 4 MG; NO_ACR; COMPRIMIDO; 0

267540; GLICOSE; GLICOSE; GLICOSE; 25%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 500.00 ML

270019; GLICONATO DE CÃLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL; NO_ACR; POTE; 500.00 G

394237; GLICOSAMINA; GLICOSAMINA; GLICOSAMINA; ASSOCIADA COM CONDROITINA. EM SAIS SULFATOS. 1.5 G + 1.2 G. PO ORAL; NO_ACR; SACHÃ; 3.95 G

414431; GOLIMUMABE; GOLIMUMABE; GOLIMUMABE; 50 MG. SOLUCAO INJETAVEL. EM SERINGA PREENCHIDA.ACOPLADA A CANETA APLICADORA; NO_ACR; SERINGA; 0

352238; GRANISETRONA; GRANISETRONA; GRANISETRONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

267540; GLICOSE; GLICOSE; GLICOSE; 25%. SOLUCAO INJETAVEL; NO_ACR; BOLSA; 50.00 ML

417713; GLICLAZIDA; GLICLAZIDA; GLICLAZIDA; 60 MG. LIBERACAO PROLONGADA; NO_ACR; COMPRIMIDO; 0

273115; GLICLAZIDA; GLICLAZIDA; GLICLAZIDA; 80 MG; NO_ACR; COMPRIMIDO; 0

267540; GLICOSE; GLICOSE; GLICOSE; 25%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML

274227; GLICOSAMINA; GLICOSAMINA; GLICOSAMINA; ASSOCIADA COM CONDROITINA. EM SAIS SULFATOS. 500MG + 400MG; NO_ACR; SACHÃ; 4.13 G

330115; GANCICLOVIR SÃDICO; GANCICLOVIR SODICO; GANCICLOVIR SODICO; 500 MG. PO LIOFILO P/ INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL; NO_ACR; BOLSA; 50.00 ML

394237; GLICOSAMINA; GLICOSAMINA; GLICOSAMINA; ASSOCIADA COM CONDROITINA. EM SAIS SULFATOS. 1.5 G + 1.2 G. PO ORAL; NO_ACR; SACHÃ; 4.13 G

267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML

352312; GELATINA FLUIDA MODIFICADA (SUCCINILGELATINA); GELATINA FLUIDA MODIFICADA SUCCINILGELATINA; NOT FOUND; 4 %. SOLUCAO INJETAVEL. EM SISTEMA FECHADO; NO_ACR; FRASCO; 500.00 ML

276099; GLICOSE; GLICOSE; GLICOSE; 7%. SOLUCAO INJETAVEL. SISTEMA TWIST OFF; NO_ACR; AMPOLA; 10.00 ML

330115; GANCICLOVIR SÃDICO; GANCICLOVIR SODICO; GANCICLOVIR SODICO; 500 MG. PO LIOFILO P/ INJETAVEL; NO_ACR; BOLSA; 100.00 ML

267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 500.00 ML

357880; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO. EMBALAGEM PRIMARIA ISENTA DE PVC; NO_ACR; FRASCO; 100.00 ML

268185; GLICEROL; GLICEROL; GLICEROL; 95%. SUPOSITORIO INFANTIL; NO_ACR; SUPOSITÃRIO; 0

352312; GELATINA FLUIDA MODIFICADA (SUCCINILGELATINA); GELATINA FLUIDA MODIFICADA SUCCINILGELATINA; NOT FOUND; 4 %. SOLUCAO INJETAVEL. EM SISTEMA FECHADO; NO_ACR; BOLSA; 500.00 ML

268186; GLICEROL; GLICEROL; GLICEROL; 95%. SUPOSITORIO ADULTO; NO_ACR; SUPOSITÃRIO; 0

267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL; NO_ACR; BOLSA; 100.00 ML

274115; GELATINA FLUIDA MODIFICADA (SUCCINILGELATINA); GELATINA FLUIDA MODIFICADA SUCCINILGELATINA; NOT FOUND; 3.5%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 500.00 ML

315734; GALANTAMINA; GALANTAMINA; GALANTAMINA; SAL BROMIDRATO. 24 MG; NO_ACR; COMPRIMIDO; 0

267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 500.00 ML

366913; GLICOSE; GLICOSE; GLICOSE; ASSOCIADA AO CLORETO DE SODIO. 5% + 0.9%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 500.00 ML

330113; GANCICLOVIR SÃDICO; GANCICLOVIR SODICO; GANCICLOVIR SODICO; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; CÃPSULA; 0

366913; GLICOSE; GLICOSE; GLICOSE; ASSOCIADA AO CLORETO DE SODIO. 5% + 0.9%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 250.00 ML

330537; GALSULFASE; GALSULFASE; GALSULFASE; 1 MG/ML. CONCENTRADO PARA PERFUSAO INJETAVEL; NO_ACR; FRASCO; 5.00 ML

330113; GANCICLOVIR SÃDICO; GANCICLOVIR SODICO; GANCICLOVIR SODICO; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; BOLSA; 500.00 ML

267540; GLICOSE; GLICOSE; GLICOSE; 25%. SOLUCAO INJETAVEL; NO_ACR; BOLSA; 500.00 ML

400759; GLICONATO DE CÃLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10 MG/ML. SOLUCAO TOPICA. ESPECIALMENTE MANIPULADA; NO_ACR; AMPOLA; 10.00 ML

267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; BOLSA; 1000.00 ML

270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; BOLSA; 250.00 ML

357880; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO. EMBALAGEM PRIMARIA ISENTA DE PVC; NO_ACR; BOLSA; 1000.00 ML

270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; BOLSA; 1000.00 ML

366913; GLICOSE; GLICOSE; GLICOSE; ASSOCIADA AO CLORETO DE SODIO. 5% + 0.9%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; BOLSA; 500.00 ML

269622; GLICEROL; GLICEROL; GLICEROL; 12%. CLISTER; NO_ACR; FRASCO; 250.00 ML

353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 500.00 ML

268186; GLICEROL; GLICEROL; GLICEROL; 95%. SUPOSITORIO ADULTO; NO_ACR; FRASCO; 1.00 L

367765; GELATINA FLUIDA MODIFICADA (SUCCINILGELATINA); GELATINA FLUIDA MODIFICADA SUCCINILGELATINA; NOT FOUND; 3.5%. SOLUCAO INJETAVEL. EM SISTEMA FECHADO; NO_ACR; FRASCO; 500.00 ML

276842; GRANISETRONA; GRANISETRONA; GRANISETRONA; 1 MG; NO_ACR; AMPOLA; 3.00 ML

267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 50.00 ML

268458; GANCICLOVIR SÃDICO; GANCICLOVIR SODICO; GANCICLOVIR SODICO; 250 MG; NO_ACR; FRASCO-AMPOLA; 0

315735; GALANTAMINA; GALANTAMINA; GALANTAMINA; SAL BROMIDRATO. 16 MG; NO_ACR; COMPRIMIDO; 0

332794; GESTODENO; GESTODENO; GESTODENO; ASSOCIADO AO ETINILESTRADIOL. 0.075 MG + 0.02 MG; NO_ACR; DRÃGEA; 0

269761; GENTAMICINA; GENTAMICINA; GENTAMICINA; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.50 ML

270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; AMPOLA; 10.00 ML

268256; GENTAMICINA; GENTAMICINA; GENTAMICINA; 40 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

274115; GELATINA FLUIDA MODIFICADA (SUCCINILGELATINA); GELATINA FLUIDA MODIFICADA SUCCINILGELATINA; NOT FOUND; 3.5%. SOLUCAO INJETAVEL; NO_ACR; BOLSA; 500.00 ML

273120; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 1 MG; NO_ACR; COMPRIMIDO; 0

406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA; NO_ACR; FRASCO; 5.00 ML

268107; GABAPENTINA; GABAPENTINA; GABAPENTINA; 300 MG; NO_ACR; COMPRIMIDO; 0

342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA; NO_ACR; BISNAGA; 3.50 G

267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

394237; GLICOSAMINA; GLICOSAMINA; GLICOSAMINA; ASSOCIADA COM CONDROITINA. EM SAIS SULFATOS. 1.5 G + 1.2 G. PO ORAL; NO_ACR; CÃPSULA; 0

270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 10.00 ML

270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 250.00 ML

274227; GLICOSAMINA; GLICOSAMINA; GLICOSAMINA; ASSOCIADA COM CONDROITINA. EM SAIS SULFATOS. 500MG + 400MG; NO_ACR; SACHÃ; 3.95 G

268256; GENTAMICINA; GENTAMICINA; GENTAMICINA; 40 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 5.00 ML

270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO; NO_ACR; FRASCO; 500.00 ML

269761; GENTAMICINA; GENTAMICINA; GENTAMICINA; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

