270591; BETAMETASONA; BETAMETASONA; BETAMETASONA; DIPROPIONATO. ASSOCIADA COM GENTAMICINA SULFATO. 0.5MG + 1MG/G. CREME; NO_ACR; BISNAGA; 10.00 G
280201; BORTEZOMIBE; BORTEZOMIBE; BORTEZOMIBE; 3.5 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

270590; BETAMETASONA; BETAMETASONA; BETAMETASONA; DIPROPIONATO. ASSOCIADA COM BETAMETASONA FOSFATO. 5MG + 2MG. INJETAVEL; NO_ACR; FRASCO; 10.00 ML

274190; BRIMONIDINA TARTARATO; BRIMONIDINA TARTARATO; NOT FOUND; 5 MG/ML. COLIRIO; NO_ACR; FRASCO; 10.00 ML

269954; BROMOPRIDA; BROMOPRIDA; BROMOPRIDA; 10 MG; NO_ACR; COMPRIMIDO; 0

394088; BICARBONATO DE SÃDIO; BICARBONATO SODIO; BICARBONATO SODIO; 8.40%. SOLUCAO INJETAVEL. EM SISTEMA FECHADO; NO_ACR; AMPOLA; 10.00 ML

311143; BENZOATO DE BENZILA; BENZOATO BENZILA; BENZOATO BENZILA; 100 MG/G. SABONETE; NO_ACR; EMBALAGEM; 60.00 G

270140; BIPERIDENO; BIPERIDENO; BIPERIDENO; 2 MG; NO_ACR; COMPRIMIDO; 0

267907; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; 400MCG/ML. SUSPENSAO PARA INALACAO; NO_ACR; FLACONETE; 2.00 ML

352411; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; ASSOCIADA AO SALBUTAMOL. 400 MCG + 800 MCG/ML. SUSPENSAO P/ INALACAO; NO_ACR; FLACONETE; 2.00 ML

368903; BISACODIL; BISACODIL; BISACODIL; ASSOCIADO A DOCUSATO SODICO. 5 MG + 60 MG; NO_ACR; DRÃGEA; 0

267589; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; PO PARA INALACAO ORAL. 400MCG/DOSE. FRASCO DOSEADOR COM BOCAL AEROGADOR; NO_ACR; FRASCO; 100.00 DOSE(S)

394856; BENZOILMETRONIDAZOL; BENZOILMETRONIDAZOL; BENZOILMETRONIDAZOL; 40 MG/ML. SUSPENSAO ORAL; NO_ACR; BISNAGA; 40.00 G

311390; BEVACIZUMABE; BEVACIZUMABE; BEVACIZUMABE; 25 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 4.00 ML

393999; BENZOATO DE SÃDIO; BENZOATO SODIO; BENZOATO SODIO; 100 MG/ML. SOLUCAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 120.00 ML

266700; BUDESONIDA; BUDESONIDA; BUDESONIDA; AEROSSOL BUCAL. 200MCG/DOSE. FRASCO COM VaLVULA DOSIFICADORA; NO_ACR; FRASCO; 100.00 DOSE(S)

270612; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; BENZATINA. 1.200.000UI. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

269602; BISACODIL; BISACODIL; BISACODIL; 10 MG. USO RETAL; NO_ACR; COMPRIMIDO; 0

412122; BETACAROTENO; BETACAROTENO; BETACAROTENO; 15 MG; NO_ACR; CÃPSULA; 0

266706; BUDESONIDA; BUDESONIDA; BUDESONIDA; AEROSSOL NASAL. 32MCG/DOSE. FRASCO COM VaLVULA DOSIFICADORA; NO_ACR; FRASCO; 120.00 DOSE(S)

270591; BETAMETASONA; BETAMETASONA; BETAMETASONA; DIPROPIONATO. ASSOCIADA COM GENTAMICINA SULFATO. 0.5MG + 1MG/G. CREME; NO_ACR; BISNAGA; 15.00 G

273893; BUDESONIDA; BUDESONIDA; BUDESONIDA; 0.25MG/ML. SUSPENSAO PARA NEBULIZACAO; NO_ACR; FRASCO; 100.00 DOSE(S)

405997; BIMATOPROSTA; BIMATOPROSTA; BIMATOPROSTA; 0.1 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

270593; BETAMETASONA; BETAMETASONA; BETAMETASONA; DIPROPIONATO. ASSOCIADA COM CETOCONAZOL E NEOMICINA. 0.5MG + 20MG + 2.5MG/G. CREME; NO_ACR; BISNAGA; 15.00 G

399109; BETAISTINA DICLORIDRATO; BETAISTINA DICLORIDRATO; NOT FOUND; 8 MG; NO_ACR; COMPRIMIDO; 0

270593; BETAMETASONA; BETAMETASONA; BETAMETASONA; DIPROPIONATO. ASSOCIADA COM CETOCONAZOL E NEOMICINA. 0.5MG + 20MG + 2.5MG/G. CREME; NO_ACR; BISNAGA; 30.00 G

270613; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; BENZATINA. 600.000UI. INJETAVEL; NO_ACR; FRASCO; 4.00 ML

276097; BICARBONATO DE SÃDIO; BICARBONATO SODIO; BICARBONATO SODIO; 10%. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML

272913; BENZOCAÃNA; BENZOCAINA; BENZOCAINA; 20%. GEL TOPICO; NO_ACR; FRASCO; 100.00 ML

340764; BETAMETASONA; BETAMETASONA; BETAMETASONA; FOSFATO DISSODICO. ASSOCIADA A GENTAMICINA SULFATO. EQUIVALENTE A 1MG + 3 MG/ML. SOLUCAO OTO-OFTALMICA; NO_ACR; FRASCO; 50.00 ML

413768; BUPROPIONA CLORIDRATO; BUPROPIONA CLORIDRATO; NOT FOUND; 300 MG; NO_ACR; COMPRIMIDO; 0

270439; BUSSULFANO; BUSSULFANO; BUSSULFANO; 2 MG; NO_ACR; COMPRIMIDO; 0

271052; BICARBONATO DE SÃDIO; BICARBONATO SODIO; BICARBONATO SODIO; PO; NO_ACR; SACHÃ; 5.00 G

270591; BETAMETASONA; BETAMETASONA; BETAMETASONA; DIPROPIONATO. ASSOCIADA COM GENTAMICINA SULFATO. 0.5MG + 1MG/G. CREME; NO_ACR; BISNAGA; 20.00 G

268222; BICARBONATO DE SÃDIO; BICARBONATO SODIO; BICARBONATO SODIO; 8.4%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 100.00 G

270615; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; POTASSICA. 1.000.000UI. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

266701; BUDESONIDA; BUDESONIDA; BUDESONIDA; AEROSSOL NASAL. 50MCG/DOSE. FRASCO COM VaLVULA DOSIFICADORA; NO_ACR; FRASCO; 200.00 DOSE(S)

268994; BUPROPIONA CLORIDRATO; BUPROPIONA CLORIDRATO; NOT FOUND; 150 MG; NO_ACR; COMPRIMIDO; 0

266699; BUDESONIDA; BUDESONIDA; BUDESONIDA; AEROSSOL BUCAL. 50MCG/DOSE. FRASCO COM VaLVULA DOSIFICADORA; NO_ACR; FRASCO; 120.00 DOSE(S)

267077; BEZAFIBRATO; BEZAFIBRATO; BEZAFIBRATO; 200 MG; NO_ACR; COMPRIMIDO; 0

280115; BOSENTANA; BOSENTANA; BOSENTANA; 125 MG; NO_ACR; COMPRIMIDO; 0

343573; BETAISTINA DICLORIDRATO; BETAISTINA DICLORIDRATO; NOT FOUND; 24 MG; NO_ACR; COMPRIMIDO; 0

269572; BUPIVACAÃNA CLORIDRATO; BUPIVACAINA CLORIDRATO; NOT FOUND; 0.5%. ISOBARICA. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML

266706; BUDESONIDA; BUDESONIDA; BUDESONIDA; AEROSSOL NASAL. 32MCG/DOSE. FRASCO COM VaLVULA DOSIFICADORA; NO_ACR; FRASCO; 200.00 DOSE(S)

273260; BENZOCAÃNA; BENZOCAINA; BENZOCAINA; ASSOCIADA COM CETILPIRIDINIO. 10MG + 1.466MG; NO_ACR; POTE; 12.00 G

311143; BENZOATO DE BENZILA; BENZOATO BENZILA; BENZOATO BENZILA; 100 MG/G. SABONETE; NO_ACR; EMBALAGEM; 50.00 G

266701; BUDESONIDA; BUDESONIDA; BUDESONIDA; AEROSSOL NASAL. 50MCG/DOSE. FRASCO COM VaLVULA DOSIFICADORA; NO_ACR; FRASCO; 115.00 ML

267586; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; 200 MCG. CAPSULAS INALATORIAS. COM INALADOR; NO_ACR; FRASCO; 200.00 DOSE(S)

284114; BETAMETASONA; BETAMETASONA; BETAMETASONA; DIPROPIONATO. ASSOCIADA COM CETOCONAZOL. 0.5MG + 20MG/G. POMADA; NO_ACR; BISNAGA; 3.50 G

269958; BROMOPRIDA; BROMOPRIDA; BROMOPRIDA; 5 MG/ML. INJETAVEL; NO_ACR; FRASCO; 20.00 ML

268352; BRIMONIDINA TARTARATO; BRIMONIDINA TARTARATO; NOT FOUND; 2 MG/ML. COLIRIO; NO_ACR; FRASCO; 10.00 ML

394122; BETAEPOETINA; BETAEPOETINA; BETAEPOETINA; HUMANA RECOMBINANTE. 30.000 UI. SOLUCAO INJETAVEL. EM SERINGA PREENCHIDA 0.6 ML; NO_ACR; SERINGA; 0

410989; BENFOTIAMINA; BENFOTIAMINA; BENFOTIAMINA; 150 MG; NO_ACR; DRÃGEA; 0

268222; BICARBONATO DE SÃDIO; BICARBONATO SODIO; BICARBONATO SODIO; 8.4%. SOLUCAO INJETAVEL; NO_ACR; CÃPSULA; 0

274191; BRIMONIDINA TARTARATO; BRIMONIDINA TARTARATO; NOT FOUND; 1.5 MG/ML. COLIRIO; NO_ACR; FRASCO; 5.00 ML

267587; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; PO PARA INALACAO ORAL. 200MCG/DOSE. FRASCO DOSEADOR COM BOCAL AEROGADOR; NO_ACR; FRASCO; 100.00 DOSE(S)

394856; BENZOILMETRONIDAZOL; BENZOILMETRONIDAZOL; BENZOILMETRONIDAZOL; 40 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML

428804; BENDAMUSTINA; BENDAMUSTINA; BENDAMUSTINA; 100 MG. PO LIOFILO P/ INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

269821; BROMEXINA CLORIDRATO; BROMEXINA CLORIDRATO; NOT FOUND; 1.6 MG/ML. XAROPE; NO_ACR; FRASCO; 120.00 ML

385436; BETAMETASONA; BETAMETASONA; BETAMETASONA; 2 MG; NO_ACR; AMPOLA; 1.00 ML

272173; BENZIDAMINA CLORIDRATO; BENZIDAMINA CLORIDRATO; NOT FOUND; 3MG; NO_ACR; ENVELOPE; 0

270095; BUPIVACAÃNA CLORIDRATO; BUPIVACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A GLICOSE. 0.5% + 8%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

340764; BETAMETASONA; BETAMETASONA; BETAMETASONA; FOSFATO DISSODICO. ASSOCIADA A GENTAMICINA SULFATO. EQUIVALENTE A 1MG + 3 MG/ML. SOLUCAO OTO-OFTALMICA; NO_ACR; BISNAGA; 10.00 G

267587; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; PO PARA INALACAO ORAL. 200MCG/DOSE. FRASCO DOSEADOR COM BOCAL AEROGADOR; NO_ACR; FRASCO; 200.00 DOSE(S)

270143; BROMOCRIPTINA MESILATO; BROMOCRIPTINA MESILATO; NOT FOUND; 2.5 MG; NO_ACR; COMPRIMIDO; 0

267582; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; SPRAY NASAL. 50MCG/DOSE. FRASCO DOSEADOR COM AEROGADOR NASAL; NO_ACR; FRASCO; 100.00 DOSE(S)

273893; BUDESONIDA; BUDESONIDA; BUDESONIDA; 0.25MG/ML. SUSPENSAO PARA NEBULIZACAO; NO_ACR; FRASCO; 2.00 ML

346586; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; 50 MCG/DOSE. AEROSSOL BUCAL. FRASCO DOSEADOR C/ BOCAL AEROGADOR; NO_ACR; FRASCO; 100.00 DOSE(S)

270603; BETAMETASONA; BETAMETASONA; BETAMETASONA; VALERATO. ASSOCIADA COM GENTAMICINA. CLIOQUINOL E TOLNAFTATO. 0.5MG + 1MG + 10MG + 10MG/G. POMADA; NO_ACR; BISNAGA; 30.00 G

270597; BETAMETASONA; BETAMETASONA; BETAMETASONA; ACETATO. ASSOCIADA COM BETAMETASONA FOSFATO. 3MG + 3MG/ML. INJETAVEL; NO_ACR; COMPRIMIDO; 0

266707; BUDESONIDA; BUDESONIDA; BUDESONIDA; AEROSSOL NASAL. 64MCG/DOSE. FRASCO COM VaLVULA DOSIFICADORA; NO_ACR; FRASCO; 2.00 ML

269575; BUPIVACAÃNA CLORIDRATO; BUPIVACAINA CLORIDRATO; NOT FOUND; 0.75%. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML

269956; BROMOPRIDA; BROMOPRIDA; BROMOPRIDA; 4 MG/ML. GOTAS; NO_ACR; FRASCO; 10.00 ML

269575; BUPIVACAÃNA CLORIDRATO; BUPIVACAINA CLORIDRATO; NOT FOUND; 0.75%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

270613; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; BENZATINA. 600.000UI. INJETAVEL; NO_ACR; FRASCO; 2.00 ML

368903; BISACODIL; BISACODIL; BISACODIL; ASSOCIADO A DOCUSATO SODICO. 5 MG + 60 MG; NO_ACR; COMPRIMIDO; 0

352397; BUDESONIDA; BUDESONIDA; BUDESONIDA; 200 MCG. CAPSULA PO INALANTE. COM INALADOR; NO_ACR; CÃPSULA; 0

362720; BISOPROLOL FUMARATO; BISOPROLOL FUMARATO; NOT FOUND; 2.5 MG; NO_ACR; COMPRIMIDO; 0

308072; BETAMETASONA; BETAMETASONA; BETAMETASONA; VALERATO. ASSOCIADA COM NEOMICINA SULFATO. 1 MG + 5 MG/G. CREME; NO_ACR; BISNAGA; 3.00 G

352396; BUDESONIDA; BUDESONIDA; BUDESONIDA; 400 MCG. CAPSULA PO INALANTE. COM INALADOR; NO_ACR; CÃPSULA; 0

269954; BROMOPRIDA; BROMOPRIDA; BROMOPRIDA; 10 MG; NO_ACR; FRASCO; 10.00 ML

272913; BENZOCAÃNA; BENZOCAINA; BENZOCAINA; 20%. GEL TOPICO; NO_ACR; POTE; 12.00 G

362721; BISOPROLOL FUMARATO; BISOPROLOL FUMARATO; NOT FOUND; 10 MG; NO_ACR; COMPRIMIDO; 0

271052; BICARBONATO DE SÃDIO; BICARBONATO SODIO; BICARBONATO SODIO; PO; NO_ACR; SACHÃ; 40.00 G

272573; BUSPIRONA CLORIDRATO; BUSPIRONA CLORIDRATO; NOT FOUND; 10 MG; NO_ACR; COMPRIMIDO; 0

340347; BICARBONATO DE SÃDIO; BICARBONATO SODIO; BICARBONATO SODIO; ASSOCIADO COM ACIDO CITRICO E CARBONATO DE SODIO. 2.30 G + 2.20 G + 0.50 G. PO EFERVESCENTE; NO_ACR; SACHÃ; 5.00 G

269821; BROMEXINA CLORIDRATO; BROMEXINA CLORIDRATO; NOT FOUND; 1.6 MG/ML. XAROPE; NO_ACR; FRASCO; 50.00 ML

427614; BELIMUMABE; BELIMUMABE; BELIMUMABE; 400 MG. PO LIOFILO P/ INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

270614; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; POTASSICA. ASSOCIADA A PENICILINA PROCAINADA. 100.000UI + 300.000UI. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

272898; BETAMETASONA; BETAMETASONA; BETAMETASONA; ASSOCIADA COM DEXCLORFENIRAMINA MALEATO. 0.25MG + 2MG; NO_ACR; COMPRIMIDO; 0

284114; BETAMETASONA; BETAMETASONA; BETAMETASONA; DIPROPIONATO. ASSOCIADA COM CETOCONAZOL. 0.5MG + 20MG/G. POMADA; NO_ACR; BISNAGA; 30.00 G

280116; BOSENTANA; BOSENTANA; BOSENTANA; 62.5 MG; NO_ACR; COMPRIMIDO; 0

322820; BUFLOMEDIL; BUFLOMEDIL; BUFLOMEDIL; 300 MG; NO_ACR; COMPRIMIDO; 0

269573; BUPIVACAÃNA CLORIDRATO; BUPIVACAINA CLORIDRATO; NOT FOUND; 0.25%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

269955; BROMOPRIDA; BROMOPRIDA; BROMOPRIDA; 1 MG/ML. SOLUcaO ORAL; NO_ACR; COMPRIMIDO; 0

394856; BENZOILMETRONIDAZOL; BENZOILMETRONIDAZOL; BENZOILMETRONIDAZOL; 40 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 80.00 ML

273260; BENZOCAÃNA; BENZOCAINA; BENZOCAINA; ASSOCIADA COM CETILPIRIDINIO. 10MG + 1.466MG; NO_ACR; PASTILHA; 0

272896; BETAMETASONA; BETAMETASONA; BETAMETASONA; ASSOCIADA COM DEXCLORFENIRAMINA MALEATO. 0.05MG + 0.4MG/ML. XAROPE; NO_ACR; FRASCO; 50.00 ML

270095; BUPIVACAÃNA CLORIDRATO; BUPIVACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A GLICOSE. 0.5% + 8%. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML

270603; BETAMETASONA; BETAMETASONA; BETAMETASONA; VALERATO. ASSOCIADA COM GENTAMICINA. CLIOQUINOL E TOLNAFTATO. 0.5MG + 1MG + 10MG + 10MG/G. POMADA; NO_ACR; BISNAGA; 20.00 G

308726; BENZOATO DE BENZILA; BENZOATO BENZILA; BENZOATO BENZILA; 25%. EMULSAO TOPICA; NO_ACR; FRASCO; 100.00 ML

407441; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; ASSOCIADA COM FORMOTEROL FUMARATO. 100 MCG + 6 MCG /DOSE. AEROSSOL ORAL; NO_ACR; FRASCO; 120.00 DOSE(S)

343575; BICARBONATO DE SÃDIO; BICARBONATO SODIO; BICARBONATO SODIO; ASSOCIADO COM ACIDO CITRICO E CARBONATO DE SODIO. 462 MG + 90 MG + 438 MG/G. PO EFERVESCENTE; NO_ACR; SACHÃ; 5.00 G

267590; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; SPRAY NASAL. 250MCG/DOSE. FRASCO DOSEADOR COM AEROGADOR NASAL; NO_ACR; FRASCO; 120.00 DOSE(S)

272148; BENZOCAÃNA; BENZOCAINA; BENZOCAINA; ASSOCIADA COM CETILPIRIDINIO. 4MG + 0.5MG/ML. AEROSSOL; NO_ACR; FRASCO; 100.00 ML

403991; BETAMETASONA; BETAMETASONA; BETAMETASONA; SAL DIPROPIONATO. ASSOCIADA AO ACIDO SALICILICO. 0.64 MG + 20 MG/ML. SOLUCAO TOPICA; NO_ACR; BISNAGA; 30.00 G

270614; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; POTASSICA. ASSOCIADA A PENICILINA PROCAINADA. 100.000UI + 300.000UI. INJETAVEL; NO_ACR; FRASCO; 2.00 ML

319000; BRIMONIDINA TARTARATO; BRIMONIDINA TARTARATO; NOT FOUND; ASSOCIADA COM TIMOLOL MALEATO. 2 MG + 5 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

318309; BETAMETASONA; BETAMETASONA; BETAMETASONA; DIPROPIONATO. ASSOCIADA COM ACIDO SALICILICO. 0.5MG + 30MG/G. POMADA; NO_ACR; BISNAGA; 30.00 G

271052; BICARBONATO DE SÃDIO; BICARBONATO SODIO; BICARBONATO SODIO; PO; NO_ACR; FRASCO; 500.00 G

300253; BICARBONATO DE SÃDIO; BICARBONATO SODIO; BICARBONATO SODIO; ASSOCIADO COM ACIDO CITRICO E SULFATO DE MAGNESIO. 456 MG + 367 MG + 176.5 MG/G. PO EFERVESCENTE; NO_ACR; FRASCO; 500.00 G

380419; BIMATOPROSTA; BIMATOPROSTA; BIMATOPROSTA; ASSOCIADA COM TIMOLOL MALEATO. 0.3 MG + 5 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 3.00 ML

270602; BETAMETASONA; BETAMETASONA; BETAMETASONA; VALERATO. ASSOCIADA COM GENTAMICINA. CLIOQUINOL E TOLNAFTATO. 0.5MG + 1MG + 10MG + 10MG/G. CREME; NO_ACR; BISNAGA; 10.00 G

380419; BIMATOPROSTA; BIMATOPROSTA; BIMATOPROSTA; ASSOCIADA COM TIMOLOL MALEATO. 0.3 MG + 5 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

404425; BENZOCAÃNA; BENZOCAINA; BENZOCAINA; ASSOCIADA COM TRICLOSANA E MENTOL. 45 MG + 5 MG + 5 MG/G. CREME; NO_ACR; TUBO; 43.00 G

268222; BICARBONATO DE SÃDIO; BICARBONATO SODIO; BICARBONATO SODIO; 8.4%. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 250.00 ML

272896; BETAMETASONA; BETAMETASONA; BETAMETASONA; ASSOCIADA COM DEXCLORFENIRAMINA MALEATO. 0.05MG + 0.4MG/ML. XAROPE; NO_ACR; FRASCO; 120.00 ML

272898; BETAMETASONA; BETAMETASONA; BETAMETASONA; ASSOCIADA COM DEXCLORFENIRAMINA MALEATO. 0.25MG + 2MG; NO_ACR; FRASCO; 120.00 ML

270594; BETAMETASONA; BETAMETASONA; BETAMETASONA; DIPROPIONATO. ASSOCIADA COM CETOCONAZOL E NEOMICINA. 0.5MG + 20MG + 2.5MG/G. POMADA; NO_ACR; BISNAGA; 30.00 G

273893; BUDESONIDA; BUDESONIDA; BUDESONIDA; 0.25MG/ML. SUSPENSAO PARA NEBULIZACAO; NO_ACR; FRASCO; 200.00 DOSE(S)

352395; BUDESONIDA; BUDESONIDA; BUDESONIDA; 200 MCG. CAPSULA PO INALANTE. REFIL; NO_ACR; FRASCO; 200.00 DOSE(S)

270616; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; POTASSICA. 5.000.000UI. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

357119; BETAGALSIDASE; BETAGALSIDASE; NOT FOUND; 35 MG. PO LIOFILO P/ INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

365542; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; BENZATINA. 300.000 UI/ML. SUSPENSAO INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

267586; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; 200 MCG. CAPSULAS INALATORIAS. COM INALADOR; NO_ACR; FLACONETE; 2.00 ML

269954; BROMOPRIDA; BROMOPRIDA; BROMOPRIDA; 10 MG; NO_ACR; AMPOLA; 2.00 ML

266703; BUDESONIDA; BUDESONIDA; BUDESONIDA; Po INALANTE. 100MCG/DOSE. FRASCO COM VaLVULA DOSIFICADORA; NO_ACR; FRASCO; 120.00 DOSE(S)

353418; BRINZOLAMIDA; BRINZOLAMIDA; BRINZOLAMIDA; 10 MG/ML. SUSPENSAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML

412840; BILASTINA; BILASTINA; BILASTINA; 20 MG; NO_ACR; COMPRIMIDO; 0

266704; BUDESONIDA; BUDESONIDA; BUDESONIDA; Po INALANTE. 200MCG/DOSE. FRASCO COM VaLVULA DOSIFICADORA; NO_ACR; FRASCO; 200.00 DOSE(S)

267581; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; SPRAY ORAL. 250MCG/DOSE. FRASCO DOSEADOR COM BOCAL AEROGADOR; NO_ACR; FRASCO; 200.00 DOSE(S)

269955; BROMOPRIDA; BROMOPRIDA; BROMOPRIDA; 1 MG/ML. SOLUcaO ORAL; NO_ACR; FRASCO; 20.00 ML

272913; BENZOCAÃNA; BENZOCAINA; BENZOCAINA; 20%. GEL TOPICO; NO_ACR; BISNAGA; 30.00 G

270612; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; BENZATINA. 1.200.000UI. INJETAVEL; NO_ACR; FRASCO; 2.00 ML

271761; BICALUTAMIDA; BICALUTAMIDA; BICALUTAMIDA; 50 MG; NO_ACR; COMPRIMIDO; 0

308072; BETAMETASONA; BETAMETASONA; BETAMETASONA; VALERATO. ASSOCIADA COM NEOMICINA SULFATO. 1 MG + 5 MG/G. CREME; NO_ACR; BISNAGA; 30.00 G

270096; BUPIVACAÃNA CLORIDRATO; BUPIVACAINA CLORIDRATO; NOT FOUND; ASSOCIADA A EPINEFRINA. 0.5% + 1/200.000UI. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML

267582; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; SPRAY NASAL. 50MCG/DOSE. FRASCO DOSEADOR COM AEROGADOR NASAL; NO_ACR; FRASCO; 200.00 DOSE(S)

270613; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; BENZATINA. 600.000UI. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

269955; BROMOPRIDA; BROMOPRIDA; BROMOPRIDA; 1 MG/ML. SOLUcaO ORAL; NO_ACR; CÃPSULA; 0

270615; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; POTASSICA. 1.000.000UI. INJETAVEL; NO_ACR; FRASCO; 4.00 ML

412830; BRENTUXIMABE VEDOTINA; BRENTUXIMABE VEDOTINA; BRENTUXIMABE VEDOTINA; 50 MG. PO LIOFILO P/ INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

395807; BRINZOLAMIDA; BRINZOLAMIDA; BRINZOLAMIDA; ASSOCIADA COM TIMOLOL MALEATO. 10 MG + 5 MG/ML. SUSPENSAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

269603; BISACODIL; BISACODIL; BISACODIL; 5 MG; NO_ACR; DRÃGEA; 0

270588; BETAMETASONA; BETAMETASONA; BETAMETASONA; DIPROPIONATO. 0.64MG/G. POMADA; NO_ACR; BISNAGA; 10.00 G

270602; BETAMETASONA; BETAMETASONA; BETAMETASONA; VALERATO. ASSOCIADA COM GENTAMICINA. CLIOQUINOL E TOLNAFTATO. 0.5MG + 1MG + 10MG + 10MG/G. CREME; NO_ACR; BISNAGA; 20.00 G

284113; BETAMETASONA; BETAMETASONA; BETAMETASONA; DIPROPIONATO. ASSOCIADA COM CETOCONAZOL. 0.5MG + 20MG/G. CREME; NO_ACR; BISNAGA; 30.00 G

267582; BECLOMETASONA DIPROPIONATO; BECLOMETASONA DIPROPIONATO; NOT FOUND; SPRAY NASAL. 50MCG/DOSE. FRASCO DOSEADOR COM AEROGADOR NASAL; NO_ACR; FRASCO; 120.00 DOSE(S)

272175; BENZIDAMINA CLORIDRATO; BENZIDAMINA CLORIDRATO; NOT FOUND; 1.5MG/ML. AEROSSOL; NO_ACR; FRASCO; 150.00 ML

270596; BETAMETASONA; BETAMETASONA; BETAMETASONA; DIPROPIONATO. ASSOCIADA COM GENTAMICINA SULFATO. 0.5MG + 1MG/G. POMADA; NO_ACR; BISNAGA; 15.00 G

271052; BICARBONATO DE SÃDIO; BICARBONATO SODIO; BICARBONATO SODIO; PO; NO_ACR; BOLSA; 250.00 ML

398707; BLEOMICINA SULFATO; BLEOMICINA SULFATO; NOT FOUND; 15 U. PO LIOFILO P/ INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

