104561; CORUS ; CORUS; NOT FOUND; CPR REVEST 25 MG x 30; A4H
160364; CORENE 3 ; CORENE 3; NOT FOUND; CAPS 1100 MG x 60; BAL

63777; CAPILAREMA ; CAPILAREMA; NOT FOUND; CPR 75 MG x 30; BAL

64628; CAPOBAL ; CAPOBAL; NOT FOUND; CPR 25 MG x 30; BAL

75630; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; BOLSA S/F 0.90 % 100 ML x 72; BAX

75234; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; BOLSA S/F 0.90 % 100 ML x 1; BAX

75631; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; BOLSA S/F 0.90 % 1000 ML x 16; BAX

75629; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; BOLSA S/F 0.90 % 500 ML x 30; BAX

54982; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOLN INJ. 0.90 % 500 ML x 1; BAX

54983; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOLN INJ. 0.90 % 1000 ML x 1; BAX

62806; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOLN INJ. 0.90 % 250 ML x 42; BAX

81761; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOL INJ S/F 0.90 % 250 ML x 50; BAX

53637; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; A.IV 9 % 100 ML x 1; BAX

74261; CERNE-12 ; CERNE 12; NOT FOUND; F.AMP 5 ML x 10; BAX

54980; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOLN INJ. 0.90 % 50 ML x 1; BAX

53975; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOLN INJ. 0.90 % 1000 ML x 1; BA_

53972; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOLN INJ. 0.90 % 125 ML x 1; BA_

53974; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOLN INJ. 0.90 % 500 ML x 1; BA_

53973; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOLN INJ. 0.90 % 250 ML x 1; BA_

67361; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 30; BF8

66348; CLOR.PAROXETINA MG ; CLOR PAROXETINA; NOT FOUND; CPR REVEST 20 MG x 30; BF8

66344; CITALOPRAM MG ; CITALOPRAM; CITALOPRAM; CPR 20 MG x 14; BF8

67362; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 850 MG x 30; BF8

76402; CLO HIDROXIZINA MG ; CLO HIDROXIZINA; NOT FOUND; SOLN ORAL 2 MG 100 ML x 1 (/ML); BF8

67364; CLOR.SERTRALINA MG ; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 20; BF8

76113; CIPROFIBRATO MG ; CIPROFIBRATO; CIPROFIBRATO; CPR 100 MG x 30; BF8

66347; CLOR.PAROXETINA MG ; CLOR PAROXETINA; NOT FOUND; CPR REVEST 20 MG x 20; BF8

75626; CLOR.SERTRALINA MG ; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 30; BF8

66345; CITALOPRAM MG ; CITALOPRAM; CITALOPRAM; CPR 20 MG x 28; BF8

74262; CET+D.BET+S.NEO MG ; CET D BET S NEO; NOT FOUND; CREME 30 G x 1; BF8

75283; CETOCONAZOL MG ; CETOCONAZOL; CETOCONAZOL; CPR 200 MG x 10; BF8

73540; CETO+DIP BETAME MG ; CETO DIP BETAME; NOT FOUND; CREME 20 MG 30 G x 1 (/.64); BF8

60847; CETOZAZ ; CETOZAZ; NOT FOUND; CREME 20 MG 30 G x 1 (/G); BFR

63068; COMBULCER ; COMBULCER; NOT FOUND; CPR REVEST 40 MG x 7; BFR

67354; CLAV-AIR ; CLAV AIR; NOT FOUND; CPR 500 MG x 12 (/125); BFR

63069; COMBULCER ; COMBULCER; NOT FOUND; CPR REVEST 40 MG x 14; BFR

63067; COMBULCER ; COMBULCER; NOT FOUND; CPR REVEST 20 MG x 14; BFR

67357; CLAV-AIR ; CLAV AIR; NOT FOUND; PO P/SUSP 250 MG 75 ML x 1 (/5ML); BFR

73939; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOLN INJ. 0.90 % 1000 ML x 14; BK6

76700; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOLN INJ S/F 0.90 % 100 ML x 100; BK6

73949; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOLN INJ. 0.90 % 250 ML x 50; BK6

73950; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOLN INJ. 0.90 % 500 ML x 24; BK6

73940; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; SOLN INJ. 0.90 % 10 ML x 100; BK6

64310; CINARITE ; CINARITE; NOT FOUND; CPR 75 MG x 30; BLF

56741; COLPADAK ; COLPADAK; NOT FOUND; CREME 28 G x 1; BLF

56742; COLPADAK ; COLPADAK; NOT FOUND; CREME 80 G x 1; BLF

64304; CALSOL ; CALSOL; NOT FOUND; POM. 20 G x 1; BLF

69806; CALCIOFAR ; CALCIOFAR; NOT FOUND; LIQD C B12 250 ML x 1; BLF

64306; CAPTOMIDO ; CAPTOMIDO; NOT FOUND; CPR 12.5 MG x 30; BLF

64308; CAPTOMIDO ; CAPTOMIDO; NOT FOUND; CPR 50 MG x 30; BLF

64307; CAPTOMIDO ; CAPTOMIDO; NOT FOUND; CPR 25 MG x 30; BLF

64309; CINARITE ; CINARITE; NOT FOUND; CPR 25 MG x 30; BLF

64305; CALSOL ; CALSOL; NOT FOUND; LOC. 100 ML x 1; BLF

69809; CLIOTISONA ; CLIOTISONA; NOT FOUND; CREME 20 G x 1; BLF

64312; COLPADAK ; COLPADAK; NOT FOUND; LOC. 30 ML x 1; BLF

64313; COLPADAK ; COLPADAK; NOT FOUND; PO 30 G x 1; BLF

70287; CASTANHA DA INDIA ; CASTANHA INDIA; NOT FOUND; CPR x 60; BLF

51341; CEFZIL ; CEFZIL; NOT FOUND; CPR 500 MG x 10; BMS

46306; CAPOTEN ; CAPOTEN; NOT FOUND; CPR 50 MG x 16; BMS

31004; CEFAMOX ; CEFAMOX; NOT FOUND; CAPS 500 MG x 48; BMS

45490; CORGARD ; CORGARD; NOT FOUND; CPR 40 MG x 30; BMS

46336; CAPOTEN ; CAPOTEN; NOT FOUND; CPR 12.5 MG x 15; BMS

61893; COUMADIN ; COUMADIN; NOT FOUND; CPR 5 MG x 30; BMS

30582; CORGARD ; CORGARD; NOT FOUND; CPR 80 MG x 20; BMS

61892; COUMADIN ; COUMADIN; NOT FOUND; CPR 2.50 MG x 30; BMS

31003; CEFAMOX ; CEFAMOX; NOT FOUND; CAPS 500 MG x 8; BMS

47701; CAPOTEN ; CAPOTEN; NOT FOUND; CPR 50 MG x 28; BMS

31884; CAPOTEN ; CAPOTEN; NOT FOUND; CPR 25 MG x 30; BMS

47699; CAPOTEN ; CAPOTEN; NOT FOUND; CPR 12.5 MG x 30; BMS

61891; COUMADIN ; COUMADIN; NOT FOUND; CPR 1 MG x 30; BMS

46305; CAPOTEN ; CAPOTEN; NOT FOUND; CPR 25 MG x 16; BMS

50109; CEFAMOX ; CEFAMOX; NOT FOUND; CPR REVEST 1 G x 10; BMS

47700; CAPOTEN ; CAPOTEN; NOT FOUND; CPR 25 MG x 28; BMS

51081; CEFAMOX ; CEFAMOX; NOT FOUND; SUSP 250 MG 100 ML x 1 (/5ML); BMS

31885; CAPOTEN ; CAPOTEN; NOT FOUND; CPR 50 MG x 30; BMS

30316; CITOSTAL ; CITOSTAL; NOT FOUND; CAPS 10 MG x 5; BMS

30317; CITOSTAL ; CITOSTAL; NOT FOUND; CAPS 40 MG x 5; BMS

53034; CEFAMOX ; CEFAMOX; NOT FOUND; SUSP 500 MG 100 ML x 1 (/5ML); BMS

66996; CONAZOL SHAMPOO ; CONAZOL SHAMPOO; NOT FOUND; SHAMPOO 100 ML x 1; BRT

77001; CALCIO D3 ; CALCIO D3; NOT FOUND; CAPS 500 M x 60; BRT

66999; CONAZOL ; CONAZOL; NOT FOUND; CREME 20 MG 20 G x 1 (/G); BRT

56123; CINAFLAN ; CINAFLAN; NOT FOUND; CPR 50 MG x 20; BRT

160466; CLOR.CIPROFLOXA.MG ; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 500 MG x 210; BRT

66601; CINATIL ; CINATIL; NOT FOUND; GEL. 10 MG 60 G x 1 (/G); BRT

56124; CINAFLAN ; CINAFLAN; NOT FOUND; GOTAS 15 MG 10 ML x 1 (/ML); BRT

68825; CIFLOXATIL ; CIFLOXATIL; NOT FOUND; CPR 500 MG x 14; BRT

103035; CLOR.CIPROFLOXA.MG ; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 500 MG x 14; BRT

64606; CINAFLAN ; CINAFLAN; NOT FOUND; GOTAS 15 MG 20 ML x 1 (/ML); BRT

74939; CAFFE GREEN ; CAFFE GREEN; NOT FOUND; MOUSSE LIMPE 150 ML x 1; BS2

161174; CIAVOR ; CIAVOR; NOT FOUND; CPR REVEST 20 MG x 2; BS2

125022; CONTRACTUBEX ; CONTRACTUBEX; NOT FOUND; GEL. 50 G x 1; BS2

73666; CLAUDIC ; CLAUDIC; NOT FOUND; CPR 100 MG x 30; BS2

73664; CLAUDIC ; CLAUDIC; NOT FOUND; CPR 50 MG x 30; BS2

74937; CAFFE GREEN ; CAFFE GREEN; NOT FOUND; GEL NOTURNO 60 G x 1; BS2

161176; CIAVOR ; CIAVOR; NOT FOUND; CPR REVEST 20 MG x 8; BS2

73665; CLAUDIC ; CLAUDIC; NOT FOUND; CPR 50 MG x 60; BS2

57707; CORONAR ; CORONAR; NOT FOUND; CPR 20 MG x 30; BS2

52609; CRISTALPEN ; CRISTALPEN; NOT FOUND; F.AMP 5 M x 50; BS2

76964; CAFFE GREEN ; CAFFE GREEN; NOT FOUND; SERUM OLHOS 20 G x 1; BS2

161175; CIAVOR ; CIAVOR; NOT FOUND; CPR REVEST 20 MG x 4; BS2

44492; CRONOBE ; CRONOBE; NOT FOUND; AMP. 5000 Y 2.50 ML x 2; BS2

74936; CAFFE GREEN ; CAFFE GREEN; NOT FOUND; GEL DIURNO 60 G x 1; BS2

58384; CONTRACTUBEX ; CONTRACTUBEX; NOT FOUND; GEL. 20 G x 1; BS2

74938; CAFFE GREEN ; CAFFE GREEN; NOT FOUND; LOC.TONICA 140 ML x 1; BS2

57709; CORONAR ; CORONAR; NOT FOUND; AMP. 10 MG 1 ML x 50 (/ML); BS2

76965; CAFFE GREEN ; CAFFE GREEN; NOT FOUND; EMULSAO 190 G x 1; BS2

73667; CLAUDIC ; CLAUDIC; NOT FOUND; CPR 100 MG x 60; BS2

71876; CLOR. LIDOCAINA MG ; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; F.AMP 20 MG 20 ML x 12 (/ML); BU_

58386; CORTISTON ; CORTISTON; NOT FOUND; F.AMP SOLV 100 MG 2 ML x 50; BU_

73777; CORTISTON ; CORTISTON; NOT FOUND; F.AMP S/DILU 500 MG x 50; BU_

75230; CEFTAZIDON ; CEFTAZIDON; NOT FOUND; F.AMP C/DILU 1 G 10 ML x 20; BU_

54971; CEFTON ; CEFTON; NOT FOUND; F.AMP SOLV 1 G x 20; BU_

73776; CORTISTON ; CORTISTON; NOT FOUND; F.AMP S/DILU 100 MG x 50; BU_

79072; C-PLATIN ; C PLATIN; NOT FOUND; F.AMP 1 MG 50 ML x 1 (/ML); BU_

62397; CITARAX ; CITARAX; NOT FOUND; F.AMP C/DILU 500 MG 10 ML x 10; BU_

58387; CORTISTON ; CORTISTON; NOT FOUND; F.AMP SOLV 500 MG 4 ML x 50; BU_

46199; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; A.IV 10 % 10 ML x 100; BU_

145934; CEFALOTINA SODI.MG ; CEFALOTINA SODI; CEFALOTINA SODICA; F.AMP PO 1 G x 100; BU_

73778; CORTISTON ; CORTISTON; NOT FOUND; F.AMP S/DILU 100 MG x 100; BU_

94128; CLO VANCOMICINA MG ; CLO VANCOMICINA; CLORIDRATO VANCOMICINA; F.AMP PO 500 MG x 20; BU_

54973; CLAFORDIL ; CLAFORDIL; NOT FOUND; F.AMP SOLV 1 G x 20; BU_

73779; CORTISTON ; CORTISTON; NOT FOUND; F.AMP S/DILU 500 MG x 100; BU_

55107; CILINON ; CILINON; NOT FOUND; F.AMP S/DILU 1000 MG x 100; BU_

61259; C-PLATIN ; C PLATIN; NOT FOUND; F.AMP 10 MG 20 ML x 1; BU_

55106; CILINON ; CILINON; NOT FOUND; F.AMP S/DILU 500 MG x 100; BU_

58685; CEFARISTON ; CEFARISTON; NOT FOUND; F.AMP S/DILU 1 G x 100; BU_

48258; CILINON ; CILINON; NOT FOUND; F.AMP SOLV 500 MG x 100; BU_

49478; CILINON ; CILINON; NOT FOUND; F.AMP SOLV 1 G x 100; BU_

61260; C-PLATIN ; C PLATIN; NOT FOUND; F.AMP 50 MG 100 ML x 1; BU_

62396; CITARAX ; CITARAX; NOT FOUND; F.AMP C/DILU 100 MG 5 ML x 10; BU_

54970; CEFTAZIDON ; CEFTAZIDON; NOT FOUND; F.AMP 1 G x 20; BU_

77852; CLOR. LIDOCAINA MG ; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; VIAL. 20 MG 20 ML x 1; BU_

64566; CIPRO XR ; CIPRO XR; NOT FOUND; CPR REVEST 500 MG x 3; BYP

51541; CLIANE ; CLIANE; NOT FOUND; CPR REVEST x 28; BYP

54648; CIPRO ; CIPRO; NOT FOUND; CPR REVEST 500 MG x 50; BYP

74899; CIPRO ; CIPRO; NOT FOUND; S INJ IV FB 400 MG 200 ML x 1; BYP

48167; CIPRO ; CIPRO; NOT FOUND; CPR REVEST 250 MG x 6; BYP

48169; CIPRO ; CIPRO; NOT FOUND; CPR REVEST 500 MG x 6; BYP

48170; CIPRO ; CIPRO; NOT FOUND; CPR REVEST 500 MG x 14; BYP

74900; CIPRO ; CIPRO; NOT FOUND; S INJ IV FB 200 MG 100 ML x 1; BYP

51923; CIPRO ; CIPRO; NOT FOUND; INFUSAO I.V 400 MG 200 ML x 1; BYP

64567; CIPRO XR ; CIPRO XR; NOT FOUND; CPR REVEST 1000 MG x 7; BYP

71738; CIPRO XR ; CIPRO XR; NOT FOUND; CPR REVEST 500 MG x 7; BYP

48168; CIPRO ; CIPRO; NOT FOUND; CPR REVEST 250 MG x 14; BYP

47435; CIPRO ; CIPRO; NOT FOUND; INFUSAO I.V 200 MG 100 ML x 1; BYP

77268; CIPRO XR ; CIPRO XR; NOT FOUND; CPR REVEST 1000 MG x 3; BYP

29316; CICLOPRIMOGYNA ; CICLOPRIMOGYNA; NOT FOUND; DRAG 2 MG x 21; BYP

50230; CLIMENE ; CLIMENE; NOT FOUND; DRAG x 21; BYP

72419; CARDIZEM ; CARDIZEM; NOT FOUND; CAPS CD 240 MG x 16; B_I

72417; CARDIZEM ; CARDIZEM; NOT FOUND; CAPS CD 180 MG x 16; B_I

48747; CARDIZEM ; CARDIZEM; NOT FOUND; CAPS SR 90 MG x 20; B_I

54744; COMBIVENT ; COMBIVENT; NOT FOUND; AERO AEROCAM 10 ML x 200; B_I

51539; CARDIZEM ; CARDIZEM; NOT FOUND; CAPS CD 240 MG x 15; B_I

51538; CARDIZEM ; CARDIZEM; NOT FOUND; CAPS CD 180 MG x 15; B_I

47129; CARDIZEM ; CARDIZEM; NOT FOUND; CPR 30 MG x 50; B_I

45732; CARDIZEM ; CARDIZEM; NOT FOUND; CPR 60 MG x 50; B_I

48748; CARDIZEM ; CARDIZEM; NOT FOUND; CAPS SR 120 MG x 20; B_I

60099; CARDIZEM ; CARDIZEM; NOT FOUND; CPR 60 MG x 20; B_I

60098; CARDIZEM ; CARDIZEM; NOT FOUND; CPR 30 MG x 20; B_I

77970; CARECLEAN ; CARECLEAN; NOT FOUND; LOC. 45 ML x 1; C6R

67048; CARECLEAN ; CARECLEAN; NOT FOUND; GEL. 50 MG 20 G x 1 (/G); C6R

76347; CARESSE ; CARESSE; NOT FOUND; SAB LIQD INT 200 ML x 1; C6R

76348; CARESSE ; CARESSE; NOT FOUND; SAB LIQ INF 200 ML x 1; C6R

66944; CAZIGERAN ; CAZIGERAN; NOT FOUND; DRAG x 60; CAZ

60148; CASPACIL ; CASPACIL; NOT FOUND; XAMP 2.50 % 100 ML x 1; CAZ

48396; CAZIGERAN ; CAZIGERAN; NOT FOUND; DRAG x 20; CAZ

61281; CLOVIR ; CLOVIR; NOT FOUND; CPR 200 MG x 25; CAZ

60152; CINARAN ; CINARAN; NOT FOUND; CPR 25 MG x 20; CAZ

66948; CEFABEN ; CEFABEN; NOT FOUND; CPR 500 MG x 8; CAZ

48961; CAZIDERM POMADA ; CAZIDERM POMADA; NOT FOUND; POM. 2 MG 20 G x 1 (/G); CAZ

52604; CETOZOL ; CETOZOL; NOT FOUND; XAMP 2 % 100 ML x 1; CAZ

64753; CAZIDERM ; CAZIDERM; NOT FOUND; SOLN 2 MG 30 ML x 1 (/G); CAZ

61282; CLOVIR ; CLOVIR; NOT FOUND; CREME 50 MG 10 G x 1 (/G); CAZ

48965; CETOZOL ; CETOZOL; NOT FOUND; CREME 2 % 20 G x 1; CAZ

60153; CINARAN ; CINARAN; NOT FOUND; CPR 75 MG x 20; CAZ

48964; CETOZOL COMPRIMIDO ; CETOZOL COMPRIMIDO; NOT FOUND; CPR 200 MG x 20; CAZ

61493; CALZEM ; CALZEM; NOT FOUND; CPR 60 MG x 25; CAZ

66963; CIRLEG ; CIRLEG; NOT FOUND; CPR REVEST 10 MG x 6; CAZ

75736; CLAVUTREX ; CLAVUTREX; NOT FOUND; CPR REVEST 500 MG x 12 (/125); CF2

58177; CAPTOPRON ; CAPTOPRON; NOT FOUND; CPR 12.5 MG x 32; CF2

63759; CICLOFEMME ; CICLOFEMME; NOT FOUND; DRAG x 21; CF2

71559; CLINERIZE ; CLINERIZE; NOT FOUND; LIQ MEN HORT 300 ML x 1; CF2

75778; CATAFLEXYM GEL ; CATAFLEXYM GEL; NOT FOUND; GEL TOP. 11.6 MG 60 G x 1 (/G); CF2

75734; CEFADRIN DC ; CEFADRIN DC; NOT FOUND; CPR REVEST 500 MG x 120 (/65); CF2

75735; CICLOFEMME ; CICLOFEMME; NOT FOUND; DRAG x 1050; CF2

58684; CATAFLEXYM GEL ; CATAFLEXYM GEL; NOT FOUND; GEL TOP. 11.6 MG 40 G x 1 (/G); CF2

58217; CYFENOL ; CYFENOL; NOT FOUND; CPR 750 MG x 20; CF2

58184; CATAFLEXYM ; CATAFLEXYM; NOT FOUND; CPR 50 MG x 10; CF2

58185; CATAFLEXYM ; CATAFLEXYM; NOT FOUND; CPR 50 MG x 20; CF2

58195; CETONIN ; CETONIN; NOT FOUND; CPR 200 MG x 10; CF2

58210; CLORIZIN ; CLORIZIN; NOT FOUND; CPR 50 MG x 20; CF2

58205; CIPROXEN ; CIPROXEN; NOT FOUND; CPR 500 MG x 14; CF2

71560; CLINERIZE ; CLINERIZE; NOT FOUND; LIQ MENTA 300 ML x 1; CF2

75743; CLORIZIN ; CLORIZIN; NOT FOUND; CPR 25 MG x 30; CF2

58179; CAPTOPRON ; CAPTOPRON; NOT FOUND; CPR 25 MG x 32; CF2

58825; CATAFLEXYM ; CATAFLEXYM; NOT FOUND; SUSP ORAL 15 MG 10 ML x 1 (/ML); CF2

71558; CLINERIZE ; CLINERIZE; NOT FOUND; LIQ MEN SUA 300 ML x 1; CF2

92016; CLINERIZE ; CLINERIZE; NOT FOUND; LIQ BAUNILHA 60 ML x 1; CF2

71556; CLINERIZE ; CLINERIZE; NOT FOUND; LIQ F S/A HO 300 ML x 1; CF2

58196; CETONIN ; CETONIN; NOT FOUND; CPR 200 MG x 30; CF2

58218; CYFENOL ; CYFENOL; NOT FOUND; CPR 750 MG x 200; CF2

92098; CLINERIZE ; CLINERIZE; NOT FOUND; LIQ CUI TOTA 300 ML x 1; CF2

59460; CLOFENID ; CLOFENID; NOT FOUND; CPR REVEST 50 MG x 20; CF2

58213; CO-PRESSOLESS ; CO PRESSOLESS; NOT FOUND; CPR 25 MG x 30 (/10); CF2

58199; CETOCORTEN ; CETOCORTEN; NOT FOUND; POM. 30 G x 1; CF2

58209; CLORIZIN ; CLORIZIN; NOT FOUND; CPR 25 MG x 20; CF2

58207; CLOMAZOL ; CLOMAZOL; NOT FOUND; CREME 50 G x 1; CF2

73637; CLAVUTREX ; CLAVUTREX; NOT FOUND; PO P/SUSP 250 MG 75 ML x 1 (/62); CF2

58192; CEFADRIN DC ; CEFADRIN DC; NOT FOUND; CAPS 500 MG x 12; CF2

58219; CYFENOL ; CYFENOL; NOT FOUND; SOLN ORAL 15 ML x 1; CF2

75731; CARBOCISTEINA MG ; CARBOCISTEINA; CARBOCISTEINA; XAR. PED. 20 MG 100 ML x 1 (/ML); CF2

58197; CETONIN ; CETONIN; NOT FOUND; CREME 30 G x 1; CF2

146378; CALCIFIX COMPO B12 ; CALCIFIX COMPO B12; NOT FOUND; LIQ MORANGO 300 ML x 1; CF2

60589; CALCIFIX B12 ; CALCIFIX B12; NOT FOUND; LIQD 300 ML x 1; CF2

75737; CLAVUTREX ; CLAVUTREX; NOT FOUND; CPR REVEST 500 MG x 18 (/125); CF2

58200; CINATREX ; CINATREX; NOT FOUND; CPR 500 MG x 100; CF2

58201; CINATREX ; CINATREX; NOT FOUND; POM. OFTAL 3.50 G x 1; CF2

60607; CALCIFIX IRRADIADO ; CALCIFIX IRRADIADO; NOT FOUND; LIQD 300 ML x 1; CF2

90984; CLINERIZE ; CLINERIZE; NOT FOUND; LIQ MEN FRES 60 ML x 1; CF2

64864; COBAVIT ; COBAVIT; NOT FOUND; SOLN 100 ML x 1; CF2

92094; CLINERIZE ; CLINERIZE; NOT FOUND; LIQ BAUNILHA 300 ML x 1; CF2

58203; CIPROXEN ; CIPROXEN; NOT FOUND; CPR 250 MG x 14; CF2

71557; CLINERIZE ; CLINERIZE; NOT FOUND; LIQ TRAD 300 ML x 1; CF2

58198; CETOCORTEN ; CETOCORTEN; NOT FOUND; CREME 30 G x 1; CF2

59061; COBAVIT ; COBAVIT; NOT FOUND; CPR x 16; CF2

58212; CO-PRESSOLESS ; CO PRESSOLESS; NOT FOUND; CPR 12.5 MG x 30 (/20); CF2

58186; CATAFLEXYM ; CATAFLEXYM; NOT FOUND; SUSP ORAL 15 MG 20 ML x 1 (/ML); CF2

58994; CLENIL COMPOSIT. A ; CLENIL COMPOSIT A; NOT FOUND; FLACONETES 2 ML x 10; CHS

95498; CLENIL NASAL AQUOS ; CLENIL NASAL AQUOS; NOT FOUND; SPRAY DOSE 50 Y 20 ML x 200 (/D; CHS

82807; CLENIL COMPOSI HFA ; CLENIL COMPOSI HFA; NOT FOUND; SPRAY DOSE 50 Y 10 ML x 200 (/1; CHS

61792; CICLADOL ; CICLADOL; NOT FOUND; CPR EFER 20 MG x 10; CHS

58107; CLENIL PULVINAL ; CLENIL PULVINAL; NOT FOUND; PO P/INH 400 Y x 100 (/DOS); CHS

66346; CLENIL SPRAY ; CLENIL SPRAY; NOT FOUND; SPRAY 50 Y 15 ML x 200; CHS

50742; CLENIL NASAL AQUOS ; CLENIL NASAL AQUOS; NOT FOUND; SPRAY DOSE 50 Y 20 ML x 130 (/D; CHS

53334; CLENIL A ; CLENIL A; NOT FOUND; FLACONETES 2 ML x 10; CHS

48756; CICLADOL ; CICLADOL; NOT FOUND; CPR 20 MG x 5; CHS

78148; CLENIL HFA ; CLENIL HFA; NOT FOUND; SPRAY AERO 50 Y x 200 (/DOS); CHS

54741; CLENIL JET ; CLENIL JET; NOT FOUND; SPRAY JET 250 Y 15 ML x 200; CHS

58541; CUROSURF ; CUROSURF; NOT FOUND; F.AMP SOLV 240 MG 3 ML x 1; CHS

31992; CLENIL COMPOSITUM ; CLENIL COMPOSITUM; NOT FOUND; SPRAY DOSE 15 ML x 200; CHS

48333; CICLADOL ; CICLADOL; NOT FOUND; SUP. 20 MG x 5; CHS

49224; CLENIL NASAL ; CLENIL NASAL; NOT FOUND; SPRAY DOSE 50 Y x 200 (/DOS); CHS

78150; CLENIL HFA ; CLENIL HFA; NOT FOUND; SPRAY JET AE 250 Y x 200; CHS

54740; CLENIL SPRAY ; CLENIL SPRAY; NOT FOUND; SPRAY 250 Y 15 ML x 200; CHS

50317; CICLADOL ; CICLADOL; NOT FOUND; POLVO ENVELO x 5; CHS

61791; CICLADOL ; CICLADOL; NOT FOUND; CPR EFER 20 MG x 6; CHS

58105; CLENIL PULVINAL ; CLENIL PULVINAL; NOT FOUND; PO P/INH 100 Y x 100 (/DOS); CHS

78149; CLENIL HFA ; CLENIL HFA; NOT FOUND; SPRAY AERO 250 Y x 200 (/DOS); CHS

159359; CLENIL HFA ; CLENIL HFA; NOT FOUND; SPRAY AERO 200 Y x 200 (/DOS); CHS

48332; CICLADOL ; CICLADOL; NOT FOUND; CPR 20 MG x 10; CHS

52737; CUROSURF ; CUROSURF; NOT FOUND; F.AMP SOLV 120 MG 1.50 ML x 1; CHS

58106; CLENIL PULVINAL ; CLENIL PULVINAL; NOT FOUND; PO P/INH 200 Y x 100 (/DOS); CHS

68558; CALAMED ; CALAMED; NOT FOUND; LOCAO KIDS 100 ML x 1; CM5

143543; CICATRIMED ; CICATRIMED; NOT FOUND; CREME 60 G x 1; CM5

55424; CAPTOMED ; CAPTOMED; NOT FOUND; CPR 25 MG x 20; CM5

80929; CIFLOGEX ; CIFLOGEX; NOT FOUND; PAST MISTA 3 MG x 180; CM5

61383; CALAMED ; CALAMED; NOT FOUND; LOC. 100 ML x 1; CM5

71770; CETOCONAZOL MG ; CETOCONAZOL; CETOCONAZOL; XAMP 20 MG 100 ML x 1 (/ML); CM5

68826; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. AD 30 MG 120 ML x 1 (/5ML); CM5

57848; CARBOCISTEINA MG ; CARBOCISTEINA; CARBOCISTEINA; XAR. PED. 100 MG 100 ML x 1 (/5ML; CM5

56396; CIFLOGEX ; CIFLOGEX; NOT FOUND; PAST MEL LIM x 12; CM5

61387; CIMECORT ; CIMECORT; NOT FOUND; CREME 30 G x 1; CM5

58530; CIMEGRIPE ; CIMEGRIPE; NOT FOUND; CAPS 400 MG x 20; CM5

79951; CAPTOPRIL MG ; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 30; CM5

147987; CRONOLIV OMEGA 3 ; CRONOLIV OMEGA 3; NOT FOUND; CAPS x 60; CM5

71385; CEFACIMED ; CEFACIMED; NOT FOUND; SUSP 250 MG 100 ML x 1 (/5ML); CM5

53967; CETOMED ; CETOMED; NOT FOUND; CPR 200 MG x 10; CM5

55371; CIFLOGEX ; CIFLOGEX; NOT FOUND; SPRAY MENTA 100 ML x 1; CM5

61388; CIMEGRIPE ; CIMEGRIPE; NOT FOUND; CAPS 400 MG x 100; CM5

