520733801133414, DILABRONCO, DILABRONCO, NOT FOUND, 10 MG/ML XPE CT FR PLAS OPC X 120 ML + CP MED, NO_ACR
502822703139313, DIGESAN, DIGESAN, NOT FOUND, 4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
537113030010304, DIGESOL, DIGESOL, NOT FOUND, 4 MG/ML SOL GOT CX 48 FR GOT PLAS OPC X 20 ML (EMB HOSP), NO_ACR
537113030010404, DIGESOL, DIGESOL, NOT FOUND, 4 MG/ML SOL GOT CX 96 FR GOT PLAS OPC X 20 ML (EMB HOSP), NO_ACR
520703802131413, DIGESTIL, DIGESTIL, NOT FOUND, 4 MG/ML SOL OR CT FR VD AMB GOT X 20 ML, NO_ACR
533004601139411, DIGESTINA, DIGESTINA, NOT FOUND, 4 MG/ML SOL OR CT FR VD AMB CGT X 20 ML, NO_ACR
542012060001804, DIGEVITA, DIGEVITA, NOT FOUND, 4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
537113080010504, DIGESOL, DIGESOL, NOT FOUND, 4 MG/ML SOL GOT CT FR GOT PLAS OPC X 20 ML, NO_ACR
502822704151317, DIGESAN, DIGESAN, NOT FOUND, 5 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML, NO_ACR
502822705158315, DIGESAN, DIGESAN, NOT FOUND, 5 MG/ML SOL INJ CT 6 AMP VD AMB X 2 ML, NO_ACR
533004603158413, DIGESTINA, DIGESTINA, NOT FOUND, 5 MG/ML SOL INJ CX 6 AMP VD AMB X 2 ML, NO_ACR
500502402115410, DECONGEX PLUS, DECONGEX PLUS, NOT FOUND, 12 MG + 15 MG COM REV LIB PROG CT BL AL PLAS INC X 12, NO_ACR
500502401135418, DECONGEX PLUS, DECONGEX PLUS, NOT FOUND, 0.4 MG + 1 MG / ML XPE CT FR VD AMB X 120 ML + CP MED X 10 ML, NO_ACR
500502405114415, DECONGEX PLUS, DECONGEX PLUS, NOT FOUND, 12 MG + 15 MG COM REV LIB PROG DISPLAY CT BL AL PLAS INC X 100 (EMB MULT), NO_ACR
500502403138414, DECONGEX PLUS, DECONGEX PLUS, NOT FOUND, 2 MG + 2.5 MG SOL OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
507711102138415, DORSPAN, DORSPAN, NOT FOUND, COMPOSTO GOTAS FR C/20ML, NO_ACR
507711101115411, DORSPAN, DORSPAN, NOT FOUND, 0.010 G + 0.250 G DRG CT ENV AL X 20, NO_ACR
522236001119410, DOSTINEX, DOSTINEX, NOT FOUND, 0.5 MG COM CT FR VD AMB X 2, NO_ACR
522236002115419, DOSTINEX, DOSTINEX, NOT FOUND, 0.5 MG COM CT FR VD AMB X 8, NO_ACR
500503002110411, DORILAX, DORILAX, NOT FOUND, 350 MG + 150 MG + 50 MG COM BL AL PLAS INC X 100 (EMB MULT), NO_ACR
500503001114411, DORILAX, DORILAX, NOT FOUND, 350 MG + 150 MG + 50 MG COM CT BL AL PLAS INC X 12 , NO_ACR
502804001136316, DORFLEX, DORFLEX, NOT FOUND, 35 MG/ML + 300 MG/ML + 50 MG/ML SOL OR CT FR VD AMB X 20 ML, NO_ACR
528113050015504, DORALFLEX, DORALFLEX, NOT FOUND, 35 MG + 300 MG + 50 MG COM CT BL AL PLAST LARANJA X 200 (EMB HOSP), NO_ACR
502804002116319, DORFLEX, DORFLEX, NOT FOUND, 35 MG + 300 MG + 50 MG COM CT BL AL PLAS  AMB X 240, NO_ACR
502804003112317, DORFLEX, DORFLEX, NOT FOUND, 35 MG + 300 MG + 50 MG COM CT BL AL PLAS  AMB X 30 , NO_ACR
510802701115416, DORALGEX, DORALGEX, NOT FOUND, 35MG+300MG+50MG COM CT 2 BL AL PLAS AMB X 10, NO_ACR
528112110015303, DORALFLEX, DORALFLEX, NOT FOUND, 35 MG + 300 MG + 50 MG COM CT BL AL PLAST LARANJA X 12, NO_ACR
506303601117411, DORCIFLEXIN, DORCIFLEXIN, NOT FOUND, 35 MG+ 300 MG + 50 MG COM CT BL AL PLAS TRANS X 144, NO_ACR
506313801119415, DORCIFLEXIN, DORCIFLEXIN, NOT FOUND, 35 MG+ 300 MG + 50 MG COM CT BL AL PLAS TRANS X 240 (EMB HOSP), NO_ACR
514600402111411, DORITRAT, DORITRAT, NOT FOUND, 300 MG + 50 MG + 35 MG COM CT 25 STR X 4, NO_ACR
514600404112415, DORITRAT, DORITRAT, NOT FOUND, 300 MG + 50 MG + 35 MG COM CT 3 STR X 4, NO_ACR
538812020039304, DORYDRIN, DORYDRIN, NOT FOUND, 35 MG + 300 MG +50 MG COM CT BL AL PLAS LARANJA X 240, NO_ACR
507712020117903, DORICIN, DORICIN, NOT FOUND, 35 MG + 300 MG + 50 MG COM CT BL AL PLAS LARANJA X 240, NO_ACR
502814090067703, DORFLEX, DORFLEX, NOT FOUND, 300 MG + 35 MG + 50 MG COM CT BL AL PLAS  AMB X 300 (EMB MULT), NO_ACR
507710803132415, DORICIN, DORICIN, NOT FOUND, GOTAS FR C/10ML, NO_ACR
507710802111414, DORICIN, DORICIN, NOT FOUND, 35 MG + 300 MG + 50 MG COM CT 30 ENV AL X 4, NO_ACR
507710804139413, DORICIN, DORICIN, NOT FOUND, (35 + 300 + 50) MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML , NO_ACR
504614110026217, DORALGINA, DORALGINA, NOT FOUND, 50 MG/ML + 300 MG/ML + 30 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML , NO_ACR
504614110026017, DORALGINA, DORALGINA, NOT FOUND, 30 MG + 300 MG + 30 MG DRG CT BL AL PLAS INC X 20 , NO_ACR
504614110026117, DORALGINA, DORALGINA, NOT FOUND, 30 MG + 300 MG + 30 MG DRG DISP BL AL PLAS INC X 100 (EMB MULT), NO_ACR
528526801133110, DIPIRONA SÓDICA + CLORIDRATO DE ISOMETEPTENO + CAFEÍNA., DIPIRONA SODICA CLORIDRATO ISOMETEPTENO CAFEINA, NOT FOUND, 300 MG /ML+ 50 MG/ML + 30 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML, NO_ACR
507739201130110, DIPIRONA SÓDICA + CLORIDRATO DE ISOMETEPTENO + CAFEÍNA, DIPIRONA SODICA CLORIDRATO ISOMETEPTENO CAFEINA, NOT FOUND, 300 MG/ML + 50 MG/ML + 30 MG/ML SOL OR CT FR PLAS OPC X 15 ML + CGT, NO_ACR
519031002113114, DIPIRONA SÓDICA+ CAFEÍNA, DIPIRONA SODICA CAFEINA, NOT FOUND, 500 MG + 65MG COM DISP BL AL PLAS AMB X 100, NO_ACR
519031001117116, DIPIRONA SÓDICA+ CAFEÍNA, DIPIRONA SODICA CAFEINA, NOT FOUND, 500 MG + 65MG COM CT BL AL PLAS AMB X 16, NO_ACR
504613090017916, DIPIRONA SÓDICA+ CAFEÍNA, DIPIRONA SODICA CAFEINA, NOT FOUND, 500 MG + 65MG COM DISP BL AL PLAS AMB X 100, NO_ACR
504613090017816, DIPIRONA SÓDICA+ CAFEÍNA, DIPIRONA SODICA CAFEINA, NOT FOUND, 500 MG + 65MG COM CT BL AL PLAS AMB X 16 , NO_ACR
503413050015703, DRENOGRIP, DRENOGRIP, NOT FOUND, 500MG+30MG+2MG COM REV CT BL AL PLAS INC X 6 AM + 6  VER, NO_ACR
503402702111410, DRENOGRIP, DRENOGRIP, NOT FOUND, 500MG+30MG+2MG COM REV CT BL AL PLAS INC X 60 AM + 60 VER (EMB MULT), NO_ACR
514600501118414, DORSALDINA, DORSALDINA, NOT FOUND, 30 MG + 300 MG + 30 MG DRG CT 2 BL AL PLAS INC X 10, NO_ACR
505203201119415, DORIDINA, DORIDINA, NOT FOUND, 30 MG + 300 MG + 30 MG DRG CT 2 BL AL PLAS INC X 10, NO_ACR
505203202131419, DORIDINA, DORIDINA, NOT FOUND, 50 MG + 300 MG + 30 MG SOL OR CT FR PLAS OPC CGT X 15 ML, NO_ACR
540914020013104, DORIL ENXAQUECA, DORIL ENXAQUECA, NOT FOUND, 250 MG + 250 MG + 65 MG COM REV CT BL AL AL X 100, NO_ACR
540902101111411, DORIL, DORIL, NOT FOUND, 500 MG + 30 MG COM CT BL AL PLAS INC X 150 (EMB MULT), NO_ACR
520708302171417, DERMDRYL, DERMDRYL, NOT FOUND, 10 MG/ML + 80 MG/ML + 1 MG/ML LOC CT FR PLAS OPC X 120 ML, NO_ACR
520708301165413, DERMDRYL, DERMDRYL, NOT FOUND, 80 MG/G + 10 MG/G + 1 MG/G CREM DERM CT BG PLAS OPC X 28 G, NO_ACR
541100301168316, DAIVONEX, DAIVONEX, NOT FOUND, 50 MCG/G POM DERM CT BG AL X 30 G, NO_ACR
541112090000703, DAIVOBET, DAIVOBET, NOT FOUND, 50 MCG/G + 0.5 MG/G POM DERM CT BG AL X 100 G , NO_ACR
541112080000504, DAIVOBET, DAIVOBET, NOT FOUND, 50 MCG/G + 0.5 MG/G POM DERM CT BG AL X 30 G, NO_ACR
541112090000803, DAIVOBET, DAIVOBET, NOT FOUND, 50 MCG/G + 0.5 MG/G GEL CT FR PLAS X 30 G , NO_ACR
529207202168316, DAIVOBET, DAIVOBET, NOT FOUND, 50 MCG/G + 0.5 MG/G POM DERM CT BG AL X 30 G , NO_ACR
541112090000603, DAIVOBET, DAIVOBET, NOT FOUND, 50 MCG/G + 0.5 MG/G POM DERM CT BG AL X 60 G , NO_ACR
541112090000903, DAIVOBET, DAIVOBET, NOT FOUND, 50 MCG/G + 0.5 MG/G GEL CT FR PLAS X 60 G, NO_ACR
511516902110418, DESARCOR, DESARCOR, NOT FOUND, 16 MG COM CT BL AL/AL X 30, NO_ACR
511516901114411, DESARCOR, DESARCOR, NOT FOUND, 8 MG COM CT BL AL/AL X 30, NO_ACR
511516903117416, DESARCOR, DESARCOR, NOT FOUND, 8 MG COM CT BL AL/AL X 7, NO_ACR
500502301114427, DAYVIT, DAYVIT, NOT FOUND, COM REV CT FR PLAS OPC X 30, NO_ACR
521401301154313, DURATOCIN, DURATOCIN, NOT FOUND, 100 MCG/ ML SOL INJ CT 5 AMP VD INC X 1 ML, NO_ACR
521413100005402, DURATOCIN, DURATOCIN, NOT FOUND, 100 MCG/ ML SOL INJ CT 5 AMP VD INC X 1 ML, NO_ACR
521000906111415, DIVELOL, DIVELOL, NOT FOUND, 12.5 MG COM CT BL AL PLAS INC X 28, NO_ACR
521000908112419, DIVELOL, DIVELOL, NOT FOUND, 12.5 MG COM CT BL AL PLAS INC X 60, NO_ACR
521000902114411, DIVELOL, DIVELOL, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 28, NO_ACR
521000909119417, DIVELOL, DIVELOL, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 60, NO_ACR
521000903110418, DIVELOL, DIVELOL, NOT FOUND, 3.125 MG COM CT BL AL PLAST INC X 14, NO_ACR
521000904117416, DIVELOL, DIVELOL, NOT FOUND, 3.125 MG COM CT BL AL PLAST INC X 28 , NO_ACR
521012040008803, DIVELOL, DIVELOL, NOT FOUND, 3.125 MG COM CT BL AL PLAS TRANS X 60, NO_ACR
521000905113414, DIVELOL, DIVELOL, NOT FOUND, 6.25 MG COM REV CT BL AL PLAS INC X 14 , NO_ACR
521000907116410, DIVELOL, DIVELOL, NOT FOUND, 6.25 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
521012040008903, DIVELOL, DIVELOL, NOT FOUND, 6.25 MG COM REV CT BL AL PLAS TRANS X 60, NO_ACR
522714010035504, DICOXIBE, DICOXIBE, NOT FOUND, 100 MG CAP DURA CT BL AL PLAS TRANS X 10, NO_ACR
522714010035604, DICOXIBE, DICOXIBE, NOT FOUND, 100 MG CAP DURA CT BL AL PLAS TRANS X 20, NO_ACR
522714010035704, DICOXIBE, DICOXIBE, NOT FOUND, 200 MG CAP DURA CT BL AL PLAS TRANS X 10, NO_ACR
522714010035804, DICOXIBE, DICOXIBE, NOT FOUND, 200 MG CAP DURA CT BL AL PLAS TRANS X 15, NO_ACR
522714010035904, DICOXIBE, DICOXIBE, NOT FOUND, 200 MG CAP DURA CT BL AL PLAS TRANS X 30, NO_ACR
533508601167411, DERMITRAT, DERMITRAT, NOT FOUND, 20 MG/G CREM DERM CT 5O BG AL X 30 G (EMB HOSP), NO_ACR
533508602163418, DERMITRAT, DERMITRAT, NOT FOUND, 20 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
533508603178419, DERMITRAT, DERMITRAT, NOT FOUND, 20 MG/ML SHAMP CT FR PLAS OPC X 100 ML , NO_ACR
516902901174415, DERMICASP, DERMICASP, NOT FOUND, 20 MG/ML SHAMP FR PLAS OPC X 100 ML, NO_ACR
533508604115410, DERMITRAT, DERMITRAT, NOT FOUND, 200 MG COM CT BL AL PLAS INC X 10, NO_ACR
533508605111419, DERMITRAT, DERMITRAT, NOT FOUND, 200 MG COM CT BL AL PLAS INC X 500 (EMB HOSP), NO_ACR
507731002163412, DERMOCORTE, DERMOCORTE, NOT FOUND, (20 + 0.644) MG/G POM DERM CT BG AL X 30 G, NO_ACR
507731001167414, DERMOCORTE, DERMOCORTE, NOT FOUND, (20 + 0.644) MG/G CREM DERM CT BG AL X 30 G, NO_ACR
525012020098903, DOU-CETOFEN, DOU CETOFEN, NOT FOUND, 150 MG COM AP CT BL AL PLAS INC X 10, NO_ACR
525012020099003, DOU-CETOFEN, DOU CETOFEN, NOT FOUND, 150 MG COM AP CT BL AL PLAS INC X 4, NO_ACR
533014060060703, DEXANEURIN, DEXANEURIN, NOT FOUND, 0.53 MG/ML + 50 MG/ML + 50 MG/ML + 5.3 MG/ML SOL INJ CT 3 AMP VD AMB X 2 ML + 5.2 MG/ML SOL INJ CT 3 AMP VD AMB X 1 ML, NO_ACR
524800801112419, DEXAGIL, DEXAGIL, NOT FOUND, 500MCG + 1MG + 100MG + 100MG COM REV CT BL AL PLAS INC X 20, NO_ACR
524800802151418, DEXAGIL, DEXAGIL, NOT FOUND, 4 MG SOL INJ CT 3 AMP B VD INC X 1 ML 5000 MCG + 100 MG 100 MG + SOL INJ CT 3 AMP A VD AMB X 2 ML, NO_ACR
502413010020803, DEXADOR, DEXADOR, NOT FOUND, 5 MG + 100 MG + 100 MG +0.5 MG COM REV CT BL AL PLAS INC X 4, NO_ACR
502413010020903, DEXADOR, DEXADOR, NOT FOUND, 5 MG + 100 MG + 100 MG + 0.5 MG COM REV CT BL AL PLAS INC X 8, NO_ACR
502413010020703, DEXADOR, DEXADOR, NOT FOUND, 5000 MCG SOL INJ CT AMP A VD AMB X 2 ML + AMP B VD INC X 1 ML, NO_ACR
525414030045004, DEXA-CITONEURIN NFF, DEXA CITONEURIN NFF, NOT FOUND, (100 MG + 100 MG) + (5 MG + 4.37 MG) SOL INJ IM CT 1 AMP VD AMB X 1 ML + 1 AMP VD AMB X 2 ML , NO_ACR
525414030045104, DEXA-CITONEURIN NFF, DEXA CITONEURIN NFF, NOT FOUND, (100 MG + 100 MG) + (5 MG + 4.37 MG) SOL INJ IM CT 3 AMP VD AMB X 1 ML + 3 AMP VD AMB X 2 ML, NO_ACR
533004001158415, DEXANEURIN, DEXANEURIN, NOT FOUND, 0.53 MG/ML + 50 MG/ML + 50 MG/ML + 5.3 MG/ML SOL INJ CT AMP VD AMB X 2 ML + 5.2 MG/ML SOL INJ CT AMP VD AMB X 1 ML, NO_ACR
502401501114419, DEXADOR, DEXADOR, NOT FOUND, 5 MG + 100 MG + 100 MG + 0.5 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
502401502153418, DEXADOR, DEXADOR, NOT FOUND, 5000 MCG SOL INJ CT 3 AMP A VD AMB X 2 ML + 3 AMP B VD INC X 1 ML, NO_ACR
538800302167419, DERM PROX, DERM PROX, NOT FOUND, 10 MG/G CREM DERM CT BG AL X 20 G, NO_ACR
538800301179413, DERM PROX, DERM PROX, NOT FOUND, 10 MG/ML SOL TOP CT FR GOT PLAS TRANS X 15 ML, NO_ACR
531624901159411, DEPOSTERON, DEPOSTERON, NOT FOUND, 100 MG/ML SOL INJ CX 3 AMP VD AMB X 2 ML, NO_ACR
506712070046503, DENYL, DENYL, NOT FOUND, 20 MG COM CX BL AL PLAS TRANS X 200 (EMB HOSP), NO_ACR
507000803153410, DARBIN, DARBIN, NOT FOUND, 20 MG/ML SOL INJ CT 10 FA VD AMB X 5 ML, NO_ACR
507000804151411, DARBIN, DARBIN, NOT FOUND, 50 MG/ML SOL INJ CT FA VD AMB X 10 ML, NO_ACR
538512030020514, DORALGINA, DORALGINA, NOT FOUND, 30 MG + 300 MG + 30 MG DRG DISP BL AL PLAS INC X 100 (EMB MULT), NO_ACR
538512030020314, DORALGINA, DORALGINA, NOT FOUND, 30 MG + 300 MG + 30 MG DRG CT BL AL PLAS INC X 20 , NO_ACR
538512030020404, DORALGINA, DORALGINA, NOT FOUND, 50 MG/ML + 300 MG/ML + 30 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML , NO_ACR
540912030004403, DORIL, DORIL, NOT FOUND, 500 MG + 30 MG COM CT BL AL PLAS TRANS X 20, NO_ACR
533200201156416, DAUNOXOME, DAUNOXOME, NOT FOUND, 2 MG/ML EMUL INJ CT FR AMP X 25 ML, NO_ACR
508029002114410, DEJAVU, DEJAVU, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 2, NO_ACR
508029005113415, DEJAVU, DEJAVU, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 4, NO_ACR
508029001118412, DEJAVU, DEJAVU, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 1, NO_ACR
508029003110419, DEJAVU, DEJAVU, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 2, NO_ACR
508029004117417, DEJAVU, DEJAVU, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 4, NO_ACR
507709901118413, DIBENDRIL, DIBENDRIL, NOT FOUND, PAST STPFRAMBOESA 3 X 4, NO_ACR
507709902114411, DIBENDRIL, DIBENDRIL, NOT FOUND, PAST STP MENTA 3 X 4, NO_ACR
507709903137415, DIBENDRIL, DIBENDRIL, NOT FOUND, XPE 120ML, NO_ACR
504102101161312, DRENIFORMIO, DRENIFORMIO, NOT FOUND, 0.125 MG + 30 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
509001601119415, DOLAMIN, DOLAMIN, NOT FOUND, 125 MG COM REV CT BL AL PLAS INC X 16, NO_ACR
509001602158414, DOLAMIN, DOLAMIN, NOT FOUND, 50 MG/ML SOL INJ CX 6 AMP VD AMB X 4 ML, NO_ACR
509014090012703, DOLAMIN FLEX, DOLAMIN FLEX, NOT FOUND, 125 MG + 5.0 MG COM REV CT BL AL PLAS INC X 12, NO_ACR
509004501115315, DOLAMIN FLEX, DOLAMIN FLEX, NOT FOUND, 125 MG + 5.0 MG COM REV CT BL AL PLAS INC X 15, NO_ACR
501001901168310, DEXAFENICOL, DEXAFENICOL, NOT FOUND, 0.5 MG + 5 MG/G POM OFT CT BG AL X 3.5 G, NO_ACR
511300801162413, DEXACLOR, DEXACLOR, NOT FOUND, GEL BIS. C/ 60G C/ 10 APLIC., NO_ACR
501001902172311, DEXAFENICOL, DEXAFENICOL, NOT FOUND, 1 MG + 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML, NO_ACR
501002201178311, DINILL, DINILL, NOT FOUND, 0.1 MG + 17 MG/ML SOL OFT CT FR PLAS TRANS GOT X 10 ML, NO_ACR
511214100029703, DIÁLISE PERITONEAL, DIALISE PERITONEAL, NOT FOUND, SOL INJ DIA PER CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, NO_ACR
511214100029803, DIÁLISE PERITONEAL, DIALISE PERITONEAL, NOT FOUND, SOL INJ DIA PER CX 6 BOLS PVC TRANS SIST FECH X 2000 ML , NO_ACR
503201201158316, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, (15+5.38+4.48+0.257+0.0508) MG/ML SOL DIAL PERI CX BOLS PLAS INC FLEX X 5000 ML, NO_ACR
503201501151317, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 1.5 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 1000 ML, NO_ACR
503201502158315, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 2.5 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 1000 ML, NO_ACR
503201503154313, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 4.25 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 1000 ML, NO_ACR
503201505157311, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, (15+5.38+4.48+0.257+0.0508) MG/ML SOL DIAL PERI CX BOLS PLAS INC FLEX X 2000 ML, NO_ACR
503201506153318, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 2.5 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2000 ML, NO_ACR
503201507151319, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 4.25 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2000 ML, NO_ACR
503200904155312, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 4.25 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2500 ML BAIXO TEOR DE CA, NO_ACR
503201301152311, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, (15+5.38+4.48+0.257+0.0508) MG/ML SOL DIAL PERI CX BOLS PLAS INC FLEX X 2500 ML, NO_ACR
503201302159318, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 2.5 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2500 ML, NO_ACR
503200908150315, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, (15+5.38+4.48+0.183+0.0508) MG/ML SOL DIAL PERI CX BOLS PLAS INC FLEX X 6000 ML, NO_ACR
503200910155310, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, (25+5.38+4.48+0.183+0.0508) MG/ML SOL DIAL PERI CX BOLS PLAS INC FLEX X 6000 ML, NO_ACR
503200911151319, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 4.25 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 6000 ML BAIXO TEOR DE CA, NO_ACR
503201303155316, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, (15+5.38+4.48+0.257+0.0508) MG/ML SOL DIAL PERI CX BOLS PLAS INC FLEX X 6000 ML, NO_ACR
503201304151314, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 4.25 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 6000 ML, NO_ACR
503201508156314, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, (25+5.38+4.48+0.257+0.0508) MG/ML SOL DIAL PERI CX BOLS PLAS INC FLEX X 6000 ML, NO_ACR
503201401157313, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 1.5 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2500 ML BAIXO TEOR DE CA, NO_ACR
503200905151310, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 1.5 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2000 ML BAIXO TEOR DE CA, NO_ACR
503200903159314, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 1.5 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2500 ML BAIXO TEOR DE CA, NO_ACR
503200906158319, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 2.5 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2000 ML BAIXO TEOR DE CA, NO_ACR
503200909157313, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 2.5 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2000 ML BAIXO TEOR DE CA, NO_ACR
503200912158317, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 2.5 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2500 ML BAIXO TEOR DE CA, NO_ACR
503201402153311, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 2.5 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2500 ML BAIXO TEOR DE CA, NO_ACR
503200902152316, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 4.25 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2000 ML BAIXO TEOR DE CA, NO_ACR
503201504150311, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 4.25 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2500 ML, NO_ACR
503201509152312, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 4.25 % SOL DIAL PERI UMA BOLSA PLAS FLEX X 2500 ML, NO_ACR
503201203150312, DIANEAL PD-2, DIANEAL PD 2, NOT FOUND, 4.25% SOL DIAL PERI UMA BOLSA PLASTICA FLEX. X 5000 ML, NO_ACR
511201404157415, DIALISE PERITONEAL, DIALISE PERITONEAL, NOT FOUND, SOL INJ DIA PER CX 10 BOLS PE TRANS SIST FECH X 1000 ML , NO_ACR
511201405153413, DIALISE PERITONEAL, DIALISE PERITONEAL, NOT FOUND, SOL INJ DIA PER CX 6 BOLS PE TRANS SIST FECH X 2000 ML, NO_ACR
516500201356411, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 1.5 ML (EMB HOSP), NO_ACR
516500202352411, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 10.0 ML (EMB HOSP), NO_ACR
516500203359418, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 2.0 ML (EMB HOSP), NO_ACR
516500204355416, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 2.5 ML (EMB HOSP), NO_ACR
506905302177417, DESCODRIN, DESCODRIN, NOT FOUND, 9.0 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML, NO_ACR
516500101351418, DILUENTE AP, DILUENTE AP, NOT FOUND, 9 MG + 3 MG + 1 MG SUS INJ CX 100 FR VD AMB X 5 ML, NO_ACR
516500205351414, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 5.0 ML (EMB HOSP), NO_ACR
506905301170419, DESCODRIN, DESCODRIN, NOT FOUND, 9.0 MG/ML SOL NAS CT FR PLAS OPC SPR X 50 ML , NO_ACR
516500102358416, DILUENTE AP, DILUENTE AP, NOT FOUND, 9 MG + 3 MG + 1 MG SUS INJ CX 100 FR VD AMB X 6 ML, NO_ACR
516500206358412, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 6.0 ML (EMB HOSP), NO_ACR
516500207354410, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 7.0 ML (EMB HOSP), NO_ACR
516500208350419, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 8.0 ML (EMB HOSP), NO_ACR
528531401131117, DIPIRONA SÓDICA + CLORIDRATO DE ADIFENINA + CLORIDRATO DE PROMETAZINA, DIPIRONA SODICA CLORIDRATO ADIFENINA CLORIDRATO PROMETAZINA, NOT FOUND, 5OO MG/1.5ML + 10MG/1.5ML +5MG/1.5ML SOL OR CX 100 FR PLAS OPC GOT 10ML (EMB HOSP), NO_ACR
