502813030064504, VECLESA, VECLESA, NOT FOUND, 2 MG + 0.03 MG COM REV CT BL AL PLAS TRANS X 21, NO_ACR
510603601153311, VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA), VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA, 30-50 MCG PRP-T PO LIOF INJ CT FA VD INC + FA DIL X 0.5 ML, NO_ACR
510610701151313, VACINA HAEMOPHILUS INFLUENZAE B E MENINGOCÓCICA C (CONJUGADA), VACINA HAEMOPHILUS INFLUENZAE B E MENINGOCOCICA C CONJUGADA, VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA E MENINGOCOCICA C CONJUGADA, PO LIOF INJ CT FA VD INC + SOL DIL SER PREENCHIDA VD INC X 0.5 ML, NO_ACR
510610702156319, VACINA HAEMOPHILUS INFLUENZAE B E MENINGOCÓCICA C (CONJUGADA), VACINA HAEMOPHILUS INFLUENZAE B E MENINGOCOCICA C CONJUGADA, VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA E MENINGOCOCICA C CONJUGADA, PO LIOF INJ CT 10 FA VD INC + SOL DIL 10 SER PREENCHIDA VD INC X 0.5 ML, NO_ACR
510603502155316, VACINA ADSORVIDA HEPATITE A (INATIVADA), VACINA ADSORVIDA HEPATITE A INATIVADA, NOT FOUND,  720 UEL/0.5 ML SUS INJ CT 1 SER VD INC X 0.5 ML, NO_ACR
510603501159318, VACINA ADSORVIDA HEPATITE A (INATIVADA), VACINA ADSORVIDA HEPATITE A INATIVADA, NOT FOUND, 1440 UEL/ML SUS INJ CT SER VD INC X 1 ML, NO_ACR
525502501151411, VACINA CONTRA HEPATITE A, VACINA CONTRA HEPATITE A, NOT FOUND, 25 U SUS INJ IM CT FA VD INC X 0.5 ML, NO_ACR
525502502158411, VACINA CONTRA HEPATITE A, VACINA CONTRA HEPATITE A, NOT FOUND, 50 U SUS INJ IM CT FA VD INC X 1.0 ML, NO_ACR
510608201153315, VACINA ADSORVIDA HEPATITE A E HEPATITE B (RECOMBINANTE), VACINA ADSORVIDA HEPATITE A E HEPATITE B RECOMBINANTE, NOT FOUND, 360 U.EL + 10 MCG SUS INJ PED CT SER VD INC X 0.5 ML, NO_ACR
510608202151316, VACINA ADSORVIDA HEPATITE A E HEPATITE B (RECOMBINANTE), VACINA ADSORVIDA HEPATITE A E HEPATITE B RECOMBINANTE, NOT FOUND, 720 UEL + 20 MCG SUS INJ ADU CT SER VD INC X 1 ML, NO_ACR
525502602152413, VACINA HEPATITE B (RECOMBINANTE), VACINA HEPATITE B RECOMBINANTE, VACINA HEPATITE B RECOMBINANTE, 5 MCG/0.5 ML SUS INJ CT FA VD INC X 0.5 ML, NO_ACR
525502601156415, VACINA HEPATITE B (RECOMBINANTE), VACINA HEPATITE B RECOMBINANTE, VACINA HEPATITE B RECOMBINANTE, 10 MCG / 1.0 ML SUS INJ CT FA VD INC X 1.0 ML, NO_ACR
502823202151416, VACINA HEPATITE B (RECOMBINANTE), VACINA HEPATITE B RECOMBINANTE, VACINA HEPATITE B RECOMBINANTE, 20 MCG/ML SUS INJ CT 20 FA VD INC X 0.5 ML, NO_ACR
502823204152411, VACINA HEPATITE B (RECOMBINANTE), VACINA HEPATITE B RECOMBINANTE, VACINA HEPATITE B RECOMBINANTE, 20 MCG/ML SUS INJ CT FA VD INC X 0.5 ML, NO_ACR
502823201153415, VACINA HEPATITE B (RECOMBINANTE), VACINA HEPATITE B RECOMBINANTE, VACINA HEPATITE B RECOMBINANTE, 20 MCG/ML SUS INJ CT FA VD INC X 1.0 ML, NO_ACR
502823203156411, VACINA HEPATITE B (RECOMBINANTE), VACINA HEPATITE B RECOMBINANTE, VACINA HEPATITE B RECOMBINANTE, 20 MCG/ML SUS INJ CT 20 FA VD INC X 1.0 ML, NO_ACR
502812020062203, VACINA HEPATITE B (RECOMBINANTE), VACINA HEPATITE B RECOMBINANTE, VACINA HEPATITE B RECOMBINANTE, 20MCG/ML SUS INJ CT  FA VD INC X 10 ML    , NO_ACR
502812020062303, VACINA HEPATITE B (RECOMBINANTE), VACINA HEPATITE B RECOMBINANTE, VACINA HEPATITE B RECOMBINANTE, 20MCG/ML SUS INJ CT 20 FA VD INC X 10 ML, NO_ACR
502812020062403, VACINA HEPATITE B (RECOMBINANTE), VACINA HEPATITE B RECOMBINANTE, VACINA HEPATITE B RECOMBINANTE, 20MCG/ML SUS INJ CT 50 FA VD INC X 10 ML   , NO_ACR
522703701153315, VACINA MENINGOCÓCICA DO GRUPO C, VACINA MENINGOCOCICA DO GRUPO C, NOT FOUND, 10 MCG SUS INJ CT C/ EST C/ 1 FA VD INC X 0.5 ML +, NO_ACR
522703702151316, VACINA MENINGOCÓCICA DO GRUPO C, VACINA MENINGOCOCICA DO GRUPO C, NOT FOUND, 10 MCG SUS INJ CT 1 EST 1 SER PREENCH X 0.5 ML + 1 AGU, NO_ACR
526531501154411, VACINA ADSORVIDA MENINGOCÓCICA C (CONJUGADA - CRM197), VACINA ADSORVIDA MENINGOCOCICA C CONJUGADA CRM197, NOT FOUND, 10 MCG PO LIOF INJ CT FA VD INC + SER PREENC X 0.6 ML, NO_ACR
503204001151411, VACINA MENINGOCOCICA C (CONJUGADA), VACINA MENINGOCOCICA C CONJUGADA, VACINA MENINGOCOCICA ACWY CONJUGADA, SUS INJ CX BL SER PRE-ENCH X 0.5 ML, NO_ACR
503204002156415, VACINA MENINGOCOCICA C (CONJUGADA), VACINA MENINGOCOCICA C CONJUGADA, VACINA MENINGOCOCICA ACWY CONJUGADA, SUS INJ CX BL 10 SER PRE-ENCH X 0.5 ML, NO_ACR
503204003152413, VACINA MENINGOCOCICA C (CONJUGADA), VACINA MENINGOCOCICA C CONJUGADA, VACINA MENINGOCOCICA ACWY CONJUGADA, SUS INJ CX BL 20 SER PRE-ENCH X 0.5 ML, NO_ACR
503204004159411, VACINA MENINGOCOCICA C (CONJUGADA), VACINA MENINGOCOCICA C CONJUGADA, VACINA MENINGOCOCICA ACWY CONJUGADA, SUS INJ CX BL 5 SER PRE-ENCH X 0.5 ML, NO_ACR
502823901155410, VACINA PNEUMOCÓCICA 23-VALENTE (POLISSACARÍDICA), VACINA PNEUMOCOCICA 23 VALENTE POLISSACARIDICA, NOT FOUND, 1 DOSE IMUNIZ SOL INJ CT SER VD INC PRE-ENCH X 0.5 ML, NO_ACR
541912100000204, VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA), VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA, NOT FOUND, SUS INJ CT 10 FA VD INC X 0.5 ML, NO_ACR
541912100000304, VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA), VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA, NOT FOUND, SUS INJ CT 12 FA VD INC X 0.5 ML, NO_ACR
510611401151316, VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA), VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA, NOT FOUND, SUS INJ CT 1 SER VD INC X 0.5 ML , NO_ACR
510611402156311, VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA), VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA, NOT FOUND, SUS INJ CT 10 FA VD INC X 0.5 ML, NO_ACR
510611403152311, VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA), VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA, NOT FOUND, SUS INJ CT 10 SER VD INC X 0.5 ML, NO_ACR
510611404159318, VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA), VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA, NOT FOUND, SUS INJ CT 100 FA VD INC X 0.5 ML, NO_ACR
510611405155316, VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA), VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA, NOT FOUND, SUS INJ CT 1 FA VD INC X 0.5 ML, NO_ACR
522703901152312, VACINA PNEUMOCÓCICA CONJUGADA 7 - VALENTE, VACINA PNEUMOCOCICA CONJUGADA 7 VALENTE, NOT FOUND, SUS INJ CT EST FA VD INC X 0.5 ML + SER + 2 AGULHAS + 2 LENCOS, NO_ACR
504413001134415, VACINA ORAL CONTRA POLIOMIELITE, VACINA ORAL CONTRA POLIOMIELITE, NOT FOUND, SUS OR CT FR PLAS TRANS GOT X 0.1 ML, NO_ACR
504413006136416, VACINA ORAL CONTRA POLIOMIELITE, VACINA ORAL CONTRA POLIOMIELITE, NOT FOUND, SUS OR CT 10 FR PLAS TRANS GOT X 0.1 ML, NO_ACR
504413002130413, VACINA ORAL CONTRA POLIOMIELITE, VACINA ORAL CONTRA POLIOMIELITE, NOT FOUND, SUS OR CT FR PLAS TRANS GOT X 1 ML, NO_ACR
504413005131410, VACINA ORAL CONTRA POLIOMIELITE, VACINA ORAL CONTRA POLIOMIELITE, NOT FOUND, SUS OR CT 10 FR PLAS TRANS GOT X 1 ML, NO_ACR
504413003137411, VACINA ORAL CONTRA POLIOMIELITE, VACINA ORAL CONTRA POLIOMIELITE, NOT FOUND, SUS OR CT FR PLAS TRANS GOT X 2 ML, NO_ACR
504413004133411, VACINA ORAL CONTRA POLIOMIELITE, VACINA ORAL CONTRA POLIOMIELITE, NOT FOUND, SUS OR CT 10 FR PLAS TRANS GOT X 2 ML, NO_ACR
510612501158418, VACINA POLIOMIELITE 1, 2 E 3 INATIVADA, VACINA POLIOMIELITE 1 2 E 3 INATIVADA, VACINA POLIOMIELITE 1, 2 E 3 INATIVADA, SOL INJ CT 1 FA VD INC X 0.5 ML, NO_ACR
510612504157412, VACINA POLIOMIELITE 1, 2 E 3 INATIVADA, VACINA POLIOMIELITE 1 2 E 3 INATIVADA, VACINA POLIOMIELITE 1, 2 E 3 INATIVADA, SOL INJ CT 10 FA VD INC X 0.5 ML, NO_ACR
510612502154416, VACINA POLIOMIELITE 1, 2 E 3 INATIVADA, VACINA POLIOMIELITE 1 2 E 3 INATIVADA, VACINA POLIOMIELITE 1, 2 E 3 INATIVADA, SOL INJ CT 1 FA VD INC MULTIDOSE X 2 DOSES X 1 ML, NO_ACR
510612503150414, VACINA POLIOMIELITE 1, 2 E 3 INATIVADA, VACINA POLIOMIELITE 1 2 E 3 INATIVADA, VACINA POLIOMIELITE 1, 2 E 3 INATIVADA, SOL INJ CT 10 FA VD INC MULTIDOSE X 2 DOSES X 1 ML, NO_ACR
510612505153410, VACINA POLIOMIELITE 1, 2 E 3 INATIVADA, VACINA POLIOMIELITE 1 2 E 3 INATIVADA, VACINA POLIOMIELITE 1, 2 E 3 INATIVADA, SOL INJ CT 100 FA VD INC MULTIDOSE X 2 DOSES X 1 ML, NO_ACR
502823401152412, VACINA RAIVA (INATIVADA), VACINA RAIVA INATIVADA, VACINA RAIVA INATIVADA, 2.5 UI PO LIOF INJ CT FR VD INC + SER DIL X 0.5 ML, NO_ACR
510605701155312, VACINA SARAMPO, CAXUMBA, RUBÉOLA, VACINA SARAMPO CAXUMBA RUBEOLA, VACINA SARAMPO, CAXUMBA, RUBEOLA, PO LIOF INJ CT FA VD INC MONODOSE + SER DIL 0.5 ML, NO_ACR
510611701153411, VACINA SARAMPO, CAXUMBA, RUBÉOLA E VARICELA (ATENUADA), VACINA SARAMPO CAXUMBA RUBEOLA E VARICELA ATENUADA, NOT FOUND, PO LIOF INJ CT FA VD INC + SER PREENC VD INC DIL X 0.5 ML, NO_ACR
510611702151412, VACINA SARAMPO, CAXUMBA, RUBÉOLA E VARICELA (ATENUADA), VACINA SARAMPO CAXUMBA RUBEOLA E VARICELA ATENUADA, NOT FOUND, PO LIOF INJ CT 10 FA VD INC + 10 AMP VD INC DIL X 0.5 ML, NO_ACR
510611703156418, VACINA SARAMPO, CAXUMBA, RUBÉOLA E VARICELA (ATENUADA), VACINA SARAMPO CAXUMBA RUBEOLA E VARICELA ATENUADA, NOT FOUND, PO LIOF INJ CT 10 FA VD INC + 10 SER PREENC VD INC DIL X 0.5 ML, NO_ACR
510611704152416, VACINA SARAMPO, CAXUMBA, RUBÉOLA E VARICELA (ATENUADA), VACINA SARAMPO CAXUMBA RUBEOLA E VARICELA ATENUADA, NOT FOUND, PO LIOF INJ CT 100 FA VD INC + 100 AMP VD INC DIL X 0.5 ML, NO_ACR
510611705159414, VACINA SARAMPO, CAXUMBA, RUBÉOLA E VARICELA (ATENUADA), VACINA SARAMPO CAXUMBA RUBEOLA E VARICELA ATENUADA, NOT FOUND, PO LIOF INJ CT 100 FA VD INC + 100 SER PREENC VD INC DIL X 0.5 ML, NO_ACR
510611706155412, VACINA SARAMPO, CAXUMBA, RUBÉOLA E VARICELA (ATENUADA), VACINA SARAMPO CAXUMBA RUBEOLA E VARICELA ATENUADA, NOT FOUND, PO LIOF INJ CT FA VD INC + AMP VD INC DIL X 0.5 ML, NO_ACR
502823301158419, VACINA TÉTANO, VACINA TETANO, VACINA TETANO INATIVADA, SUS INJ CT 1 SER PREENCH X 0.5 ML, NO_ACR
510608501157316, VACINA VARICELA (ATENUADA), VACINA VARICELA ATENUADA, VACINA VARICELA ATENUADA, PO LIOF INJ CT FA VD INC + SER DIL X 0.5 ML, NO_ACR
510608502153411, VACINA VARICELA (ATENUADA), VACINA VARICELA ATENUADA, VACINA VARICELA ATENUADA, PO LIOF INJ CT FA VD INC + AMP DIL X 0.5 ML, NO_ACR
502823701156413, VACINA VARICELA (ATENUADA), VACINA VARICELA ATENUADA, VACINA VARICELA ATENUADA, 1000 UFP PO LIOF INJ CT FA VD INC 1 DOSE X FA DIL X 0.7 ML, NO_ACR
525502702157417, VACINA VARICELA (ATENUADA), VACINA VARICELA ATENUADA, VACINA VARICELA ATENUADA, 1350 UFP PO LIOF INJ CT FA VD INC + CT FA DIL X 0.7 ML, NO_ACR
502821601154412, VACINA INFLUENZA (FRAGMENTADA E INATIVADA), VACINA INFLUENZA FRAGMENTADA E INATIVADA, NOT FOUND, 15 MCG SUS INJ ID CT SER PREENC VD INC X 0.1 ML, NO_ACR
502821602150410, VACINA INFLUENZA (FRAGMENTADA E INATIVADA), VACINA INFLUENZA FRAGMENTADA E INATIVADA, NOT FOUND, 9 MCG SUS INJ ID CT SER PREENC VD INC X 0.1 ML, NO_ACR
502821101151317, VACINA INFLUENZA (FRAGMENTADA E INATIVADA), VACINA INFLUENZA FRAGMENTADA E INATIVADA, NOT FOUND, SUS INJ CT 1 SER X 0.25 ML, NO_ACR
502821605151418, VACINA INFLUENZA (FRAGMENTADA E INATIVADA), VACINA INFLUENZA FRAGMENTADA E INATIVADA, NOT FOUND, SUS INJ CT 1 SER X 0.25 ML, NO_ACR
502821103154313, VACINA INFLUENZA (FRAGMENTADA E INATIVADA), VACINA INFLUENZA FRAGMENTADA E INATIVADA, NOT FOUND, SUS INJ CT 1 SER X 0.5 ML, NO_ACR
502821604153417, VACINA INFLUENZA (FRAGMENTADA E INATIVADA), VACINA INFLUENZA FRAGMENTADA E INATIVADA, NOT FOUND, SUS INJ CT 1 SER X 0.5 ML, NO_ACR
510603201155317, VACINA INFLUENZA TRIVALENTE (FRAGMENTADA, INATIVADA), VACINA INFLUENZA TRIVALENTE FRAGMENTADA INATIVADA, VACINA INFLUENZA TRIVALENTE FRAGMENTADA, INATIVADA, SUS INJ CT 10 AMP VD INC X 0.5 ML, NO_ACR
510603203158313, VACINA INFLUENZA TRIVALENTE (FRAGMENTADA, INATIVADA), VACINA INFLUENZA TRIVALENTE FRAGMENTADA INATIVADA, VACINA INFLUENZA TRIVALENTE FRAGMENTADA, INATIVADA, SUS INJ CT SER PREENCHIDA X 0.5 ML, NO_ACR
510603206157415, VACINA INFLUENZA TRIVALENTE (FRAGMENTADA, INATIVADA), VACINA INFLUENZA TRIVALENTE FRAGMENTADA INATIVADA, VACINA INFLUENZA TRIVALENTE FRAGMENTADA, INATIVADA, SUS INJ CT 10 SER PREENCHIDA X 0.5 ML, NO_ACR
525203101151413, VACINA INFLUENZA (FRAGMENTADA, INATIVADA), VACINA INFLUENZA FRAGMENTADA INATIVADA, VACINA INFLUENZA TRIVALENTE FRAGMENTADA, INATIVADA, SUS INJ CT 10 SER VD INC PRE-ENCH X 0.5ML, NO_ACR
525203102158411, VACINA INFLUENZA (FRAGMENTADA, INATIVADA), VACINA INFLUENZA FRAGMENTADA INATIVADA, VACINA INFLUENZA TRIVALENTE FRAGMENTADA, INATIVADA, SUS INJ CT SER VD INC PRE-ENCHX0.5ML, NO_ACR
502821102158315, VACINA INFLUENZA (FRAGMENTADA E INATIVADA), VACINA INFLUENZA FRAGMENTADA E INATIVADA, NOT FOUND, SUS INJ CT 1 FA VD INC X 5 ML, NO_ACR
502821603157419, VACINA INFLUENZA (FRAGMENTADA E INATIVADA), VACINA INFLUENZA FRAGMENTADA E INATIVADA, NOT FOUND, SUS INJ CT 1 FA VD INC X 5 ML, NO_ACR
526531901152317, VACINA INFLUENZA (SUBUNITÁRIA, INATIVADA), VACINA INFLUENZA SUBUNITARIA INATIVADA, NOT FOUND, SUS INJ CT 1 SER PREENCH VD INC X 0.5 ML, NO_ACR
526532201154412, VACINA INFLUENZA (INATIVADA, SUBUNITÁRIA, ADJUVADA), VACINA INFLUENZA INATIVADA SUBUNITARIA ADJUVADA, VACINA INFLUENZA TRIVALENTE INATIVADA, SUBUNITARIA, ADJUVADA, SUS INJ CT 1 SER VD INC PREENCH X 0.5 ML, NO_ACR
525503601151314, VACINA PAPILOMAVÍRUS HUMANO 6, 11, 16 E 18 (RECOMBINANTE), VACINA PAPILOMAVIRUS HUMANO 6 11 16 E 18 RECOMBINANTE, VACINA PAPILOMAVIRUS HUMANO 6, 11, 16 E 18 RECOMBINANTE, SUS INJ CT 01 SER PREENCH VD INC X 0.5 ML, NO_ACR
525513090015903, VACINA PAPILOMAVÍRUS HUMANO 6, 11, 16 E 18 (RECOMBINANTE), VACINA PAPILOMAVIRUS HUMANO 6 11 16 E 18 RECOMBINANTE, VACINA PAPILOMAVIRUS HUMANO 6, 11, 16 E 18 RECOMBINANTE, SUS INJ CT 10 FA VD INC TAMPA FLUROTEC X 0.5 ML , NO_ACR
510611001151319, VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04), VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04, NOT FOUND, 20 MCG SUS INJ CT 100 SER PREENCH VD INC X 0.5 ML  , NO_ACR
510611002158317, VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04), VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04, NOT FOUND, 20 MCG SUS INJ CT 02 SER PREENCH VD INC X 0.5 ML , NO_ACR
510611003154315, VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04), VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04, NOT FOUND, 20 MCG SUS INJ CT 05 SER PREENCH VD INC X 0.5 ML , NO_ACR
510611004150313, VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04), VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04, NOT FOUND, 20 MCG SUS INJ CT 10 FA VD INC MONODOSE X 0.5 ML , NO_ACR
510611005157311, VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04), VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04, NOT FOUND, 20 MCG SUS INJ CT 10 SER PREENCH VD INC X 0.5 ML , NO_ACR
510611006153311, VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04), VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04, NOT FOUND, 20 MCG SUS INJ CT 100 FA VD INC MONODOSE X 0.5 ML , NO_ACR
510611007151310, VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04), VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04, NOT FOUND, 20 MCG SUS INJ CT 20 SER PREENCH VD INC X 0.5 ML , NO_ACR
510611008156316, VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04), VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04, NOT FOUND, 20 MCG SUS INJ CT 50 SER PREENCH VD INC X 0.5 ML  , NO_ACR
510611009152314, VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04), VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04, NOT FOUND, 20 MCG SUS INJ CT FA VD INC MONODOSE X 0.5 ML , NO_ACR
510611010150311, VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04), VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04, NOT FOUND, 20 MCG SUS INJ CT SER PREENCH VD INC X 0.5 ML , NO_ACR
525504401138411, VACINA CONTRA ROTAVÍRUS, VIVO, ORAL, PENTAVALENTE, VACINA CONTRA ROTAVIRUS VIVO ORAL PENTAVALENTE, NOT FOUND, SOL ORAL X TUBO PLAS INC X 2 ML, NO_ACR
525504402134418, VACINA CONTRA ROTAVÍRUS, VIVO, ORAL, PENTAVALENTE, VACINA CONTRA ROTAVIRUS VIVO ORAL PENTAVALENTE, NOT FOUND, SOL ORAL X 10 TUBO PLAS INC X 2 ML, NO_ACR
510608401111314, VALTREX, VALTREX, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
510608402116311, VALTREX, VALTREX, NOT FOUND, 500 MG COM REV CT 07 BL AL PLAS INC X 06, NO_ACR
525914060019106, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G POM DERM CT BG AL X 30 G , NO_ACR
525914070019606, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G CREM DERM CT BG AL X 30 G , NO_ACR
519024901167117, VALERATO DE BETAMETASONA+SULFATO DE GENTAMICINA+TOLNAFTATO+CLIOQUINOL, VALERATO BETAMETASONA SULFATO GENTAMICINA TOLNAFTATO CLIOQUINOL, NOT FOUND, 0.5 MG/G + 1 MG/G + 10 MG/G + 10 MG/G POM DERM CT BG AL X 20G , NO_ACR
525013001164119, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1.0 MG/G CREM DERM CT BG AL  X 15 G, NO_ACR
525013005161114, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G POM DERM CT BG AL X 15 G, NO_ACR
502407101169118, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G CREM CT BG AL X 15 G, NO_ACR
531612902163115, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G POM DERM CT BG AL X 30 G, NO_ACR
538810701161111, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
519016502161114, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G CREM DERM CT BG AL X 30 G , NO_ACR
519016503166111, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G POM DERM CT BG AL X 30 G, NO_ACR
514006601164419, VALBET, VALBET, NOT FOUND, 1 MG/G CREM DERM CT BG PLAS OPC X 30 G, NO_ACR
514006602160417, VALBET, VALBET, NOT FOUND, 1 MG/G POM DERM CT BG PLAS OPC X 30 G, NO_ACR
526119101160116, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1MG/G POM DERM CT BG AL X 30G, NO_ACR
526119102116110, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1MG/G CREM DERM CT BG ALX30G, NO_ACR
525013002160117, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1.0 MG/G CREM DERM CT BG AL  X 30 G, NO_ACR
525013006166111, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G POM DERM CT BG AL X 30 G, NO_ACR
507725301065116, VALERATO BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1MG/G POM DERM CT BG AL X 30G, NO_ACR
507725401061112, VALERATO BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G CREM DERM CT BG AL X 30G, NO_ACR
502407102165116, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G CREM CT BG AL X 30 G, NO_ACR
528523601168110, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1.0 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
528523603160117, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1.0 MG/G CREM DERM CX 100 BG AL X 30 G (EMB HOSP), NO_ACR
528523605163113, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1.0 MG/G POM DERM CT BG AL X 30G, NO_ACR
525013003175118, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1.0 MG/G SOL CAPILAR CT FR PLAS OPC GOT X 50 G, NO_ACR
525013004171116, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1.0 MG/G LOC DERM CT FR PLAS OPC GOT X 50 G, NO_ACR
507724501176118, VALERATO BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G LOC DERM CT FR PLAS OPC GOT X 50 G, NO_ACR
507724502172116, VALERATO BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G SOL CAPIL CT FR PLAS OPC GOT X 50 G, NO_ACR
519016505177119, VALERATO DE BETAMETASONA, VALERATO BETAMETASONA, VALERATO BETAMETASONA, 1 MG/G SOL TOP CAPIL CT FR PLAS OPC GOT X 50 ML, NO_ACR
538806001169411, VERUDERM B, VERUDERM B, NOT FOUND, 20 MG/G + 1 MG/G CREM DERM CT BG AL X 15 G, NO_ACR
541100102165317, VERUTEX B, VERUTEX B, NOT FOUND, 20 MG/G + 1 MG/G BG CREM CT DERM AL X 15 G, NO_ACR
541100101169319, VERUTEX B, VERUTEX B, NOT FOUND, 20 MG/G + 1 MG/G BG CREM CT DERM AL X 5 G, NO_ACR
529207001111317, VALCYTE, VALCYTE, NOT FOUND, 450 MG COM REV CT FR PLAS OPC X 60, NO_ACR
531606201132111, VALPROATO DE SÓDIO, VALPROATO SODIO, VALPROATO SODIO, 50MG/ML XPE CT FR VD AMB X 100ML, NO_ACR
520720201132415, VALPRENE, VALPRENE, NOT FOUND, 250 MG/5 ML XPE CT FR VD AMB X 100 ML, NO_ACR
520726001135118, VALPROATO DE SÓDIO, VALPROATO SODIO, VALPROATO SODIO, 50 MG/ML XPE CT FR VD AMB X 100 ML + CP MED, NO_ACR
520726002131116, VALPROATO DE SÓDIO, VALPROATO SODIO, VALPROATO SODIO, 50 MG/ML XPE CX 50 FR VD AMB X 100 ML + 50 CP MED (EMB HOSP) , NO_ACR
